workerid	adjective	quiz_response	relevant_adjective	text	enteredText	response	correct_response	slide_number	predicate2	predicate1	correct	glabOrRofkyFirst	glabOrColorFirst	rofkyOrColorFirst
0	NA	NA	NA	NA	blue rofky	NA	NA	93	NA	NA	correct	Q_rofky	R_COLOR	S_COLOR_rofky
0	NA	NA	NA	NA	glab green rofky	NA	NA	94	NA	NA	correct	Q_glab_rofky	R_glab_COLOR	S_COLOR_rofky
0	NA	NA	NA	NA	glab blue	NA	NA	95	NA	NA	correct	Q_glab	R_glab_COLOR	S_COLOR
0	NA	NA	NA	NA	red rofky	NA	NA	96	NA	NA	correct	Q_rofky	R_COLOR	S_COLOR_rofky
0	NA	NA	NA	NA	glab green	NA	NA	97	NA	NA	correct	Q_glab	R_glab_COLOR	S_COLOR
0	NA	NA	NA	NA	red	NA	NA	98	NA	NA	correct	Q_	R_COLOR	S_COLOR
0	NA	NA	NA	NA	red rofky	NA	NA	99	NA	NA	correct	Q_rofky	R_COLOR	S_COLOR_rofky
0	NA	NA	NA	NA	glab blue	NA	NA	100	NA	NA	correct	Q_glab	R_glab_COLOR	S_COLOR
0	NA	NA	NA	NA	glab green	NA	NA	101	NA	NA	correct	Q_glab	R_glab_COLOR	S_COLOR
0	NA	NA	NA	NA	blue rofky	NA	NA	102	NA	NA	correct	Q_rofky	R_COLOR	S_COLOR_rofky
0	NA	NA	NA	NA	glab rofky	NA	NA	103	NA	NA	correct	Q_glab_rofky	R_glab	S_rofky
0	NA	NA	NA	NA	glab rofky	NA	NA	104	NA	NA	correct	Q_glab_rofky	R_glab	S_rofky
0	NA	NA	NA	NA	red rofky	NA	NA	105	NA	NA	correct	Q_rofky	R_COLOR	S_COLOR_rofky
0	NA	NA	NA	NA	rofky	NA	NA	106	NA	NA	correct	Q_rofky	R_	S_rofky
0	NA	NA	NA	NA	rofky	NA	NA	108	NA	NA	correct	Q_rofky	R_	S_rofky
0	NA	NA	rofky	For long distances, I use saucers. The best one is this...	NA	0	NA	135	red	rofky	NA	NA	NA	NA
0	NA	NA	rofky	My first ship had the same shape as this...	NA	1	NA	136	rofky	green	NA	NA	NA	NA
0	NA	NA	rofky	Humans think all our ships look like saucers, like this...	NA	1	NA	137	rofky	blue	NA	NA	NA	NA
0	NA	NA	NONE	On our planet, many aliens fly ships like this...	NA	0	NA	138	glab	green	NA	NA	NA	NA
0	NA	NA	green	I like ships that have the same color as I have, like this...	NA	0	NA	139	green	rofky	NA	NA	NA	NA
0	NA	NA	NONE	My friend used to fly this...	NA	1	NA	140	rofky	blue	NA	NA	NA	NA
0	NA	NA	green	What a nice color. I like flying this...	NA	1	NA	141	green	glab	NA	NA	NA	NA
0	NA	NA	glab	I really don&quotechart like ships with many spikes, like this...	NA	1	NA	142	rofky	glab	NA	NA	NA	NA
0	NA	NA	glab	Ugh, too many fins &#8210; I hate flying this...	NA	0	NA	143	glab	red	NA	NA	NA	NA
0	NA	NA	glab	Wow, so many fins &#8210; I like this...	NA	1	NA	144	green	glab	NA	NA	NA	NA
0	NA	NA	glab	The more spikes, the better. My favorite one is this...	NA	0	NA	145	glab	rofky	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	0.02	NA	147	green	rofky	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	0.1	NA	148	glab	red	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	1	NA	149	glab	big	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	0.97	NA	150	rofky	small	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	1	NA	151	rofky	glab	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	1	NA	152	red	big	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	1	NA	153	rofky	blue	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	0.09	NA	154	small	glab	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	0	NA	155	small	blue	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	1	NA	156	rofky	red	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	1	NA	157	rofky	big	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	0.77	NA	158	blue	glab	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	1	NA	159	green	small	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	0.14	NA	160	glab	green	NA	NA	NA	NA
1	glab	first	NA	NA	NA	NA	first	5	NA	NA	NA	NA	NA	NA
1	glab	first	NA	NA	NA	NA	first	6	NA	NA	NA	NA	NA	NA
1	rofky	second	NA	NA	NA	NA	second	7	NA	NA	NA	NA	NA	NA
1	rofky	first	NA	NA	NA	NA	first	8	NA	NA	NA	NA	NA	NA
1	glab	first	NA	NA	NA	NA	first	9	NA	NA	NA	NA	NA	NA
1	rofky	first	NA	NA	NA	NA	first	10	NA	NA	NA	NA	NA	NA
1	glab	first	NA	NA	NA	NA	first	11	NA	NA	NA	NA	NA	NA
1	glab	second	NA	NA	NA	NA	second	12	NA	NA	NA	NA	NA	NA
1	rofky	first	NA	NA	NA	NA	first	13	NA	NA	NA	NA	NA	NA
1	rofky	second	NA	NA	NA	NA	second	14	NA	NA	NA	NA	NA	NA
1	glab	first	NA	NA	NA	NA	first	15	NA	NA	NA	NA	NA	NA
1	rofky	first	NA	NA	NA	NA	first	16	NA	NA	NA	NA	NA	NA
1	glab	first	NA	NA	NA	NA	first	17	NA	NA	NA	NA	NA	NA
1	glab	first	NA	NA	NA	NA	first	18	NA	NA	NA	NA	NA	NA
1	glab	second	NA	NA	NA	NA	second	19	NA	NA	NA	NA	NA	NA
1	rofky	first	NA	NA	NA	NA	first	20	NA	NA	NA	NA	NA	NA
1	glab	first	NA	NA	NA	NA	first	21	NA	NA	NA	NA	NA	NA
1	glab	second	NA	NA	NA	NA	second	22	NA	NA	NA	NA	NA	NA
1	rofky	first	NA	NA	NA	NA	first	23	NA	NA	NA	NA	NA	NA
1	rofky	first	NA	NA	NA	NA	first	24	NA	NA	NA	NA	NA	NA
1	rofky	first	NA	NA	NA	NA	first	25	NA	NA	NA	NA	NA	NA
1	glab	first	NA	NA	NA	NA	first	26	NA	NA	NA	NA	NA	NA
1	rofky	first	NA	NA	NA	NA	first	27	NA	NA	NA	NA	NA	NA
1	rofky	second	NA	NA	NA	NA	second	28	NA	NA	NA	NA	NA	NA
1	glab	first	NA	NA	NA	NA	first	29	NA	NA	NA	NA	NA	NA
1	glab	first	NA	NA	NA	NA	first	30	NA	NA	NA	NA	NA	NA
1	glab	first	NA	NA	NA	NA	first	31	NA	NA	NA	NA	NA	NA
1	glab	first	NA	NA	NA	NA	first	32	NA	NA	NA	NA	NA	NA
1	rofky	second	NA	NA	NA	NA	second	33	NA	NA	NA	NA	NA	NA
1	rofky	first	NA	NA	NA	NA	first	34	NA	NA	NA	NA	NA	NA
1	rofky	second	NA	NA	NA	NA	second	35	NA	NA	NA	NA	NA	NA
1	glab	first	NA	NA	NA	NA	first	36	NA	NA	NA	NA	NA	NA
1	rofky	second	NA	NA	NA	NA	second	37	NA	NA	NA	NA	NA	NA
1	rofky	first	NA	NA	NA	NA	second	38	NA	NA	NA	NA	NA	NA
1	rofky	first	NA	NA	NA	NA	first	39	NA	NA	NA	NA	NA	NA
1	glab	second	NA	NA	NA	NA	second	40	NA	NA	NA	NA	NA	NA
1	glab	first	NA	NA	NA	NA	first	41	NA	NA	NA	NA	NA	NA
1	rofky	second	NA	NA	NA	NA	second	42	NA	NA	NA	NA	NA	NA
1	glab	second	NA	NA	NA	NA	second	43	NA	NA	NA	NA	NA	NA
1	rofky	first	NA	NA	NA	NA	first	44	NA	NA	NA	NA	NA	NA
1	glab	first	NA	NA	NA	NA	first	45	NA	NA	NA	NA	NA	NA
1	rofky	second	NA	NA	NA	NA	second	46	NA	NA	NA	NA	NA	NA
1	rofky	second	NA	NA	NA	NA	second	47	NA	NA	NA	NA	NA	NA
1	glab	second	NA	NA	NA	NA	second	48	NA	NA	NA	NA	NA	NA
1	glab	first	NA	NA	NA	NA	first	49	NA	NA	NA	NA	NA	NA
1	rofky	first	NA	NA	NA	NA	first	50	NA	NA	NA	NA	NA	NA
1	rofky	first	NA	NA	NA	NA	first	51	NA	NA	NA	NA	NA	NA
1	glab	first	NA	NA	NA	NA	first	52	NA	NA	NA	NA	NA	NA
1	NA	NA	NA	NA	the green rofky spaceship 	NA	NA	54	NA	NA	inconsistent	Q_rofky	R_COLOR	S_COLOR_rofky
1	NA	NA	NA	NA	the red spaceship  	NA	NA	55	NA	NA	correct	Q_	R_COLOR	S_COLOR
1	NA	NA	NA	NA	the red rofky spaceship 	NA	NA	56	NA	NA	correct	Q_rofky	R_COLOR	S_COLOR_rofky
1	NA	NA	NA	NA	the blue spaceship  	NA	NA	57	NA	NA	correct	Q_	R_COLOR	S_COLOR
1	NA	NA	NA	NA	the rofky glab green spaceship	NA	NA	58	NA	NA	underspecified	Q_rofky_glab	R_glab_COLOR	S_rofky_COLOR
1	NA	NA	NA	NA	the red glab spaceship 	NA	NA	59	NA	NA	correct	Q_glab	R_COLOR_glab	S_COLOR
1	NA	NA	NA	NA	the green rofky spaceship 	NA	NA	60	NA	NA	correct	Q_rofky	R_COLOR	S_COLOR_rofky
1	NA	NA	NA	NA	the red glab spaceship 	NA	NA	61	NA	NA	correct	Q_glab	R_COLOR_glab	S_COLOR
1	NA	NA	NA	NA	the green rofky glab spaceship	NA	NA	62	NA	NA	correct	Q_rofky_glab	R_COLOR_glab	S_COLOR_rofky
1	NA	NA	NA	NA	the green glab spaceship 	NA	NA	63	NA	NA	correct	Q_glab	R_COLOR_glab	S_COLOR
1	NA	NA	NA	NA	the blue glab spaceship 	NA	NA	64	NA	NA	correct	Q_glab	R_COLOR_glab	S_COLOR
1	NA	NA	NA	NA	the rofky green glab spaceship	NA	NA	65	NA	NA	correct	Q_rofky_glab	R_COLOR_glab	S_rofky_COLOR
1	NA	NA	NA	NA	the green spaceship  	NA	NA	66	NA	NA	correct	Q_	R_COLOR	S_COLOR
1	NA	NA	NA	NA	the red rofky spaceship 	NA	NA	67	NA	NA	correct	Q_rofky	R_COLOR	S_COLOR_rofky
1	NA	NA	NA	NA	the green glab spaceship 	NA	NA	68	NA	NA	correct	Q_glab	R_COLOR_glab	S_COLOR
1	NA	NA	NA	NA	the green glab spaceship 	NA	NA	69	NA	NA	correct	Q_glab	R_COLOR_glab	S_COLOR
1	NA	NA	NA	NA	the blue glab spaceship 	NA	NA	70	NA	NA	correct	Q_glab	R_COLOR_glab	S_COLOR
1	NA	NA	NA	NA	the blue glab spaceship 	NA	NA	71	NA	NA	correct	Q_glab	R_COLOR_glab	S_COLOR
1	NA	NA	NA	NA	the blue rofky spaceship 	NA	NA	72	NA	NA	correct	Q_rofky	R_COLOR	S_COLOR_rofky
1	NA	NA	NA	NA	the red glab spaceship 	NA	NA	73	NA	NA	correct	Q_glab	R_COLOR_glab	S_COLOR
1	NA	NA	NA	NA	the blue rofky spaceship 	NA	NA	74	NA	NA	correct	Q_rofky	R_COLOR	S_COLOR_rofky
1	NA	NA	NA	NA	the red glab spaceship 	NA	NA	75	NA	NA	correct	Q_glab	R_COLOR_glab	S_COLOR
1	NA	NA	NA	NA	the green glab spaceship 	NA	NA	76	NA	NA	correct	Q_glab	R_COLOR_glab	S_COLOR
1	NA	NA	NA	NA	the blue glab spaceship 	NA	NA	77	NA	NA	correct	Q_glab	R_COLOR_glab	S_COLOR
1	NA	NA	NA	NA	the red glab rofky spaceship	NA	NA	78	NA	NA	correct	Q_glab_rofky	R_COLOR_glab	S_COLOR_rofky
1	NA	NA	NA	NA	the red glab rofky spaceship	NA	NA	79	NA	NA	correct	Q_glab_rofky	R_COLOR_glab	S_COLOR_rofky
1	NA	NA	NA	NA	The red spaceship	NA	NA	81	NA	NA	correct	Q_	R_COLOR	S_COLOR
1	NA	NA	NA	NA	The red glab rofky spaceship	NA	NA	82	NA	NA	correct	Q_glab_rofky	R_COLOR_glab	S_COLOR_rofky
1	NA	NA	NA	NA	green spaceship	NA	NA	83	NA	NA	correct	Q_	R_COLOR	S_COLOR
1	NA	NA	NA	NA	blue	NA	NA	84	NA	NA	correct	Q_	R_COLOR	S_COLOR
1	NA	NA	NA	NA	red rofky	NA	NA	85	NA	NA	correct	Q_rofky	R_COLOR	S_COLOR_rofky
1	NA	NA	NA	NA	blue glab	NA	NA	86	NA	NA	correct	Q_glab	R_COLOR_glab	S_COLOR
1	NA	NA	NA	NA	blue rofky	NA	NA	87	NA	NA	correct	Q_rofky	R_COLOR	S_COLOR_rofky
1	NA	NA	NA	NA	blue glab	NA	NA	88	NA	NA	correct	Q_glab	R_COLOR_glab	S_COLOR
1	NA	NA	NA	NA	green glab rofky	NA	NA	89	NA	NA	correct	Q_glab_rofky	R_COLOR_glab	S_COLOR_rofky
1	NA	NA	NA	NA	green glab	NA	NA	90	NA	NA	correct	Q_glab	R_COLOR_glab	S_COLOR
1	NA	NA	NA	NA	green glab rofky	NA	NA	91	NA	NA	correct	Q_glab_rofky	R_COLOR_glab	S_COLOR_rofky
1	NA	NA	NA	NA	red glab	NA	NA	92	NA	NA	correct	Q_glab	R_COLOR_glab	S_COLOR
1	NA	NA	NA	NA	green glab rofky	NA	NA	93	NA	NA	correct	Q_glab_rofky	R_COLOR_glab	S_COLOR_rofky
1	NA	NA	NA	NA	red glab	NA	NA	94	NA	NA	correct	Q_glab	R_COLOR_glab	S_COLOR
1	NA	NA	NA	NA	blue glab	NA	NA	95	NA	NA	correct	Q_glab	R_COLOR_glab	S_COLOR
1	NA	NA	NA	NA	green glab	NA	NA	96	NA	NA	correct	Q_glab	R_COLOR_glab	S_COLOR
1	NA	NA	NA	NA	red glab	NA	NA	97	NA	NA	correct	Q_glab	R_COLOR_glab	S_COLOR
1	NA	NA	NA	NA	green glab	NA	NA	98	NA	NA	correct	Q_glab	R_COLOR_glab	S_COLOR
1	NA	NA	NA	NA	green glab	NA	NA	99	NA	NA	correct	Q_glab	R_COLOR_glab	S_COLOR
1	NA	NA	NA	NA	red glab rofky	NA	NA	100	NA	NA	correct	Q_glab_rofky	R_COLOR_glab	S_COLOR_rofky
1	NA	NA	NA	NA	red glab rofky	NA	NA	101	NA	NA	correct	Q_glab_rofky	R_COLOR_glab	S_COLOR_rofky
1	NA	NA	NA	NA	blue glab	NA	NA	102	NA	NA	correct	Q_glab	R_COLOR_glab	S_COLOR
1	NA	NA	NA	NA	red glab	NA	NA	103	NA	NA	correct	Q_glab	R_COLOR_glab	S_COLOR
1	NA	NA	NA	NA	green	NA	NA	104	NA	NA	correct	Q_	R_COLOR	S_COLOR
1	NA	NA	NA	NA	blue rofky	NA	NA	105	NA	NA	correct	Q_rofky	R_COLOR	S_COLOR_rofky
1	NA	NA	NA	NA	green rofky	NA	NA	106	NA	NA	correct	Q_rofky	R_COLOR	S_COLOR_rofky
1	NA	NA	NA	NA	red	NA	NA	108	NA	NA	correct	Q_	R_COLOR	S_COLOR
1	NA	NA	glab	For long distances, I use saucers. The best one is this...	NA	0	NA	135	green	glab	NA	NA	NA	NA
1	NA	NA	rofky	Ugh, too many fins &#8210; I hate flying this...	NA	1	NA	136	rofky	red	NA	NA	NA	NA
1	NA	NA	NONE	On our planet, many aliens fly ships like this...	NA	0	NA	137	green	rofky	NA	NA	NA	NA
1	NA	NA	glab	Humans think all our ships look like saucers, like this...	NA	1	NA	138	glab	red	NA	NA	NA	NA
1	NA	NA	glab	My first ship had the same shape as this...	NA	1	NA	139	glab	green	NA	NA	NA	NA
1	NA	NA	NONE	My friend used to fly this...	NA	1	NA	140	glab	blue	NA	NA	NA	NA
1	NA	NA	rofky	I really don&quotechart like ships with many spikes, like this...	NA	1	NA	141	glab	rofky	NA	NA	NA	NA
1	NA	NA	rofky	The more spikes, the better. My favorite one is this...	NA	0	NA	142	rofky	glab	NA	NA	NA	NA
1	NA	NA	green	What a nice color. I like flying this...	NA	1	NA	143	green	rofky	NA	NA	NA	NA
1	NA	NA	rofky	Wow, so many fins &#8210; I like this...	NA	1	NA	144	green	rofky	NA	NA	NA	NA
1	NA	NA	blue	I like ships that have the same color as I have, like this...	NA	1	NA	145	glab	blue	NA	NA	NA	NA
1	NA	NA	NA	NA	NA	0	NA	147	big	glab	NA	NA	NA	NA
1	NA	NA	NA	NA	NA	1	NA	148	glab	blue	NA	NA	NA	NA
1	NA	NA	NA	NA	NA	1	NA	149	rofky	small	NA	NA	NA	NA
1	NA	NA	NA	NA	NA	0	NA	150	glab	red	NA	NA	NA	NA
1	NA	NA	NA	NA	NA	1	NA	151	glab	green	NA	NA	NA	NA
1	NA	NA	NA	NA	NA	1	NA	152	red	rofky	NA	NA	NA	NA
1	NA	NA	NA	NA	NA	0	NA	153	big	rofky	NA	NA	NA	NA
1	NA	NA	NA	NA	NA	0	NA	154	small	green	NA	NA	NA	NA
1	NA	NA	NA	NA	NA	0	NA	155	rofky	glab	NA	NA	NA	NA
1	NA	NA	NA	NA	NA	0	NA	156	small	red	NA	NA	NA	NA
1	NA	NA	NA	NA	NA	0	NA	157	big	green	NA	NA	NA	NA
1	NA	NA	NA	NA	NA	0	NA	158	blue	rofky	NA	NA	NA	NA
1	NA	NA	NA	NA	NA	0	NA	159	green	rofky	NA	NA	NA	NA
1	NA	NA	NA	NA	NA	0	NA	160	small	glab	NA	NA	NA	NA
2	glab	second	NA	NA	NA	NA	second	5	NA	NA	NA	NA	NA	NA
2	glab	second	NA	NA	NA	NA	second	6	NA	NA	NA	NA	NA	NA
2	glab	second	NA	NA	NA	NA	second	7	NA	NA	NA	NA	NA	NA
2	rofky	second	NA	NA	NA	NA	second	8	NA	NA	NA	NA	NA	NA
2	glab	second	NA	NA	NA	NA	second	9	NA	NA	NA	NA	NA	NA
2	rofky	second	NA	NA	NA	NA	second	10	NA	NA	NA	NA	NA	NA
2	glab	second	NA	NA	NA	NA	second	11	NA	NA	NA	NA	NA	NA
2	rofky	first	NA	NA	NA	NA	first	12	NA	NA	NA	NA	NA	NA
2	rofky	second	NA	NA	NA	NA	second	13	NA	NA	NA	NA	NA	NA
2	rofky	first	NA	NA	NA	NA	first	14	NA	NA	NA	NA	NA	NA
2	glab	second	NA	NA	NA	NA	second	15	NA	NA	NA	NA	NA	NA
2	rofky	first	NA	NA	NA	NA	first	16	NA	NA	NA	NA	NA	NA
2	glab	first	NA	NA	NA	NA	first	17	NA	NA	NA	NA	NA	NA
2	glab	first	NA	NA	NA	NA	first	18	NA	NA	NA	NA	NA	NA
2	rofky	second	NA	NA	NA	NA	second	19	NA	NA	NA	NA	NA	NA
2	rofky	first	NA	NA	NA	NA	first	20	NA	NA	NA	NA	NA	NA
2	rofky	first	NA	NA	NA	NA	first	21	NA	NA	NA	NA	NA	NA
2	glab	second	NA	NA	NA	NA	second	22	NA	NA	NA	NA	NA	NA
