workerid	adjective	quiz_response	relevant_adjective	text	enteredText	response	correct_response	slide_number	predicate2	predicate1	correct	glabOrRofkyFirst	glabOrColorFirst	rofkyOrColorFirst
0	NA	NA	NA	NA	red rofky	NA	NA	97	NA	NA	correct	Q_rofky	R_COLOR	S_COLOR_rofky
0	NA	NA	NA	NA	red rofky	NA	NA	98	NA	NA	correct	Q_rofky	R_COLOR	S_COLOR_rofky
0	NA	NA	NA	NA	green rofky	NA	NA	99	NA	NA	correct	Q_rofky	R_COLOR	S_COLOR_rofky
0	NA	NA	NA	NA	green rofky	NA	NA	100	NA	NA	correct	Q_rofky	R_COLOR	S_COLOR_rofky
0	NA	NA	NA	NA	red glab rofky	NA	NA	101	NA	NA	correct	Q_glab_rofky	R_COLOR_glab	S_COLOR_rofky
0	NA	NA	NA	NA	green glab spaceship	NA	NA	102	NA	NA	correct	Q_glab	R_COLOR_glab	S_COLOR
0	NA	NA	NA	NA	glab rofky spaceship	NA	NA	103	NA	NA	correct	Q_glab_rofky	R_glab	S_rofky
0	NA	NA	NA	NA	rofky	NA	NA	104	NA	NA	correct	Q_rofky	R_	S_rofky
0	NA	NA	NA	NA	blue rofky	NA	NA	105	NA	NA	correct	Q_rofky	R_COLOR	S_COLOR_rofky
0	NA	NA	NA	NA	green rofky	NA	NA	106	NA	NA	correct	Q_rofky	R_COLOR	S_COLOR_rofky
0	NA	NA	NA	NA	green rofky	NA	NA	108	NA	NA	correct	Q_rofky	R_COLOR	S_COLOR_rofky
0	NA	NA	green	I like ships that have the same color as I have, like this...	NA	0	NA	135	green	rofky	NA	NA	NA	NA
0	NA	NA	rofky	My first ship had the same shape as this...	NA	0	NA	136	red	rofky	NA	NA	NA	NA
0	NA	NA	NONE	My friend used to fly this...	NA	1	NA	137	red	rofky	NA	NA	NA	NA
0	NA	NA	glab	Wow, so many fins &#8210; I like this...	NA	1	NA	138	glab	green	NA	NA	NA	NA
0	NA	NA	NONE	On our planet, many aliens fly ships like this...	NA	0.85	NA	139	green	glab	NA	NA	NA	NA
0	NA	NA	glab	The more spikes, the better. My favorite one is this...	NA	0	NA	140	glab	rofky	NA	NA	NA	NA
0	NA	NA	green	What a nice color. I like flying this...	NA	0.81	NA	141	glab	green	NA	NA	NA	NA
0	NA	NA	glab	Ugh, too many fins &#8210; I hate flying this...	NA	0.11	NA	142	glab	red	NA	NA	NA	NA
0	NA	NA	rofky	Humans think all our ships look like saucers, like this...	NA	0.89	NA	143	green	rofky	NA	NA	NA	NA
0	NA	NA	rofky	For long distances, I use saucers. The best one is this...	NA	0.14	NA	144	rofky	blue	NA	NA	NA	NA
0	NA	NA	glab	I really don&quotechart like ships with many spikes, like this...	NA	0.02	NA	145	glab	rofky	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	1	NA	147	red	rofky	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	0.14	NA	148	small	glab	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	0.9	NA	149	green	small	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	0.51	NA	150	rofky	small	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	0.34	NA	151	big	rofky	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	0	NA	152	big	blue	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	1	NA	153	glab	big	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	0.81	NA	154	green	glab	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	0.84	NA	155	blue	big	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	0.89	NA	156	rofky	glab	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	0.88	NA	157	blue	rofky	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	0.89	NA	158	glab	blue	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	0.86	NA	159	red	glab	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	0.14	NA	160	rofky	green	NA	NA	NA	NA
1	rofky	first	NA	NA	NA	NA	first	5	NA	NA	NA	NA	NA	NA
1	glab	second	NA	NA	NA	NA	second	6	NA	NA	NA	NA	NA	NA
1	glab	first	NA	NA	NA	NA	first	7	NA	NA	NA	NA	NA	NA
1	glab	second	NA	NA	NA	NA	second	8	NA	NA	NA	NA	NA	NA
1	rofky	second	NA	NA	NA	NA	second	9	NA	NA	NA	NA	NA	NA
1	glab	first	NA	NA	NA	NA	first	10	NA	NA	NA	NA	NA	NA
1	glab	second	NA	NA	NA	NA	second	11	NA	NA	NA	NA	NA	NA
1	glab	second	NA	NA	NA	NA	second	12	NA	NA	NA	NA	NA	NA
1	rofky	second	NA	NA	NA	NA	second	13	NA	NA	NA	NA	NA	NA
1	rofky	second	NA	NA	NA	NA	second	14	NA	NA	NA	NA	NA	NA
1	rofky	second	NA	NA	NA	NA	second	15	NA	NA	NA	NA	NA	NA
1	rofky	second	NA	NA	NA	NA	second	16	NA	NA	NA	NA	NA	NA
1	glab	second	NA	NA	NA	NA	second	17	NA	NA	NA	NA	NA	NA
1	glab	second	NA	NA	NA	NA	second	18	NA	NA	NA	NA	NA	NA
1	glab	first	NA	NA	NA	NA	first	19	NA	NA	NA	NA	NA	NA
1	rofky	second	NA	NA	NA	NA	second	20	NA	NA	NA	NA	NA	NA
1	glab	second	NA	NA	NA	NA	second	21	NA	NA	NA	NA	NA	NA
1	rofky	first	NA	NA	NA	NA	first	22	NA	NA	NA	NA	NA	NA
1	rofky	second	NA	NA	NA	NA	second	23	NA	NA	NA	NA	NA	NA
1	glab	second	NA	NA	NA	NA	second	24	NA	NA	NA	NA	NA	NA
1	glab	first	NA	NA	NA	NA	first	25	NA	NA	NA	NA	NA	NA
1	rofky	second	NA	NA	NA	NA	second	26	NA	NA	NA	NA	NA	NA
1	rofky	second	NA	NA	NA	NA	second	27	NA	NA	NA	NA	NA	NA
1	rofky	first	NA	NA	NA	NA	first	28	NA	NA	NA	NA	NA	NA
1	glab	second	NA	NA	NA	NA	second	29	NA	NA	NA	NA	NA	NA
1	rofky	first	NA	NA	NA	NA	first	30	NA	NA	NA	NA	NA	NA
1	glab	second	NA	NA	NA	NA	second	31	NA	NA	NA	NA	NA	NA
1	glab	second	NA	NA	NA	NA	second	32	NA	NA	NA	NA	NA	NA
1	rofky	second	NA	NA	NA	NA	second	33	NA	NA	NA	NA	NA	NA
1	rofky	first	NA	NA	NA	NA	first	34	NA	NA	NA	NA	NA	NA
1	rofky	second	NA	NA	NA	NA	second	35	NA	NA	NA	NA	NA	NA
1	glab	second	NA	NA	NA	NA	second	36	NA	NA	NA	NA	NA	NA
1	rofky	second	NA	NA	NA	NA	second	37	NA	NA	NA	NA	NA	NA
1	rofky	first	NA	NA	NA	NA	first	38	NA	NA	NA	NA	NA	NA
1	rofky	second	NA	NA	NA	NA	second	39	NA	NA	NA	NA	NA	NA
1	glab	first	NA	NA	NA	NA	first	40	NA	NA	NA	NA	NA	NA
1	glab	second	NA	NA	NA	NA	second	41	NA	NA	NA	NA	NA	NA
1	rofky	second	NA	NA	NA	NA	second	42	NA	NA	NA	NA	NA	NA
1	glab	second	NA	NA	NA	NA	second	43	NA	NA	NA	NA	NA	NA
1	rofky	second	NA	NA	NA	NA	second	44	NA	NA	NA	NA	NA	NA
1	glab	second	NA	NA	NA	NA	second	45	NA	NA	NA	NA	NA	NA
1	glab	second	NA	NA	NA	NA	second	46	NA	NA	NA	NA	NA	NA
1	glab	second	NA	NA	NA	NA	second	47	NA	NA	NA	NA	NA	NA
1	rofky	second	NA	NA	NA	NA	second	48	NA	NA	NA	NA	NA	NA
1	rofky	second	NA	NA	NA	NA	second	49	NA	NA	NA	NA	NA	NA
1	rofky	second	NA	NA	NA	NA	second	50	NA	NA	NA	NA	NA	NA
1	glab	second	NA	NA	NA	NA	second	51	NA	NA	NA	NA	NA	NA
1	glab	first	NA	NA	NA	NA	first	52	NA	NA	NA	NA	NA	NA
1	NA	NA	NA	NA	glab red   	NA	NA	54	NA	NA	correct	Q_glab	R_glab_COLOR	S_COLOR
1	NA	NA	NA	NA	blue glab   	NA	NA	55	NA	NA	correct	Q_glab	R_COLOR_glab	S_COLOR
1	NA	NA	NA	NA	rofky    	NA	NA	56	NA	NA	correct	Q_rofky	R_	S_rofky
1	NA	NA	NA	NA	rofky green glab  	NA	NA	57	NA	NA	correct	Q_rofky_glab	R_COLOR_glab	S_rofky_COLOR
1	NA	NA	NA	NA	rofky green   	NA	NA	58	NA	NA	correct	Q_rofky	R_COLOR	S_rofky_COLOR
1	NA	NA	NA	NA	rofky green   	NA	NA	59	NA	NA	correct	Q_rofky	R_COLOR	S_rofky_COLOR
1	NA	NA	NA	NA	rofky blue   	NA	NA	60	NA	NA	correct	Q_rofky	R_COLOR	S_rofky_COLOR
1	NA	NA	NA	NA	red rofky glab  	NA	NA	61	NA	NA	correct	Q_rofky_glab	R_COLOR_glab	S_COLOR_rofky
1	NA	NA	NA	NA	rofky blue   	NA	NA	62	NA	NA	correct	Q_rofky	R_COLOR	S_rofky_COLOR
1	NA	NA	NA	NA	rofky green   	NA	NA	63	NA	NA	correct	Q_rofky	R_COLOR	S_rofky_COLOR
1	NA	NA	NA	NA	rofky glab   	NA	NA	64	NA	NA	correct	Q_rofky_glab	R_glab	S_rofky
1	NA	NA	NA	NA	rofky red   	NA	NA	65	NA	NA	correct	Q_rofky	R_COLOR	S_rofky_COLOR
1	NA	NA	NA	NA	rofky glab red  	NA	NA	66	NA	NA	correct	Q_rofky_glab	R_glab_COLOR	S_rofky_COLOR
1	NA	NA	NA	NA	rofky red   	NA	NA	67	NA	NA	correct	Q_rofky	R_COLOR	S_rofky_COLOR
1	NA	NA	NA	NA	rofky green   	NA	NA	68	NA	NA	correct	Q_rofky	R_COLOR	S_rofky_COLOR
1	NA	NA	NA	NA	rofky blue   	NA	NA	69	NA	NA	correct	Q_rofky	R_COLOR	S_rofky_COLOR
1	NA	NA	NA	NA	rofky    	NA	NA	70	NA	NA	correct	Q_rofky	R_	S_rofky
1	NA	NA	NA	NA	rofky blue glab  	NA	NA	71	NA	NA	correct	Q_rofky_glab	R_COLOR_glab	S_rofky_COLOR
1	NA	NA	NA	NA	rofky red glab  	NA	NA	72	NA	NA	correct	Q_rofky_glab	R_COLOR_glab	S_rofky_COLOR
1	NA	NA	NA	NA	rofky green   	NA	NA	73	NA	NA	correct	Q_rofky	R_COLOR	S_rofky_COLOR
1	NA	NA	NA	NA	rofky glab blue  	NA	NA	74	NA	NA	correct	Q_rofky_glab	R_glab_COLOR	S_rofky_COLOR
1	NA	NA	NA	NA	blue glab   	NA	NA	75	NA	NA	correct	Q_glab	R_COLOR_glab	S_COLOR
1	NA	NA	NA	NA	rofky red glab  	NA	NA	76	NA	NA	correct	Q_rofky_glab	R_COLOR_glab	S_rofky_COLOR
1	NA	NA	NA	NA	rofky green glab  	NA	NA	77	NA	NA	correct	Q_rofky_glab	R_COLOR_glab	S_rofky_COLOR
1	NA	NA	NA	NA	rofky green   	NA	NA	78	NA	NA	correct	Q_rofky	R_COLOR	S_rofky_COLOR
1	NA	NA	NA	NA	rofky red   	NA	NA	79	NA	NA	correct	Q_rofky	R_COLOR	S_rofky_COLOR
1	NA	NA	NA	NA	rofky 	NA	NA	81	NA	NA	correct	Q_rofky	R_	S_rofky
1	NA	NA	NA	NA	blue glab	NA	NA	82	NA	NA	correct	Q_glab	R_COLOR_glab	S_COLOR
1	NA	NA	NA	NA	green rofky	NA	NA	83	NA	NA	correct	Q_rofky	R_COLOR	S_COLOR_rofky
1	NA	NA	NA	NA	green rofky	NA	NA	84	NA	NA	correct	Q_rofky	R_COLOR	S_COLOR_rofky
1	NA	NA	NA	NA	red glab	NA	NA	85	NA	NA	correct	Q_glab	R_COLOR_glab	S_COLOR
1	NA	NA	NA	NA	rofky green glab	NA	NA	86	NA	NA	correct	Q_rofky_glab	R_COLOR_glab	S_rofky_COLOR
1	NA	NA	NA	NA	rofky	NA	NA	87	NA	NA	correct	Q_rofky	R_	S_rofky
1	NA	NA	NA	NA	rofky blue	NA	NA	88	NA	NA	correct	Q_rofky	R_COLOR	S_rofky_COLOR
1	NA	NA	NA	NA	rofky red	NA	NA	89	NA	NA	correct	Q_rofky	R_COLOR	S_rofky_COLOR
1	NA	NA	NA	NA	blue glab	NA	NA	90	NA	NA	correct	Q_glab	R_COLOR_glab	S_COLOR
1	NA	NA	NA	NA	rofky glab	NA	NA	91	NA	NA	correct	Q_rofky_glab	R_glab	S_rofky
1	NA	NA	NA	NA	rofky red	NA	NA	92	NA	NA	correct	Q_rofky	R_COLOR	S_rofky_COLOR
1	NA	NA	NA	NA	rofky glab	NA	NA	93	NA	NA	correct	Q_rofky_glab	R_glab	S_rofky
1	NA	NA	NA	NA	rofky glab	NA	NA	94	NA	NA	correct	Q_rofky_glab	R_glab	S_rofky
1	NA	NA	NA	NA	rofky green	NA	NA	95	NA	NA	correct	Q_rofky	R_COLOR	S_rofky_COLOR
1	NA	NA	NA	NA	rofky 	NA	NA	96	NA	NA	correct	Q_rofky	R_	S_rofky
1	NA	NA	NA	NA	rofky blue	NA	NA	97	NA	NA	correct	Q_rofky	R_COLOR	S_rofky_COLOR
1	NA	NA	NA	NA	rofky	NA	NA	98	NA	NA	correct	Q_rofky	R_	S_rofky
1	NA	NA	NA	NA	rofky red glab	NA	NA	99	NA	NA	correct	Q_rofky_glab	R_COLOR_glab	S_rofky_COLOR
1	NA	NA	NA	NA	rofky red	NA	NA	100	NA	NA	correct	Q_rofky	R_COLOR	S_rofky_COLOR
1	NA	NA	NA	NA	blue glab	NA	NA	101	NA	NA	correct	Q_glab	R_COLOR_glab	S_COLOR
1	NA	NA	NA	NA	rofky green	NA	NA	102	NA	NA	correct	Q_rofky	R_COLOR	S_rofky_COLOR
1	NA	NA	NA	NA	rofky red glab	NA	NA	103	NA	NA	correct	Q_rofky_glab	R_COLOR_glab	S_rofky_COLOR
1	NA	NA	NA	NA	rofky green	NA	NA	104	NA	NA	correct	Q_rofky	R_COLOR	S_rofky_COLOR
1	NA	NA	NA	NA	blue rofky glab	NA	NA	105	NA	NA	correct	Q_rofky_glab	R_COLOR_glab	S_COLOR_rofky
1	NA	NA	NA	NA	rofky blue	NA	NA	106	NA	NA	correct	Q_rofky	R_COLOR	S_rofky_COLOR
1	NA	NA	NA	NA	blue glab	NA	NA	108	NA	NA	correct	Q_glab	R_COLOR_glab	S_COLOR
1	NA	NA	NONE	On our planet, many aliens fly ships like this...	NA	0	NA	135	glab	blue	NA	NA	NA	NA
1	NA	NA	rofky	For long distances, I use rockets. The best one is this...	NA	1	NA	136	blue	rofky	NA	NA	NA	NA
1	NA	NA	glab	I really don&quotechart like ships with many spikes, like this...	NA	0	NA	137	rofky	glab	NA	NA	NA	NA
1	NA	NA	glab	Wow, so many fins &#8210; I like this...	NA	0	NA	138	glab	blue	NA	NA	NA	NA
1	NA	NA	NONE	My friend used to fly this...	NA	0	NA	139	rofky	green	NA	NA	NA	NA
1	NA	NA	rofky	Humans think all our ships look like rockets, like this...	NA	1	NA	140	red	rofky	NA	NA	NA	NA
1	NA	NA	blue	I like ships that have the same color as I have, like this...	NA	0	NA	141	rofky	blue	NA	NA	NA	NA
1	NA	NA	glab	The more spikes, the better. My favorite one is this...	NA	1	NA	142	glab	rofky	NA	NA	NA	NA
1	NA	NA	rofky	My first ship had the same shape as this...	NA	0	NA	143	rofky	red	NA	NA	NA	NA
1	NA	NA	green	What a nice color. I like flying this...	NA	0	NA	144	glab	green	NA	NA	NA	NA
1	NA	NA	glab	Ugh, too many fins &#8210; I hate flying this...	NA	0	NA	145	glab	red	NA	NA	NA	NA
1	NA	NA	NA	NA	NA	0	NA	147	small	glab	NA	NA	NA	NA
1	NA	NA	NA	NA	NA	1	NA	148	red	big	NA	NA	NA	NA
1	NA	NA	NA	NA	NA	1	NA	149	red	glab	NA	NA	NA	NA
1	NA	NA	NA	NA	NA	1	NA	150	rofky	small	NA	NA	NA	NA
1	NA	NA	NA	NA	NA	1	NA	151	glab	big	NA	NA	NA	NA
1	NA	NA	NA	NA	NA	1	NA	152	rofky	big	NA	NA	NA	NA
1	NA	NA	NA	NA	NA	1	NA	153	red	rofky	NA	NA	NA	NA
1	NA	NA	NA	NA	NA	0	NA	154	rofky	glab	NA	NA	NA	NA
1	NA	NA	NA	NA	NA	0	NA	155	rofky	blue	NA	NA	NA	NA
1	NA	NA	NA	NA	NA	0	NA	156	glab	blue	NA	NA	NA	NA
1	NA	NA	NA	NA	NA	0	NA	157	rofky	green	NA	NA	NA	NA
1	NA	NA	NA	NA	NA	0	NA	158	small	green	NA	NA	NA	NA
1	NA	NA	NA	NA	NA	1	NA	159	red	big	NA	NA	NA	NA
1	NA	NA	NA	NA	NA	0	NA	160	glab	green	NA	NA	NA	NA
2	rofky	first	NA	NA	NA	NA	first	5	NA	NA	NA	NA	NA	NA
2	rofky	first	NA	NA	NA	NA	first	6	NA	NA	NA	NA	NA	NA
2	glab	first	NA	NA	NA	NA	first	7	NA	NA	NA	NA	NA	NA
2	glab	first	NA	NA	NA	NA	first	8	NA	NA	NA	NA	NA	NA
2	rofky	second	NA	NA	NA	NA	second	9	NA	NA	NA	NA	NA	NA
2	glab	second	NA	NA	NA	NA	second	10	NA	NA	NA	NA	NA	NA
2	rofky	second	NA	NA	NA	NA	second	11	NA	NA	NA	NA	NA	NA
2	glab	second	NA	NA	NA	NA	second	12	NA	NA	NA	NA	NA	NA
2	glab	first	NA	NA	NA	NA	first	13	NA	NA	NA	NA	NA	NA
2	rofky	first	NA	NA	NA	NA	first	14	NA	NA	NA	NA	NA	NA
2	glab	second	NA	NA	NA	NA	second	15	NA	NA	NA	NA	NA	NA
2	rofky	first	NA	NA	NA	NA	first	16	NA	NA	NA	NA	NA	NA
2	glab	second	NA	NA	NA	NA	second	17	NA	NA	NA	NA	NA	NA
2	glab	first	NA	NA	NA	NA	first	18	NA	NA	NA	NA	NA	NA
2	rofky	first	NA	NA	NA	NA	first	19	NA	NA	NA	NA	NA	NA
2	glab	second	NA	NA	NA	NA	second	20	NA	NA	NA	NA	NA	NA
2	rofky	second	NA	NA	NA	NA	second	21	NA	NA	NA	NA	NA	NA
