workerid	noun	distractorValues	item	slide_number	imgs	predicate2	predicate1	response	condition
0	ball	[u'blue', u'striped', u'red', u'checkered']	[u'green', u'solid']	13	[[u'blue_striped_ball.png', u'other'], [u'blue_solid_ball.png', u'other'], [u'blue_solid_ball.png', u'other'], [u'blue_solid_ball.png', u'other'], [u'blue_solid_ball.png', u'other'], [u'blue_solid_ball.png', u'other'], [u'green_solid_ball.png', u'target'], [u'blue_solid_ball.png', u'other'], [u'blue_solid_ball.png', u'other'], [u'blue_solid_ball.png', u'other']]	green	solid	0.98	first_informative
0	cup	[u'red', u'plastic', u'green', u'glass']	[u'blue', u'wooden']	14	[[u'red_wooden_cup.png', u'other'], [u'blue_wooden_cup.png', u'target'], [u'red_wooden_cup.png', u'other'], [u'blue_plastic_cup.png', u'other'], [u'red_plastic_cup.png', u'other'], [u'red_wooden_cup.png', u'other'], [u'red_wooden_cup.png', u'other'], [u'blue_plastic_cup.png', u'other'], [u'blue_plastic_cup.png', u'other'], [u'blue_plastic_cup.png', u'other']]	blue	wooden	0.97	filler
0	cup	[u'red', u'wooden', u'green', u'metal']	[u'blue', u'plastic']	15	[[u'blue_wooden_cup.png', u'other'], [u'red_wooden_cup.png', u'other'], [u'blue_plastic_cup.png', u'target'], [u'blue_wooden_cup.png', u'other'], [u'blue_wooden_cup.png', u'other'], [u'blue_wooden_cup.png', u'other'], [u'blue_wooden_cup.png', u'other'], [u'blue_wooden_cup.png', u'other'], [u'blue_wooden_cup.png', u'other'], [u'blue_wooden_cup.png', u'other']]	blue	plastic	0.98	second_informative
0	ball	[u'green', u'spotted', u'blue', u'solid']	[u'red', u'striped']	16	[[u'red_spotted_ball.png', u'other'], [u'red_spotted_ball.png', u'other'], [u'red_spotted_ball.png', u'other'], [u'green_striped_ball.png', u'other'], [u'green_striped_ball.png', u'other'], [u'green_spotted_ball.png', u'other'], [u'red_spotted_ball.png', u'other'], [u'green_striped_ball.png', u'other'], [u'green_striped_ball.png', u'other'], [u'red_striped_ball.png', u'target']]	red	striped	0.02	filler
0	cup	[u'green', u'glass', u'blue', u'wooden']	[u'red', u'plastic']	17	[[u'red_glass_cup.png', u'other'], [u'red_glass_cup.png', u'other'], [u'red_glass_cup.png', u'other'], [u'red_glass_cup.png', u'other'], [u'red_glass_cup.png', u'other'], [u'red_glass_cup.png', u'other'], [u'red_plastic_cup.png', u'target'], [u'red_glass_cup.png', u'other'], [u'green_glass_cup.png', u'other'], [u'red_glass_cup.png', u'other']]	plastic	red	0.99	second_informative
0	cup	[u'red', u'glass', u'blue', u'metal']	[u'green', u'wooden']	18	[[u'red_wooden_cup.png', u'other'], [u'red_glass_cup.png', u'other'], [u'red_wooden_cup.png', u'other'], [u'green_wooden_cup.png', u'target'], [u'red_wooden_cup.png', u'other'], [u'red_wooden_cup.png', u'other'], [u'red_wooden_cup.png', u'other'], [u'red_wooden_cup.png', u'other'], [u'red_wooden_cup.png', u'other'], [u'red_wooden_cup.png', u'other']]	wooden	green	0	first_informative
0	cup	[u'blue', u'glass', u'green', u'plastic']	[u'red', u'wooden']	19	[[u'blue_wooden_cup.png', u'other'], [u'blue_wooden_cup.png', u'other'], [u'blue_glass_cup.png', u'other'], [u'blue_wooden_cup.png', u'other'], [u'blue_wooden_cup.png', u'other'], [u'blue_wooden_cup.png', u'other'], [u'blue_wooden_cup.png', u'other'], [u'blue_wooden_cup.png', u'other'], [u'blue_wooden_cup.png', u'other'], [u'red_wooden_cup.png', u'target']]	red	wooden	0.01	first_informative
0	ball	[u'red', u'striped', u'green', u'spotted']	[u'blue', u'solid']	20	[[u'blue_striped_ball.png', u'other'], [u'blue_solid_ball.png', u'target'], [u'red_striped_ball.png', u'other'], [u'blue_striped_ball.png', u'other'], [u'blue_striped_ball.png', u'other'], [u'blue_striped_ball.png', u'other'], [u'blue_striped_ball.png', u'other'], [u'blue_striped_ball.png', u'other'], [u'blue_striped_ball.png', u'other'], [u'blue_striped_ball.png', u'other']]	blue	solid	1	second_informative
0	cup	[u'blue', u'metal', u'red', u'glass']	[u'green', u'plastic']	21	[[u'blue_plastic_cup.png', u'other'], [u'green_metal_cup.png', u'other'], [u'green_metal_cup.png', u'other'], [u'blue_plastic_cup.png', u'other'], [u'blue_plastic_cup.png', u'other'], [u'green_plastic_cup.png', u'target'], [u'blue_plastic_cup.png', u'other'], [u'green_metal_cup.png', u'other'], [u'blue_metal_cup.png', u'other'], [u'green_metal_cup.png', u'other']]	green	plastic	0.02	filler
0	ball	[u'green', u'checkered', u'red', u'striped']	[u'blue', u'spotted']	22	[[u'green_spotted_ball.png', u'other'], [u'green_checkered_ball.png', u'other'], [u'blue_checkered_ball.png', u'other'], [u'blue_spotted_ball.png', u'target'], [u'blue_checkered_ball.png', u'other'], [u'green_spotted_ball.png', u'other'], [u'green_spotted_ball.png', u'other'], [u'green_spotted_ball.png', u'other'], [u'blue_checkered_ball.png', u'other'], [u'blue_checkered_ball.png', u'other']]	spotted	blue	1	filler
0	cup	[u'blue', u'plastic', u'green', u'glass']	[u'red', u'metal']	23	[[u'red_plastic_cup.png', u'other'], [u'red_plastic_cup.png', u'other'], [u'red_plastic_cup.png', u'other'], [u'red_metal_cup.png', u'target'], [u'red_plastic_cup.png', u'other'], [u'red_plastic_cup.png', u'other'], [u'red_plastic_cup.png', u'other'], [u'red_plastic_cup.png', u'other'], [u'red_plastic_cup.png', u'other'], [u'blue_plastic_cup.png', u'other']]	red	metal	0.04	second_informative
0	ball	[u'red', u'checkered', u'blue', u'solid']	[u'green', u'striped']	24	[[u'green_checkered_ball.png', u'other'], [u'green_checkered_ball.png', u'other'], [u'green_checkered_ball.png', u'other'], [u'red_checkered_ball.png', u'other'], [u'red_striped_ball.png', u'other'], [u'green_checkered_ball.png', u'other'], [u'green_striped_ball.png', u'target'], [u'red_striped_ball.png', u'other'], [u'red_striped_ball.png', u'other'], [u'red_striped_ball.png', u'other']]	striped	green	0.98	filler
0	ball	[u'green', u'spotted', u'blue', u'checkered']	[u'red', u'solid']	25	[[u'green_solid_ball.png', u'other'], [u'green_solid_ball.png', u'other'], [u'green_solid_ball.png', u'other'], [u'red_solid_ball.png', u'target'], [u'green_solid_ball.png', u'other'], [u'green_spotted_ball.png', u'other'], [u'green_solid_ball.png', u'other'], [u'green_solid_ball.png', u'other'], [u'green_solid_ball.png', u'other'], [u'green_solid_ball.png', u'other']]	solid	red	0	first_informative
0	cup	[u'green', u'plastic', u'red', u'glass']	[u'blue', u'metal']	26	[[u'green_metal_cup.png', u'other'], [u'green_plastic_cup.png', u'other'], [u'green_metal_cup.png', u'other'], [u'green_metal_cup.png', u'other'], [u'green_metal_cup.png', u'other'], [u'blue_metal_cup.png', u'target'], [u'green_metal_cup.png', u'other'], [u'green_metal_cup.png', u'other'], [u'green_metal_cup.png', u'other'], [u'green_metal_cup.png', u'other']]	blue	metal	0.04	first_informative
1	cup	[u'green', u'wooden', u'blue', u'glass']	[u'red', u'plastic']	3	[[u'green_plastic_cup.png', u'other'], [u'green_plastic_cup.png', u'other'], [u'green_plastic_cup.png', u'other'], [u'green_plastic_cup.png', u'other'], [u'green_plastic_cup.png', u'other'], [u'red_plastic_cup.png', u'target'], [u'green_plastic_cup.png', u'other'], [u'green_plastic_cup.png', u'other'], [u'green_wooden_cup.png', u'other'], [u'green_plastic_cup.png', u'other']]	red	plastic	0.94	first_informative
1	cup	[u'red', u'plastic', u'blue', u'wooden']	[u'green', u'glass']	4	[[u'green_plastic_cup.png', u'other'], [u'red_glass_cup.png', u'other'], [u'red_glass_cup.png', u'other'], [u'green_plastic_cup.png', u'other'], [u'red_plastic_cup.png', u'other'], [u'green_plastic_cup.png', u'other'], [u'green_glass_cup.png', u'target'], [u'green_plastic_cup.png', u'other'], [u'red_glass_cup.png', u'other'], [u'red_glass_cup.png', u'other']]	glass	green	1	filler
1	ball	[u'blue', u'striped', u'red', u'checkered']	[u'green', u'solid']	5	[[u'green_striped_ball.png', u'other'], [u'green_striped_ball.png', u'other'], [u'green_striped_ball.png', u'other'], [u'blue_striped_ball.png', u'other'], [u'green_striped_ball.png', u'other'], [u'green_solid_ball.png', u'target'], [u'green_striped_ball.png', u'other'], [u'green_striped_ball.png', u'other'], [u'green_striped_ball.png', u'other'], [u'green_striped_ball.png', u'other']]	green	solid	1	second_informative
1	ball	[u'blue', u'spotted', u'green', u'striped']	[u'red', u'checkered']	6	[[u'blue_checkered_ball.png', u'other'], [u'blue_checkered_ball.png', u'other'], [u'blue_checkered_ball.png', u'other'], [u'blue_checkered_ball.png', u'other'], [u'blue_checkered_ball.png', u'other'], [u'blue_spotted_ball.png', u'other'], [u'blue_checkered_ball.png', u'other'], [u'red_checkered_ball.png', u'target'], [u'blue_checkered_ball.png', u'other'], [u'blue_checkered_ball.png', u'other']]	checkered	red	1	first_informative
1	cup	[u'green', u'plastic', u'blue', u'glass']	[u'red', u'wooden']	7	[[u'red_plastic_cup.png', u'other'], [u'red_plastic_cup.png', u'other'], [u'red_plastic_cup.png', u'other'], [u'red_plastic_cup.png', u'other'], [u'red_plastic_cup.png', u'other'], [u'red_wooden_cup.png', u'target'], [u'green_plastic_cup.png', u'other'], [u'red_plastic_cup.png', u'other'], [u'red_plastic_cup.png', u'other'], [u'red_plastic_cup.png', u'other']]	wooden	red	1	second_informative
1	ball	[u'green', u'checkered', u'blue', u'solid']	[u'red', u'spotted']	8	[[u'red_checkered_ball.png', u'other'], [u'red_checkered_ball.png', u'other'], [u'red_checkered_ball.png', u'other'], [u'green_spotted_ball.png', u'other'], [u'green_spotted_ball.png', u'other'], [u'red_spotted_ball.png', u'target'], [u'green_checkered_ball.png', u'other'], [u'green_spotted_ball.png', u'other'], [u'green_spotted_ball.png', u'other'], [u'red_checkered_ball.png', u'other']]	red	spotted	1	filler
1	cup	[u'green', u'glass', u'red', u'plastic']	[u'blue', u'metal']	9	[[u'blue_glass_cup.png', u'other'], [u'green_metal_cup.png', u'other'], [u'green_glass_cup.png', u'other'], [u'blue_glass_cup.png', u'other'], [u'green_metal_cup.png', u'other'], [u'green_metal_cup.png', u'other'], [u'green_metal_cup.png', u'other'], [u'blue_glass_cup.png', u'other'], [u'blue_glass_cup.png', u'other'], [u'blue_metal_cup.png', u'target']]	metal	blue	1	filler
1	ball	[u'red', u'solid', u'blue', u'checkered']	[u'green', u'spotted']	10	[[u'green_solid_ball.png', u'other'], [u'green_solid_ball.png', u'other'], [u'green_solid_ball.png', u'other'], [u'green_solid_ball.png', u'other'], [u'green_spotted_ball.png', u'target'], [u'green_solid_ball.png', u'other'], [u'green_solid_ball.png', u'other'], [u'green_solid_ball.png', u'other'], [u'red_solid_ball.png', u'other'], [u'green_solid_ball.png', u'other']]	spotted	green	1	second_informative
1	cup	[u'blue', u'glass', u'red', u'metal']	[u'green', u'wooden']	11	[[u'blue_wooden_cup.png', u'other'], [u'blue_wooden_cup.png', u'other'], [u'blue_wooden_cup.png', u'other'], [u'blue_wooden_cup.png', u'other'], [u'blue_wooden_cup.png', u'other'], [u'green_wooden_cup.png', u'target'], [u'blue_wooden_cup.png', u'other'], [u'blue_wooden_cup.png', u'other'], [u'blue_wooden_cup.png', u'other'], [u'blue_glass_cup.png', u'other']]	wooden	green	1	first_informative
1	ball	[u'green', u'checkered', u'blue', u'solid']	[u'red', u'striped']	12	[[u'green_striped_ball.png', u'other'], [u'green_striped_ball.png', u'other'], [u'green_striped_ball.png', u'other'], [u'red_striped_ball.png', u'target'], [u'green_striped_ball.png', u'other'], [u'green_checkered_ball.png', u'other'], [u'green_striped_ball.png', u'other'], [u'green_striped_ball.png', u'other'], [u'green_striped_ball.png', u'other'], [u'green_striped_ball.png', u'other']]	red	striped	0	first_informative
1	cup	[u'red', u'wooden', u'blue', u'glass']	[u'green', u'plastic']	13	[[u'green_wooden_cup.png', u'other'], [u'red_wooden_cup.png', u'other'], [u'red_plastic_cup.png', u'other'], [u'red_plastic_cup.png', u'other'], [u'red_plastic_cup.png', u'other'], [u'green_plastic_cup.png', u'target'], [u'green_wooden_cup.png', u'other'], [u'green_wooden_cup.png', u'other'], [u'green_wooden_cup.png', u'other'], [u'red_plastic_cup.png', u'other']]	green	plastic	0	filler
1	cup	[u'red', u'glass', u'green', u'metal']	[u'blue', u'wooden']	14	[[u'red_glass_cup.png', u'other'], [u'blue_glass_cup.png', u'other'], [u'blue_glass_cup.png', u'other'], [u'blue_glass_cup.png', u'other'], [u'blue_wooden_cup.png', u'target'], [u'blue_glass_cup.png', u'other'], [u'blue_glass_cup.png', u'other'], [u'blue_glass_cup.png', u'other'], [u'blue_glass_cup.png', u'other'], [u'blue_glass_cup.png', u'other']]	blue	wooden	0	second_informative
1	ball	[u'green', u'spotted', u'red', u'solid']	[u'blue', u'striped']	15	[[u'blue_spotted_ball.png', u'other'], [u'blue_spotted_ball.png', u'other'], [u'blue_spotted_ball.png', u'other'], [u'green_spotted_ball.png', u'other'], [u'blue_striped_ball.png', u'target'], [u'blue_spotted_ball.png', u'other'], [u'blue_spotted_ball.png', u'other'], [u'blue_spotted_ball.png', u'other'], [u'blue_spotted_ball.png', u'other'], [u'blue_spotted_ball.png', u'other']]	striped	blue	1	second_informative
1	cup	[u'blue', u'wooden', u'red', u'plastic']	[u'green', u'metal']	16	[[u'blue_metal_cup.png', u'other'], [u'blue_metal_cup.png', u'other'], [u'blue_metal_cup.png', u'other'], [u'blue_metal_cup.png', u'other'], [u'blue_wooden_cup.png', u'other'], [u'blue_metal_cup.png', u'other'], [u'blue_metal_cup.png', u'other'], [u'green_metal_cup.png', u'target'], [u'blue_metal_cup.png', u'other'], [u'blue_metal_cup.png', u'other']]	metal	green	1	first_informative
1	cup	[u'red', u'wooden', u'green', u'glass']	[u'blue', u'plastic']	17	[[u'red_wooden_cup.png', u'other'], [u'red_plastic_cup.png', u'other'], [u'red_plastic_cup.png', u'other'], [u'red_plastic_cup.png', u'other'], [u'red_plastic_cup.png', u'other'], [u'blue_plastic_cup.png', u'target'], [u'red_plastic_cup.png', u'other'], [u'red_plastic_cup.png', u'other'], [u'red_plastic_cup.png', u'other'], [u'red_plastic_cup.png', u'other']]	blue	plastic	0	first_informative
1	ball	[u'blue', u'solid', u'red', u'spotted']	[u'green', u'striped']	18	[[u'blue_striped_ball.png', u'other'], [u'blue_striped_ball.png', u'other'], [u'blue_solid_ball.png', u'other'], [u'green_striped_ball.png', u'target'], [u'blue_striped_ball.png', u'other'], [u'blue_striped_ball.png', u'other'], [u'blue_striped_ball.png', u'other'], [u'blue_striped_ball.png', u'other'], [u'blue_striped_ball.png', u'other'], [u'blue_striped_ball.png', u'other']]	green	striped	0	first_informative
1	ball	[u'green', u'spotted', u'red', u'striped']	[u'blue', u'solid']	19	[[u'green_solid_ball.png', u'other'], [u'blue_spotted_ball.png', u'other'], [u'blue_solid_ball.png', u'target'], [u'blue_spotted_ball.png', u'other'], [u'blue_spotted_ball.png', u'other'], [u'blue_spotted_ball.png', u'other'], [u'green_solid_ball.png', u'other'], [u'green_spotted_ball.png', u'other'], [u'green_solid_ball.png', u'other'], [u'green_solid_ball.png', u'other']]	blue	solid	0	filler
1	cup	[u'green', u'plastic', u'blue', u'glass']	[u'red', u'metal']	20	[[u'red_plastic_cup.png', u'other'], [u'red_metal_cup.png', u'target'], [u'red_plastic_cup.png', u'other'], [u'red_plastic_cup.png', u'other'], [u'red_plastic_cup.png', u'other'], [u'green_plastic_cup.png', u'other'], [u'red_plastic_cup.png', u'other'], [u'red_plastic_cup.png', u'other'], [u'red_plastic_cup.png', u'other'], [u'red_plastic_cup.png', u'other']]	red	metal	0	second_informative
1	ball	[u'red', u'solid', u'blue', u'spotted']	[u'green', u'checkered']	21	[[u'red_checkered_ball.png', u'other'], [u'green_solid_ball.png', u'other'], [u'green_solid_ball.png', u'other'], [u'red_checkered_ball.png', u'other'], [u'red_checkered_ball.png', u'other'], [u'green_solid_ball.png', u'other'], [u'red_checkered_ball.png', u'other'], [u'red_solid_ball.png', u'other'], [u'green_checkered_ball.png', u'target'], [u'green_solid_ball.png', u'other']]	checkered	green	1	filler
1	cup	[u'green', u'wooden', u'red', u'plastic']	[u'blue', u'glass']	22	[[u'blue_wooden_cup.png', u'other'], [u'blue_wooden_cup.png', u'other'], [u'blue_wooden_cup.png', u'other'], [u'blue_glass_cup.png', u'target'], [u'blue_wooden_cup.png', u'other'], [u'blue_wooden_cup.png', u'other'], [u'blue_wooden_cup.png', u'other'], [u'blue_wooden_cup.png', u'other'], [u'blue_wooden_cup.png', u'other'], [u'green_wooden_cup.png', u'other']]	glass	blue	1	second_informative
1	cup	[u'green', u'metal', u'blue', u'plastic']	[u'red', u'glass']	23	[[u'green_glass_cup.png', u'other'], [u'red_metal_cup.png', u'other'], [u'red_metal_cup.png', u'other'], [u'green_glass_cup.png', u'other'], [u'green_glass_cup.png', u'other'], [u'red_metal_cup.png', u'other'], [u'red_metal_cup.png', u'other'], [u'red_glass_cup.png', u'target'], [u'green_glass_cup.png', u'other'], [u'green_metal_cup.png', u'other']]	red	glass	0	filler
1	ball	[u'green', u'striped', u'red', u'solid']	[u'blue', u'checkered']	24	[[u'blue_striped_ball.png', u'other'], [u'blue_striped_ball.png', u'other'], [u'blue_striped_ball.png', u'other'], [u'blue_striped_ball.png', u'other'], [u'blue_checkered_ball.png', u'target'], [u'blue_striped_ball.png', u'other'], [u'green_striped_ball.png', u'other'], [u'blue_striped_ball.png', u'other'], [u'blue_striped_ball.png', u'other'], [u'blue_striped_ball.png', u'other']]	blue	checkered	0	second_informative
1	ball	[u'red', u'checkered', u'green', u'solid']	[u'blue', u'spotted']	25	[[u'red_spotted_ball.png', u'other'], [u'red_spotted_ball.png', u'other'], [u'red_spotted_ball.png', u'other'], [u'red_spotted_ball.png', u'other'], [u'red_spotted_ball.png', u'other'], [u'red_checkered_ball.png', u'other'], [u'red_spotted_ball.png', u'other'], [u'red_spotted_ball.png', u'other'], [u'red_spotted_ball.png', u'other'], [u'blue_spotted_ball.png', u'target']]	spotted	blue	1	first_informative
1	ball	[u'blue', u'striped', u'green', u'spotted']	[u'red', u'solid']	26	[[u'red_solid_ball.png', u'target'], [u'red_striped_ball.png', u'other'], [u'blue_solid_ball.png', u'other'], [u'blue_solid_ball.png', u'other'], [u'red_striped_ball.png', u'other'], [u'red_striped_ball.png', u'other'], [u'blue_striped_ball.png', u'other'], [u'red_striped_ball.png', u'other'], [u'blue_solid_ball.png', u'other'], [u'blue_solid_ball.png', u'other']]	solid	red	0	filler
2	cup	[u'green', u'metal', u'red', u'glass']	[u'blue', u'plastic']	3	[[u'blue_metal_cup.png', u'other'], [u'blue_plastic_cup.png', u'target'], [u'blue_metal_cup.png', u'other'], [u'blue_metal_cup.png', u'other'], [u'blue_metal_cup.png', u'other'], [u'blue_metal_cup.png', u'other'], [u'green_metal_cup.png', u'other'], [u'blue_metal_cup.png', u'other'], [u'blue_metal_cup.png', u'other'], [u'blue_metal_cup.png', u'other']]	plastic	blue	0.82	second_informative
2	cup	[u'green', u'plastic', u'red', u'wooden']	[u'blue', u'metal']	4	[[u'blue_plastic_cup.png', u'other'], [u'blue_plastic_cup.png', u'other'], [u'green_metal_cup.png', u'other'], [u'green_metal_cup.png', u'other'], [u'green_plastic_cup.png', u'other'], [u'blue_plastic_cup.png', u'other'], [u'green_metal_cup.png', u'other'], [u'blue_metal_cup.png', u'target'], [u'green_metal_cup.png', u'other'], [u'blue_plastic_cup.png', u'other']]	blue	metal	0.78	filler
2	ball	[u'green', u'solid', u'red', u'striped']	[u'blue', u'spotted']	5	[[u'green_solid_ball.png', u'other'], [u'blue_solid_ball.png', u'other'], [u'blue_spotted_ball.png', u'target'], [u'blue_solid_ball.png', u'other'], [u'blue_solid_ball.png', u'other'], [u'blue_solid_ball.png', u'other'], [u'blue_solid_ball.png', u'other'], [u'blue_solid_ball.png', u'other'], [u'blue_solid_ball.png', u'other'], [u'blue_solid_ball.png', u'other']]	blue	spotted	0.78	second_informative
2	ball	[u'blue', u'striped', u'red', u'spotted']	[u'green', u'checkered']	6	[[u'green_striped_ball.png', u'other'], [u'green_checkered_ball.png', u'target'], [u'blue_checkered_ball.png', u'other'], [u'green_striped_ball.png', u'other'], [u'blue_striped_ball.png', u'other'], [u'blue_checkered_ball.png', u'other'], [u'blue_checkered_ball.png', u'other'], [u'green_striped_ball.png', u'other'], [u'green_striped_ball.png', u'other'], [u'blue_checkered_ball.png', u'other']]	checkered	green	0.21	filler
2	cup	[u'blue', u'wooden', u'red', u'glass']	[u'green', u'metal']	7	[[u'blue_metal_cup.png', u'other'], [u'green_wooden_cup.png', u'other'], [u'blue_metal_cup.png', u'other'], [u'blue_metal_cup.png', u'other'], [u'green_wooden_cup.png', u'other'], [u'blue_wooden_cup.png', u'other'], [u'green_wooden_cup.png', u'other'], [u'green_wooden_cup.png', u'other'], [u'blue_metal_cup.png', u'other'], [u'green_metal_cup.png', u'target']]	green	metal	0.81	filler
2	ball	[u'green', u'checkered', u'red', u'spotted']	[u'blue', u'solid']	8	[[u'green_solid_ball.png', u'other'], [u'green_checkered_ball.png', u'other'], [u'blue_solid_ball.png', u'target'], [u'green_solid_ball.png', u'other'], [u'green_solid_ball.png', u'other'], [u'green_solid_ball.png', u'other'], [u'green_solid_ball.png', u'other'], [u'green_solid_ball.png', u'other'], [u'green_solid_ball.png', u'other'], [u'green_solid_ball.png', u'other']]	solid	blue	0.09	first_informative
2	ball	[u'green', u'checkered', u'blue', u'solid']	[u'red', u'spotted']	9	[[u'green_spotted_ball.png', u'other'], [u'green_spotted_ball.png', u'other'], [u'green_checkered_ball.png', u'other'], [u'green_spotted_ball.png', u'other'], [u'green_spotted_ball.png', u'other'], [u'green_spotted_ball.png', u'other'], [u'green_spotted_ball.png', u'other'], [u'green_spotted_ball.png', u'other'], [u'green_spotted_ball.png', u'other'], [u'red_spotted_ball.png', u'target']]	red	spotted	0.88	first_informative
2	ball	[u'red', u'spotted', u'green', u'solid']	[u'blue', u'striped']	10	[[u'red_striped_ball.png', u'other'], [u'red_striped_ball.png', u'other'], [u'red_spotted_ball.png', u'other'], [u'red_striped_ball.png', u'other'], [u'red_striped_ball.png', u'other'], [u'red_striped_ball.png', u'other'], [u'red_striped_ball.png', u'other'], [u'blue_striped_ball.png', u'target'], [u'red_striped_ball.png', u'other'], [u'red_striped_ball.png', u'other']]	striped	blue	0.12	first_informative
