workerid	adjective	quiz_response	adj2_disagreement	relevant_adjective	adj2_subj	text	enteredText	order_questionnaires	adj1_disagreement	response	correct_response	adj1_subj	adj1_response	slide_number	predicate2	predicate1	correct	adj2_response
0	cref	second	NA	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	28	NA	NA	NA	NA
0	twell	first	NA	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	29	NA	NA	NA	NA
0	twell	first	NA	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	30	NA	NA	NA	NA
0	twell	first	NA	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	31	NA	NA	NA	NA
0	twell	second	NA	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	32	NA	NA	NA	NA
0	twell	second	NA	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	33	NA	NA	NA	NA
0	cref	first	NA	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	34	NA	NA	NA	NA
0	cref	second	NA	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	35	NA	NA	NA	NA
0	twell	second	NA	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	36	NA	NA	NA	NA
0	twell	first	NA	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	37	NA	NA	NA	NA
0	cref	second	NA	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	38	NA	NA	NA	NA
0	twell	first	NA	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	39	NA	NA	NA	NA
0	cref	second	NA	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	40	NA	NA	NA	NA
0	twell	second	NA	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	41	NA	NA	NA	NA
0	twell	second	NA	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	42	NA	NA	NA	NA
0	cref	second	NA	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	43	NA	NA	NA	NA
0	cref	second	NA	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	44	NA	NA	NA	NA
0	cref	first	NA	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	45	NA	NA	NA	NA
0	twell	first	NA	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	46	NA	NA	NA	NA
0	cref	first	NA	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	47	NA	NA	NA	NA
0	cref	first	NA	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	48	NA	NA	NA	NA
0	twell	first	NA	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	49	NA	NA	NA	NA
0	twell	second	NA	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	50	NA	NA	NA	NA
0	twell	second	NA	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	51	NA	NA	NA	NA
0	twell	second	NA	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	52	NA	NA	NA	NA
0	twell	first	NA	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	53	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	NA	twell    	NA	NA	NA	NA	NA	NA	55	NA	NA	correct	NA
0	NA	NA	NA	NA	NA	NA	blue twell   	NA	NA	NA	NA	NA	NA	56	NA	NA	correct	NA
0	NA	NA	NA	NA	NA	NA	red cref   	NA	NA	NA	NA	NA	NA	57	NA	NA	correct	NA
0	NA	NA	NA	NA	NA	NA	green cref   	NA	NA	NA	NA	NA	NA	58	NA	NA	correct	NA
0	NA	NA	NA	NA	NA	NA	blue cref   	NA	NA	NA	NA	NA	NA	59	NA	NA	correct	NA
0	NA	NA	NA	NA	NA	NA	red cref   	NA	NA	NA	NA	NA	NA	60	NA	NA	correct	NA
0	NA	NA	NA	NA	NA	NA	twell    	NA	NA	NA	NA	NA	NA	61	NA	NA	correct	NA
0	NA	NA	NA	NA	NA	NA	red twell   	NA	NA	NA	NA	NA	NA	62	NA	NA	correct	NA
0	NA	NA	NA	NA	NA	NA	green cref   	NA	NA	NA	NA	NA	NA	63	NA	NA	correct	NA
0	NA	NA	NA	NA	NA	NA	green cref   	NA	NA	NA	NA	NA	NA	64	NA	NA	correct	NA
0	NA	NA	NA	NA	NA	NA	red twell   	NA	NA	NA	NA	NA	NA	65	NA	NA	correct	NA
0	NA	NA	NA	NA	NA	NA	twell    	NA	NA	NA	NA	NA	NA	66	NA	NA	correct	NA
0	NA	NA	NA	NA	NA	NA	green cref twell  	NA	NA	NA	NA	NA	NA	67	NA	NA	correct	NA
0	NA	NA	NA	NA	NA	NA	blue twell   	NA	NA	NA	NA	NA	NA	68	NA	NA	correct	NA
0	NA	NA	NA	NA	NA	NA	green twell   	NA	NA	NA	NA	NA	NA	69	NA	NA	correct	NA
0	NA	NA	NA	NA	NA	NA	red cref   	NA	NA	NA	NA	NA	NA	70	NA	NA	correct	NA
0	NA	NA	NA	NA	NA	NA	green twell cref  	NA	NA	NA	NA	NA	NA	71	NA	NA	correct	NA
0	NA	NA	NA	NA	NA	NA	twell    	NA	NA	NA	NA	NA	NA	72	NA	NA	correct	NA
0	NA	NA	NA	NA	NA	NA	blue twell cref  	NA	NA	NA	NA	NA	NA	73	NA	NA	correct	NA
0	NA	NA	NA	NA	NA	NA	twell    	NA	NA	NA	NA	NA	NA	74	NA	NA	correct	NA
0	NA	NA	NA	NA	NA	NA	green twell   	NA	NA	NA	NA	NA	NA	75	NA	NA	correct	NA
0	NA	NA	NA	NA	NA	NA	blue twell   	NA	NA	NA	NA	NA	NA	76	NA	NA	correct	NA
0	NA	NA	NA	NA	NA	NA	blue cref   	NA	NA	NA	NA	NA	NA	77	NA	NA	correct	NA
0	NA	NA	NA	NA	NA	NA	blue cref   	NA	NA	NA	NA	NA	NA	78	NA	NA	correct	NA
0	NA	NA	NA	NA	NA	NA	green twell cref  	NA	NA	NA	NA	NA	NA	79	NA	NA	correct	NA
0	NA	NA	NA	NA	NA	NA	green twell cref  	NA	NA	NA	NA	NA	NA	80	NA	NA	correct	NA
0	NA	NA	NA	NA	NA	NA	the cref spaceship	NA	NA	NA	NA	NA	NA	82	NA	NA	correct	NA
0	NA	NA	NA	NA	NA	NA	the blue twell	NA	NA	NA	NA	NA	NA	83	NA	NA	correct	NA
0	NA	NA	NA	NA	NA	NA	the red spaceship	NA	NA	NA	NA	NA	NA	84	NA	NA	correct	NA
0	NA	NA	NA	NA	NA	NA	twell	NA	NA	NA	NA	NA	NA	85	NA	NA	correct	NA
0	NA	NA	NA	NA	NA	NA	the cref spaceship	NA	NA	NA	NA	NA	NA	86	NA	NA	correct	NA
0	NA	NA	NA	NA	NA	NA	twell	NA	NA	NA	NA	NA	NA	87	NA	NA	correct	NA
0	NA	NA	NA	NA	NA	NA	the red twell cref	NA	NA	NA	NA	NA	NA	88	NA	NA	correct	NA
0	NA	NA	NA	NA	NA	NA	the green twell	NA	NA	NA	NA	NA	NA	89	NA	NA	correct	NA
0	NA	NA	NA	NA	NA	NA	the red twell	NA	NA	NA	NA	NA	NA	90	NA	NA	correct	NA
0	NA	NA	NA	NA	NA	NA	the green twell cref	NA	NA	NA	NA	NA	NA	91	NA	NA	correct	NA
0	NA	NA	NA	NA	NA	NA	the blue twell	NA	NA	NA	NA	NA	NA	92	NA	NA	correct	NA
0	NA	NA	NA	NA	NA	NA	the blue twell	NA	NA	NA	NA	NA	NA	93	NA	NA	correct	NA
0	NA	NA	NA	NA	NA	NA	the red twell	NA	NA	NA	NA	NA	NA	94	NA	NA	correct	NA
0	NA	NA	NA	NA	NA	NA	the green twell	NA	NA	NA	NA	NA	NA	95	NA	NA	correct	NA
0	NA	NA	NA	NA	NA	NA	the green twell cref	NA	NA	NA	NA	NA	NA	96	NA	NA	correct	NA
0	NA	NA	NA	NA	NA	NA	the blue spaceship cref	NA	NA	NA	NA	NA	NA	97	NA	NA	correct	NA
0	NA	NA	NA	NA	NA	NA	twell	NA	NA	NA	NA	NA	NA	98	NA	NA	correct	NA
0	NA	NA	NA	NA	NA	NA	the blue twell cref	NA	NA	NA	NA	NA	NA	99	NA	NA	correct	NA
0	NA	NA	NA	NA	NA	NA	twell	NA	NA	NA	NA	NA	NA	100	NA	NA	correct	NA
0	NA	NA	NA	NA	NA	NA	the green twell cref	NA	NA	NA	NA	NA	NA	101	NA	NA	correct	NA
0	NA	NA	NA	NA	NA	NA	the red spaceship cref	NA	NA	NA	NA	NA	NA	102	NA	NA	correct	NA
0	NA	NA	NA	NA	NA	NA	the green twell	NA	NA	NA	NA	NA	NA	103	NA	NA	correct	NA
0	NA	NA	NA	NA	NA	NA	the green spaceship cref	NA	NA	NA	NA	NA	NA	104	NA	NA	correct	NA
0	NA	NA	NA	NA	NA	NA	the green twell cref	NA	NA	NA	NA	NA	NA	105	NA	NA	correct	NA
0	NA	NA	NA	NA	NA	NA	twell	NA	NA	NA	NA	NA	NA	106	NA	NA	correct	NA
0	NA	NA	NA	NA	NA	NA	the blue spaceship cref	NA	NA	NA	NA	NA	NA	107	NA	NA	correct	NA
0	NA	NA	NA	NA	NA	NA	the red twell cref	NA	NA	NA	NA	NA	NA	109	NA	NA	correct	NA
0	NA	NA	NA	blue	NA	I like ships that have the same color as I have, like this...	NA	NA	NA	1	NA	NA	NA	136	blue	twell	NA	NA
0	NA	NA	NA	cref	NA	Ugh, too many fins &#8210; I hate flying this...	NA	NA	NA	0	NA	NA	NA	137	green	cref	NA	NA
0	NA	NA	NA	NONE	NA	On our planet, many aliens fly ships like this...	NA	NA	NA	1	NA	NA	NA	138	cref	red	NA	NA
0	NA	NA	NA	twell	NA	Humans think all our ships look like rockets, like this...	NA	NA	NA	0.01	NA	NA	NA	139	twell	red	NA	NA
0	NA	NA	NA	twell	NA	For long distances, I use rockets. The best one is this...	NA	NA	NA	1	NA	NA	NA	140	green	twell	NA	NA
0	NA	NA	NA	cref	NA	Wow, so many fins &#8210; I like this...	NA	NA	NA	1	NA	NA	NA	141	blue	cref	NA	NA
0	NA	NA	NA	twell	NA	My first ship had the same shape as this...	NA	NA	NA	0	NA	NA	NA	142	twell	green	NA	NA
0	NA	NA	NA	cref	NA	I really don&quotechart like ships with many spikes, like this...	NA	NA	NA	0	NA	NA	NA	143	twell	cref	NA	NA
0	NA	NA	NA	NONE	NA	My friend used to fly this...	NA	NA	NA	1	NA	NA	NA	144	blue	twell	NA	NA
0	NA	NA	NA	cref	NA	The more spikes, the better. My favorite one is this...	NA	NA	NA	1	NA	NA	NA	145	twell	cref	NA	NA
0	NA	NA	NA	red	NA	What a nice color. I like flying this...	NA	NA	NA	1	NA	NA	NA	146	cref	red	NA	NA
0	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	148	cref	twell	NA	NA
0	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	149	twell	small	NA	NA
0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	150	big	twell	NA	NA
0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	151	twell	green	NA	NA
0	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	152	cref	blue	NA	NA
0	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	153	blue	small	NA	NA
0	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	154	cref	small	NA	NA
0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	155	big	blue	NA	NA
0	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	156	cref	red	NA	NA
0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	157	big	red	NA	NA
0	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	158	red	twell	NA	NA
0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	159	big	cref	NA	NA
0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	160	green	cref	NA	NA
0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01	NA	NA	NA	161	blue	twell	NA	NA
0	NA	NA	NA	NA	NA	NA	NA	[0, 1]	NA	NA	NA	NA	long	162	NA	NA	NA	legs
0	NA	NA	NA	NA	0	NA	NA	[0, 1]	NA	NA	NA	1	NA	163	NA	NA	NA	NA
0	NA	NA	0	NA	NA	NA	NA	[0, 1]	0	NA	NA	NA	NA	164	NA	NA	NA	NA
1	cref	first	NA	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	6	NA	NA	NA	NA
1	twell	second	NA	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	7	NA	NA	NA	NA
1	cref	second	NA	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	8	NA	NA	NA	NA
1	cref	second	NA	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	9	NA	NA	NA	NA
1	cref	first	NA	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	10	NA	NA	NA	NA
1	twell	first	NA	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	11	NA	NA	NA	NA
1	cref	first	NA	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	12	NA	NA	NA	NA
1	twell	second	NA	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	13	NA	NA	NA	NA
1	cref	second	NA	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	14	NA	NA	NA	NA
1	cref	first	NA	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	15	NA	NA	NA	NA
1	twell	second	NA	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	16	NA	NA	NA	NA
1	twell	first	NA	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	17	NA	NA	NA	NA
1	cref	first	NA	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	18	NA	NA	NA	NA
1	cref	first	NA	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	19	NA	NA	NA	NA
1	twell	second	NA	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	20	NA	NA	NA	NA
1	twell	first	NA	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	21	NA	NA	NA	NA
1	twell	first	NA	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	22	NA	NA	NA	NA
1	twell	first	NA	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	23	NA	NA	NA	NA
1	twell	second	NA	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	24	NA	NA	NA	NA
1	cref	first	NA	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	25	NA	NA	NA	NA
1	twell	first	NA	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	26	NA	NA	NA	NA
1	cref	second	NA	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	27	NA	NA	NA	NA
1	twell	second	NA	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	28	NA	NA	NA	NA
1	cref	second	NA	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	29	NA	NA	NA	NA
1	cref	first	NA	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	30	NA	NA	NA	NA
1	twell	first	NA	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	31	NA	NA	NA	NA
1	twell	first	NA	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	32	NA	NA	NA	NA
1	twell	first	NA	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	33	NA	NA	NA	NA
1	cref	second	NA	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	34	NA	NA	NA	NA
1	cref	first	NA	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	35	NA	NA	NA	NA
1	cref	second	NA	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	36	NA	NA	NA	NA
1	cref	second	NA	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	37	NA	NA	NA	NA
1	cref	second	NA	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	38	NA	NA	NA	NA
1	twell	second	NA	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	39	NA	NA	NA	NA
1	cref	second	NA	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	40	NA	NA	NA	NA
1	cref	second	NA	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	41	NA	NA	NA	NA
1	twell	first	NA	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	42	NA	NA	NA	NA
1	twell	second	NA	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	43	NA	NA	NA	NA
1	twell	first	NA	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	44	NA	NA	NA	NA
1	twell	second	NA	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	45	NA	NA	NA	NA
1	cref	first	NA	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	46	NA	NA	NA	NA
1	cref	first	NA	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	47	NA	NA	NA	NA
1	twell	second	NA	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	48	NA	NA	NA	NA
1	twell	first	NA	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	49	NA	NA	NA	NA
1	cref	second	NA	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	50	NA	NA	NA	NA
1	cref	first	NA	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	51	NA	NA	NA	NA
1	twell	second	NA	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	52	NA	NA	NA	NA
1	twell	second	NA	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	53	NA	NA	NA	NA
1	NA	NA	NA	NA	NA	NA	blue    	NA	NA	NA	NA	NA	NA	55	NA	NA	correct	NA
1	NA	NA	NA	NA	NA	NA	green    	NA	NA	NA	NA	NA	NA	56	NA	NA	correct	NA
1	NA	NA	NA	NA	NA	NA	blue twell   	NA	NA	NA	NA	NA	NA	57	NA	NA	correct	NA
1	NA	NA	NA	NA	NA	NA	red twell cref  	NA	NA	NA	NA	NA	NA	58	NA	NA	correct	NA
1	NA	NA	NA	NA	NA	NA	cref green   	NA	NA	NA	NA	NA	NA	59	NA	NA	correct	NA
1	NA	NA	NA	NA	NA	NA	blue twell cref  	NA	NA	NA	NA	NA	NA	60	NA	NA	correct	NA
1	NA	NA	NA	NA	NA	NA	twell cref blue  	NA	NA	NA	NA	NA	NA	61	NA	NA	correct	NA
1	NA	NA	NA	NA	NA	NA	blue cref   	NA	NA	NA	NA	NA	NA	62	NA	NA	correct	NA
1	NA	NA	NA	NA	NA	NA	red twell cref  	NA	NA	NA	NA	NA	NA	63	NA	NA	correct	NA
1	NA	NA	NA	NA	NA	NA	green twell cref  	NA	NA	NA	NA	NA	NA	64	NA	NA	correct	NA
1	NA	NA	NA	NA	NA	NA	blue twell   	NA	NA	NA	NA	NA	NA	65	NA	NA	correct	NA
1	NA	NA	NA	NA	NA	NA	green cref   	NA	NA	NA	NA	NA	NA	66	NA	NA	correct	NA
1	NA	NA	NA	NA	NA	NA	green twell   	NA	NA	NA	NA	NA	NA	67	NA	NA	correct	NA
1	NA	NA	NA	NA	NA	NA	green cref   	NA	NA	NA	NA	NA	NA	68	NA	NA	correct	NA
1	NA	NA	NA	NA	NA	NA	red cref   	NA	NA	NA	NA	NA	NA	69	NA	NA	correct	NA
1	NA	NA	NA	NA	NA	NA	blue twell cref  	NA	NA	NA	NA	NA	NA	70	NA	NA	correct	NA
1	NA	NA	NA	NA	NA	NA	blue cref   	NA	NA	NA	NA	NA	NA	71	NA	NA	correct	NA
1	NA	NA	NA	NA	NA	NA	red twell cref  	NA	NA	NA	NA	NA	NA	72	NA	NA	correct	NA
1	NA	NA	NA	NA	NA	NA	blue twell cref  	NA	NA	NA	NA	NA	NA	73	NA	NA	correct	NA
1	NA	NA	NA	NA	NA	NA	red cref   	NA	NA	NA	NA	NA	NA	74	NA	NA	correct	NA
1	NA	NA	NA	NA	NA	NA	blue twell   	NA	NA	NA	NA	NA	NA	75	NA	NA	correct	NA
1	NA	NA	NA	NA	NA	NA	red cref   	NA	NA	NA	NA	NA	NA	76	NA	NA	correct	NA
1	NA	NA	NA	NA	NA	NA	red twell cref  	NA	NA	NA	NA	NA	NA	77	NA	NA	correct	NA
1	NA	NA	NA	NA	NA	NA	green twell cref  	NA	NA	NA	NA	NA	NA	78	NA	NA	correct	NA
1	NA	NA	NA	NA	NA	NA	green twell cref  	NA	NA	NA	NA	NA	NA	79	NA	NA	correct	NA
1	NA	NA	NA	NA	NA	NA	green twell   	NA	NA	NA	NA	NA	NA	80	NA	NA	correct	NA
1	NA	NA	NA	NA	NA	NA	red twell cref	NA	NA	NA	NA	NA	NA	82	NA	NA	correct	NA
1	NA	NA	NA	NA	NA	NA	green	NA	NA	NA	NA	NA	NA	83	NA	NA	correct	NA
1	NA	NA	NA	NA	NA	NA	blue twell	NA	NA	NA	NA	NA	NA	84	NA	NA	correct	NA
1	NA	NA	NA	NA	NA	NA	blue twell	NA	NA	NA	NA	NA	NA	85	NA	NA	correct	NA
1	NA	NA	NA	NA	NA	NA	red twell cref	NA	NA	NA	NA	NA	NA	86	NA	NA	correct	NA
1	NA	NA	NA	NA	NA	NA	blue twell cref	NA	NA	NA	NA	NA	NA	87	NA	NA	correct	NA
1	NA	NA	NA	NA	NA	NA	red twell cref	NA	NA	NA	NA	NA	NA	88	NA	NA	correct	NA
1	NA	NA	NA	NA	NA	NA	blue twell cref	NA	NA	NA	NA	NA	NA	89	NA	NA	correct	NA
1	NA	NA	NA	NA	NA	NA	blue cref	NA	NA	NA	NA	NA	NA	90	NA	NA	correct	NA
1	NA	NA	NA	NA	NA	NA	green cref	NA	NA	NA	NA	NA	NA	91	NA	NA	correct	NA
1	NA	NA	NA	NA	NA	NA	green cref	NA	NA	NA	NA	NA	NA	92	NA	NA	correct	NA
1	NA	NA	NA	NA	NA	NA	green twell cref	NA	NA	NA	NA	NA	NA	93	NA	NA	correct	NA
1	NA	NA	NA	NA	NA	NA	green twell	NA	NA	NA	NA	NA	NA	94	NA	NA	correct	NA
1	NA	NA	NA	NA	NA	NA	green twell cref	NA	NA	NA	NA	NA	NA	95	NA	NA	correct	NA
1	NA	NA	NA	NA	NA	NA	blue twell cref	NA	NA	NA	NA	NA	NA	96	NA	NA	correct	NA
1	NA	NA	NA	NA	NA	NA	blue twell cref	NA	NA	NA	NA	NA	NA	97	NA	NA	correct	NA
1	NA	NA	NA	NA	NA	NA	blue twell	NA	NA	NA	NA	NA	NA	98	NA	NA	correct	NA
1	NA	NA	NA	NA	NA	NA	red cref	NA	NA	NA	NA	NA	NA	99	NA	NA	correct	NA
1	NA	NA	NA	NA	NA	NA	blue twell	NA	NA	NA	NA	NA	NA	100	NA	NA	correct	NA
1	NA	NA	NA	NA	NA	NA	red cref	NA	NA	NA	NA	NA	NA	101	NA	NA	correct	NA
1	NA	NA	NA	NA	NA	NA	cref	NA	NA	NA	NA	NA	NA	102	NA	NA	correct	NA
1	NA	NA	NA	NA	NA	NA	red cref	NA	NA	NA	NA	NA	NA	103	NA	NA	correct	NA
1	NA	NA	NA	NA	NA	NA	green twell cref	NA	NA	NA	NA	NA	NA	104	NA	NA	correct	NA
1	NA	NA	NA	NA	NA	NA	red cref	NA	NA	NA	NA	NA	NA	105	NA	NA	correct	NA
1	NA	NA	NA	NA	NA	NA	green twell	NA	NA	NA	NA	NA	NA	106	NA	NA	correct	NA
1	NA	NA	NA	NA	NA	NA	green cref	NA	NA	NA	NA	NA	NA	107	NA	NA	correct	NA
1	NA	NA	NA	NA	NA	NA	red cref	NA	NA	NA	NA	NA	NA	109	NA	NA	correct	NA
1	NA	NA	NA	cref	NA	Humans think all our ships look like rockets, like this...	NA	NA	NA	0	NA	NA	NA	136	blue	cref	NA	NA
1	NA	NA	NA	NONE	NA	On our planet, many aliens fly ships like this...	NA	NA	NA	1	NA	NA	NA	137	twell	red	NA	NA
1	NA	NA	NA	twell	NA	Wow, so many fins &#8210; I like this...	NA	NA	NA	1	NA	NA	NA	138	twell	red	NA	NA
1	NA	NA	NA	twell	NA	Ugh, too many fins &#8210; I hate flying this...	NA	NA	NA	1	NA	NA	NA	139	twell	blue	NA	NA
1	NA	NA	NA	red	NA	What a nice color. I like flying this...	NA	NA	NA	1	NA	NA	NA	140	twell	red	NA	NA
1	NA	NA	NA	blue	NA	I like ships that have the same color as I have, like this...	NA	NA	NA	1	NA	NA	NA	141	cref	blue	NA	NA
1	NA	NA	NA	cref	NA	My first ship had the same shape as this...	NA	NA	NA	0	NA	NA	NA	142	blue	cref	NA	NA
1	NA	NA	NA	NONE	NA	My friend used to fly this...	NA	NA	NA	0	NA	NA	NA	143	red	cref	NA	NA
1	NA	NA	NA	twell	NA	The more spikes, the better. My favorite one is this...	NA	NA	NA	0.76	NA	NA	NA	144	cref	twell	NA	NA
1	NA	NA	NA	twell	NA	I really don&quotechart like ships with many spikes, like this...	NA	NA	NA	0.8	NA	NA	NA	145	cref	twell	NA	NA
1	NA	NA	NA	cref	NA	For long distances, I use rockets. The best one is this...	NA	NA	NA	1	NA	NA	NA	146	cref	green	NA	NA
1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	148	twell	small	NA	NA
1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	149	cref	small	NA	NA
1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	150	blue	twell	NA	NA
