workerid	noun	distractorValues	item	slide_number	imgs	predicate2	predicate1	response	condition
0	cup	[u'green', u'metal', u'blue', u'plastic']	[u'red', u'glass']	15	[[u'red_metal_cup.png', u'other'], [u'blue_plastic_cup.png', u'other'], [u'green_glass_cup.png', u'other'], [u'red_glass_cup.png', u'target'], [u'blue_glass_cup.png', u'other'], [u'green_glass_cup.png', u'other'], [u'red_metal_cup.png', u'other'], [u'green_metal_cup.png', u'other'], [u'green_plastic_cup.png', u'other'], [u'red_metal_cup.png', u'other']]	red	glass	0.21	filler
0	cup	[u'red', u'metal', u'green', u'plastic']	[u'blue', u'glass']	16	[[u'red_metal_cup.png', u'other'], [u'red_plastic_cup.png', u'other'], [u'red_glass_cup.png', u'other'], [u'blue_glass_cup.png', u'target'], [u'blue_metal_cup.png', u'other'], [u'blue_metal_cup.png', u'other'], [u'blue_metal_cup.png', u'other'], [u'green_plastic_cup.png', u'other'], [u'red_plastic_cup.png', u'other'], [u'green_plastic_cup.png', u'other']]	glass	blue	0.53	second_informative
0	ball	[u'green', u'spotted', u'blue', u'striped']	[u'red', u'checkered']	17	[[u'blue_striped_ball.png', u'other'], [u'green_checkered_ball.png', u'other'], [u'blue_striped_ball.png', u'other'], [u'red_spotted_ball.png', u'other'], [u'green_spotted_ball.png', u'other'], [u'green_striped_ball.png', u'other'], [u'green_striped_ball.png', u'other'], [u'red_checkered_ball.png', u'target'], [u'red_spotted_ball.png', u'other'], [u'red_spotted_ball.png', u'other']]	red	checkered	0.24	second_informative
0	ball	[u'red', u'striped', u'blue', u'checkered']	[u'green', u'solid']	18	[[u'red_checkered_ball.png', u'other'], [u'green_striped_ball.png', u'other'], [u'green_solid_ball.png', u'target'], [u'red_solid_ball.png', u'other'], [u'green_striped_ball.png', u'other'], [u'red_solid_ball.png', u'other'], [u'red_striped_ball.png', u'other'], [u'blue_checkered_ball.png', u'other'], [u'green_striped_ball.png', u'other'], [u'blue_solid_ball.png', u'other']]	green	solid	0.27	filler
0	ball	[u'red', u'striped', u'green', u'checkered']	[u'blue', u'spotted']	19	[[u'red_checkered_ball.png', u'other'], [u'red_spotted_ball.png', u'other'], [u'blue_striped_ball.png', u'other'], [u'red_striped_ball.png', u'other'], [u'red_checkered_ball.png', u'other'], [u'blue_spotted_ball.png', u'target'], [u'blue_striped_ball.png', u'other'], [u'blue_striped_ball.png', u'other'], [u'green_checkered_ball.png', u'other'], [u'green_checkered_ball.png', u'other']]	spotted	blue	0.13	second_informative
0	ball	[u'red', u'checkered', u'blue', u'solid']	[u'green', u'striped']	20	[[u'red_striped_ball.png', u'other'], [u'red_solid_ball.png', u'other'], [u'blue_solid_ball.png', u'other'], [u'red_checkered_ball.png', u'other'], [u'green_striped_ball.png', u'target'], [u'blue_striped_ball.png', u'other'], [u'green_checkered_ball.png', u'other'], [u'red_striped_ball.png', u'other'], [u'green_checkered_ball.png', u'other'], [u'green_checkered_ball.png', u'other']]	striped	green	0.1	filler
0	cup	[u'blue', u'glass', u'red', u'metal']	[u'green', u'plastic']	21	[[u'red_glass_cup.png', u'other'], [u'blue_glass_cup.png', u'other'], [u'red_metal_cup.png', u'other'], [u'green_plastic_cup.png', u'target'], [u'blue_plastic_cup.png', u'other'], [u'blue_plastic_cup.png', u'other'], [u'blue_plastic_cup.png', u'other'], [u'red_glass_cup.png', u'other'], [u'green_glass_cup.png', u'other'], [u'red_metal_cup.png', u'other']]	plastic	green	0.13	first_informative
0	ball	[u'green', u'checkered', u'blue', u'solid']	[u'red', u'spotted']	22	[[u'green_solid_ball.png', u'other'], [u'red_spotted_ball.png', u'target'], [u'green_checkered_ball.png', u'other'], [u'blue_solid_ball.png', u'other'], [u'blue_solid_ball.png', u'other'], [u'green_solid_ball.png', u'other'], [u'green_spotted_ball.png', u'other'], [u'red_checkered_ball.png', u'other'], [u'red_checkered_ball.png', u'other'], [u'red_checkered_ball.png', u'other']]	spotted	red	0.09	second_informative
0	cup	[u'red', u'glass', u'green', u'metal']	[u'blue', u'wooden']	23	[[u'blue_glass_cup.png', u'other'], [u'green_glass_cup.png', u'other'], [u'green_metal_cup.png', u'other'], [u'red_wooden_cup.png', u'other'], [u'green_glass_cup.png', u'other'], [u'green_metal_cup.png', u'other'], [u'red_wooden_cup.png', u'other'], [u'blue_wooden_cup.png', u'target'], [u'red_glass_cup.png', u'other'], [u'red_wooden_cup.png', u'other']]	blue	wooden	0.14	first_informative
0	cup	[u'red', u'plastic', u'blue', u'metal']	[u'green', u'wooden']	24	[[u'red_wooden_cup.png', u'other'], [u'green_plastic_cup.png', u'other'], [u'blue_metal_cup.png', u'other'], [u'red_metal_cup.png', u'other'], [u'red_metal_cup.png', u'other'], [u'blue_metal_cup.png', u'other'], [u'green_wooden_cup.png', u'target'], [u'green_plastic_cup.png', u'other'], [u'green_plastic_cup.png', u'other'], [u'red_plastic_cup.png', u'other']]	wooden	green	0.12	second_informative
0	cup	[u'blue', u'metal', u'red', u'wooden']	[u'green', u'glass']	25	[[u'blue_wooden_cup.png', u'other'], [u'green_metal_cup.png', u'other'], [u'blue_glass_cup.png', u'other'], [u'green_metal_cup.png', u'other'], [u'blue_glass_cup.png', u'other'], [u'green_metal_cup.png', u'other'], [u'blue_metal_cup.png', u'other'], [u'red_glass_cup.png', u'other'], [u'red_wooden_cup.png', u'other'], [u'green_glass_cup.png', u'target']]	glass	green	0.08	filler
0	ball	[u'green', u'solid', u'red', u'striped']	[u'blue', u'checkered']	26	[[u'green_striped_ball.png', u'other'], [u'green_solid_ball.png', u'other'], [u'green_checkered_ball.png', u'other'], [u'red_striped_ball.png', u'other'], [u'blue_solid_ball.png', u'other'], [u'green_checkered_ball.png', u'other'], [u'blue_solid_ball.png', u'other'], [u'blue_solid_ball.png', u'other'], [u'red_checkered_ball.png', u'other'], [u'blue_checkered_ball.png', u'target']]	checkered	blue	0.08	filler
1	cup	[u'red', u'metal', u'green', u'wooden']	[u'blue', u'glass']	3	[[u'red_wooden_cup.png', u'other'], [u'green_wooden_cup.png', u'other'], [u'red_glass_cup.png', u'other'], [u'green_wooden_cup.png', u'other'], [u'blue_metal_cup.png', u'other'], [u'blue_metal_cup.png', u'other'], [u'red_metal_cup.png', u'other'], [u'blue_glass_cup.png', u'target'], [u'blue_metal_cup.png', u'other'], [u'red_wooden_cup.png', u'other']]	glass	blue	0.7	second_informative
1	ball	[u'blue', u'striped', u'green', u'spotted']	[u'red', u'solid']	4	[[u'blue_striped_ball.png', u'other'], [u'blue_solid_ball.png', u'other'], [u'blue_solid_ball.png', u'other'], [u'red_solid_ball.png', u'target'], [u'green_spotted_ball.png', u'other'], [u'red_striped_ball.png', u'other'], [u'green_striped_ball.png', u'other'], [u'blue_solid_ball.png', u'other'], [u'green_spotted_ball.png', u'other'], [u'green_striped_ball.png', u'other']]	solid	red	0.35	first_informative
1	cup	[u'green', u'plastic', u'red', u'metal']	[u'blue', u'wooden']	5	[[u'blue_wooden_cup.png', u'target'], [u'green_wooden_cup.png', u'other'], [u'blue_plastic_cup.png', u'other'], [u'green_wooden_cup.png', u'other'], [u'green_plastic_cup.png', u'other'], [u'red_metal_cup.png', u'other'], [u'red_plastic_cup.png', u'other'], [u'red_plastic_cup.png', u'other'], [u'green_wooden_cup.png', u'other'], [u'red_metal_cup.png', u'other']]	wooden	blue	0.59	first_informative
1	ball	[u'green', u'checkered', u'blue', u'spotted']	[u'red', u'striped']	6	[[u'red_checkered_ball.png', u'other'], [u'red_checkered_ball.png', u'other'], [u'blue_spotted_ball.png', u'other'], [u'blue_striped_ball.png', u'other'], [u'green_spotted_ball.png', u'other'], [u'green_striped_ball.png', u'other'], [u'red_striped_ball.png', u'target'], [u'green_striped_ball.png', u'other'], [u'green_checkered_ball.png', u'other'], [u'red_checkered_ball.png', u'other']]	red	striped	0.38	filler
1	cup	[u'blue', u'wooden', u'red', u'metal']	[u'green', u'plastic']	7	[[u'red_wooden_cup.png', u'other'], [u'blue_plastic_cup.png', u'other'], [u'green_wooden_cup.png', u'other'], [u'green_plastic_cup.png', u'target'], [u'red_metal_cup.png', u'other'], [u'blue_plastic_cup.png', u'other'], [u'blue_plastic_cup.png', u'other'], [u'blue_wooden_cup.png', u'other'], [u'red_wooden_cup.png', u'other'], [u'red_metal_cup.png', u'other']]	green	plastic	0.66	first_informative
1	cup	[u'red', u'glass', u'blue', u'metal']	[u'green', u'wooden']	8	[[u'red_metal_cup.png', u'other'], [u'green_wooden_cup.png', u'target'], [u'red_wooden_cup.png', u'other'], [u'red_glass_cup.png', u'other'], [u'blue_metal_cup.png', u'other'], [u'green_glass_cup.png', u'other'], [u'green_glass_cup.png', u'other'], [u'red_metal_cup.png', u'other'], [u'blue_metal_cup.png', u'other'], [u'green_glass_cup.png', u'other']]	green	wooden	0.45	second_informative
1	ball	[u'red', u'spotted', u'blue', u'checkered']	[u'green', u'striped']	9	[[u'green_striped_ball.png', u'target'], [u'blue_spotted_ball.png', u'other'], [u'red_striped_ball.png', u'other'], [u'red_spotted_ball.png', u'other'], [u'blue_checkered_ball.png', u'other'], [u'blue_spotted_ball.png', u'other'], [u'red_striped_ball.png', u'other'], [u'green_spotted_ball.png', u'other'], [u'blue_checkered_ball.png', u'other'], [u'red_striped_ball.png', u'other']]	striped	green	0.59	first_informative
1	cup	[u'green', u'plastic', u'red', u'wooden']	[u'blue', u'metal']	10	[[u'green_plastic_cup.png', u'other'], [u'blue_plastic_cup.png', u'other'], [u'green_metal_cup.png', u'other'], [u'green_metal_cup.png', u'other'], [u'blue_plastic_cup.png', u'other'], [u'blue_plastic_cup.png', u'other'], [u'green_wooden_cup.png', u'other'], [u'blue_metal_cup.png', u'target'], [u'red_metal_cup.png', u'other'], [u'red_wooden_cup.png', u'other']]	metal	blue	0.42	filler
1	cup	[u'blue', u'glass', u'green', u'plastic']	[u'red', u'metal']	11	[[u'green_plastic_cup.png', u'other'], [u'green_glass_cup.png', u'other'], [u'green_plastic_cup.png', u'other'], [u'blue_glass_cup.png', u'other'], [u'blue_metal_cup.png', u'other'], [u'blue_metal_cup.png', u'other'], [u'green_glass_cup.png', u'other'], [u'blue_metal_cup.png', u'other'], [u'red_glass_cup.png', u'other'], [u'red_metal_cup.png', u'target']]	metal	red	0.5	first_informative
1	cup	[u'red', u'wooden', u'blue', u'plastic']	[u'green', u'metal']	12	[[u'red_metal_cup.png', u'other'], [u'red_plastic_cup.png', u'other'], [u'green_wooden_cup.png', u'other'], [u'red_wooden_cup.png', u'other'], [u'red_metal_cup.png', u'other'], [u'green_wooden_cup.png', u'other'], [u'blue_metal_cup.png', u'other'], [u'green_wooden_cup.png', u'other'], [u'blue_plastic_cup.png', u'other'], [u'green_metal_cup.png', u'target']]	metal	green	0.5	filler
1	cup	[u'blue', u'wooden', u'green', u'metal']	[u'red', u'plastic']	13	[[u'red_wooden_cup.png', u'other'], [u'red_wooden_cup.png', u'other'], [u'green_plastic_cup.png', u'other'], [u'blue_metal_cup.png', u'other'], [u'blue_plastic_cup.png', u'other'], [u'red_plastic_cup.png', u'target'], [u'red_wooden_cup.png', u'other'], [u'blue_plastic_cup.png', u'other'], [u'blue_wooden_cup.png', u'other'], [u'green_metal_cup.png', u'other']]	red	plastic	0.35	filler
1	cup	[u'green', u'metal', u'red', u'wooden']	[u'blue', u'plastic']	14	[[u'green_wooden_cup.png', u'other'], [u'blue_plastic_cup.png', u'target'], [u'blue_metal_cup.png', u'other'], [u'red_plastic_cup.png', u'other'], [u'red_wooden_cup.png', u'other'], [u'green_plastic_cup.png', u'other'], [u'green_metal_cup.png', u'other'], [u'green_plastic_cup.png', u'other'], [u'blue_metal_cup.png', u'other'], [u'blue_metal_cup.png', u'other']]	blue	plastic	0.49	filler
1	ball	[u'green', u'spotted', u'blue', u'solid']	[u'red', u'checkered']	15	[[u'blue_solid_ball.png', u'other'], [u'red_checkered_ball.png', u'target'], [u'green_checkered_ball.png', u'other'], [u'blue_solid_ball.png', u'other'], [u'green_spotted_ball.png', u'other'], [u'green_solid_ball.png', u'other'], [u'red_spotted_ball.png', u'other'], [u'red_spotted_ball.png', u'other'], [u'green_solid_ball.png', u'other'], [u'red_spotted_ball.png', u'other']]	checkered	red	0.56	second_informative
1	ball	[u'red', u'spotted', u'green', u'striped']	[u'blue', u'checkered']	16	[[u'red_checkered_ball.png', u'other'], [u'green_striped_ball.png', u'other'], [u'green_striped_ball.png', u'other'], [u'blue_spotted_ball.png', u'other'], [u'blue_spotted_ball.png', u'other'], [u'red_striped_ball.png', u'other'], [u'blue_checkered_ball.png', u'target'], [u'red_striped_ball.png', u'other'], [u'blue_spotted_ball.png', u'other'], [u'red_spotted_ball.png', u'other']]	blue	checkered	0.49	second_informative
1	ball	[u'blue', u'striped', u'red', u'solid']	[u'green', u'checkered']	17	[[u'red_striped_ball.png', u'other'], [u'green_checkered_ball.png', u'target'], [u'blue_checkered_ball.png', u'other'], [u'red_striped_ball.png', u'other'], [u'blue_striped_ball.png', u'other'], [u'blue_checkered_ball.png', u'other'], [u'red_solid_ball.png', u'other'], [u'red_solid_ball.png', u'other'], [u'blue_checkered_ball.png', u'other'], [u'green_striped_ball.png', u'other']]	green	checkered	0.42	first_informative
1	ball	[u'green', u'striped', u'red', u'checkered']	[u'blue', u'solid']	18	[[u'green_checkered_ball.png', u'other'], [u'blue_striped_ball.png', u'other'], [u'red_checkered_ball.png', u'other'], [u'blue_solid_ball.png', u'target'], [u'blue_striped_ball.png', u'other'], [u'red_checkered_ball.png', u'other'], [u'green_striped_ball.png', u'other'], [u'green_solid_ball.png', u'other'], [u'blue_striped_ball.png', u'other'], [u'green_checkered_ball.png', u'other']]	solid	blue	0.59	second_informative
1	ball	[u'green', u'solid', u'red', u'striped']	[u'blue', u'spotted']	19	[[u'green_spotted_ball.png', u'other'], [u'green_solid_ball.png', u'other'], [u'red_solid_ball.png', u'other'], [u'blue_solid_ball.png', u'other'], [u'red_solid_ball.png', u'other'], [u'red_striped_ball.png', u'other'], [u'green_spotted_ball.png', u'other'], [u'green_spotted_ball.png', u'other'], [u'red_striped_ball.png', u'other'], [u'blue_spotted_ball.png', u'target']]	blue	spotted	0.43	first_informative
1	cup	[u'blue', u'plastic', u'red', u'metal']	[u'green', u'glass']	20	[[u'green_plastic_cup.png', u'other'], [u'blue_metal_cup.png', u'other'], [u'green_glass_cup.png', u'target'], [u'red_metal_cup.png', u'other'], [u'blue_glass_cup.png', u'other'], [u'red_metal_cup.png', u'other'], [u'green_plastic_cup.png', u'other'], [u'blue_metal_cup.png', u'other'], [u'blue_plastic_cup.png', u'other'], [u'green_plastic_cup.png', u'other']]	glass	green	0.56	second_informative
1	cup	[u'green', u'wooden', u'blue', u'plastic']	[u'red', u'glass']	21	[[u'blue_plastic_cup.png', u'other'], [u'green_glass_cup.png', u'other'], [u'red_wooden_cup.png', u'other'], [u'green_glass_cup.png', u'other'], [u'red_glass_cup.png', u'target'], [u'blue_wooden_cup.png', u'other'], [u'green_wooden_cup.png', u'other'], [u'green_glass_cup.png', u'other'], [u'blue_wooden_cup.png', u'other'], [u'blue_plastic_cup.png', u'other']]	red	glass	0.43	first_informative
1	ball	[u'red', u'checkered', u'green', u'solid']	[u'blue', u'striped']	22	[[u'red_checkered_ball.png', u'other'], [u'blue_checkered_ball.png', u'other'], [u'blue_checkered_ball.png', u'other'], [u'green_striped_ball.png', u'other'], [u'blue_striped_ball.png', u'target'], [u'red_solid_ball.png', u'other'], [u'red_striped_ball.png', u'other'], [u'green_solid_ball.png', u'other'], [u'red_striped_ball.png', u'other'], [u'blue_checkered_ball.png', u'other']]	striped	blue	0.49	filler
1	ball	[u'red', u'striped', u'blue', u'checkered']	[u'green', u'solid']	23	[[u'green_striped_ball.png', u'other'], [u'green_solid_ball.png', u'target'], [u'red_striped_ball.png', u'other'], [u'red_solid_ball.png', u'other'], [u'red_solid_ball.png', u'other'], [u'blue_checkered_ball.png', u'other'], [u'blue_solid_ball.png', u'other'], [u'green_striped_ball.png', u'other'], [u'green_striped_ball.png', u'other'], [u'red_checkered_ball.png', u'other']]	solid	green	0.5	filler
1	ball	[u'blue', u'striped', u'red', u'checkered']	[u'green', u'spotted']	24	[[u'green_spotted_ball.png', u'target'], [u'blue_checkered_ball.png', u'other'], [u'red_spotted_ball.png', u'other'], [u'green_striped_ball.png', u'other'], [u'blue_spotted_ball.png', u'other'], [u'red_checkered_ball.png', u'other'], [u'blue_striped_ball.png', u'other'], [u'green_striped_ball.png', u'other'], [u'green_striped_ball.png', u'other'], [u'blue_spotted_ball.png', u'other']]	green	spotted	0.4	filler
1	ball	[u'green', u'solid', u'blue', u'checkered']	[u'red', u'spotted']	25	[[u'red_spotted_ball.png', u'target'], [u'red_solid_ball.png', u'other'], [u'green_checkered_ball.png', u'other'], [u'red_solid_ball.png', u'other'], [u'blue_checkered_ball.png', u'other'], [u'green_spotted_ball.png', u'other'], [u'red_solid_ball.png', u'other'], [u'green_checkered_ball.png', u'other'], [u'blue_checkered_ball.png', u'other'], [u'green_solid_ball.png', u'other']]	red	spotted	0.52	second_informative
1	cup	[u'blue', u'metal', u'green', u'glass']	[u'red', u'wooden']	26	[[u'red_metal_cup.png', u'other'], [u'red_metal_cup.png', u'other'], [u'blue_wooden_cup.png', u'other'], [u'red_metal_cup.png', u'other'], [u'green_glass_cup.png', u'other'], [u'blue_glass_cup.png', u'other'], [u'red_wooden_cup.png', u'target'], [u'blue_metal_cup.png', u'other'], [u'green_glass_cup.png', u'other'], [u'blue_glass_cup.png', u'other']]	red	wooden	0.4	second_informative
2	ball	[u'blue', u'checkered', u'green', u'solid']	[u'red', u'striped']	3	[[u'red_checkered_ball.png', u'other'], [u'blue_solid_ball.png', u'other'], [u'green_solid_ball.png', u'other'], [u'blue_checkered_ball.png', u'other'], [u'red_checkered_ball.png', u'other'], [u'green_solid_ball.png', u'other'], [u'red_checkered_ball.png', u'other'], [u'blue_striped_ball.png', u'other'], [u'blue_solid_ball.png', u'other'], [u'red_striped_ball.png', u'target']]	striped	red	1	second_informative
2	cup	[u'red', u'wooden', u'green', u'plastic']	[u'blue', u'metal']	4	[[u'green_wooden_cup.png', u'other'], [u'red_wooden_cup.png', u'other'], [u'blue_wooden_cup.png', u'other'], [u'red_metal_cup.png', u'other'], [u'red_metal_cup.png', u'other'], [u'green_plastic_cup.png', u'other'], [u'blue_metal_cup.png', u'target'], [u'green_plastic_cup.png', u'other'], [u'green_wooden_cup.png', u'other'], [u'red_metal_cup.png', u'other']]	metal	blue	1	first_informative
2	ball	[u'green', u'spotted', u'red', u'checkered']	[u'blue', u'solid']	5	[[u'blue_spotted_ball.png', u'other'], [u'red_solid_ball.png', u'other'], [u'green_checkered_ball.png', u'other'], [u'green_solid_ball.png', u'other'], [u'blue_spotted_ball.png', u'other'], [u'blue_spotted_ball.png', u'other'], [u'blue_solid_ball.png', u'target'], [u'green_spotted_ball.png', u'other'], [u'red_checkered_ball.png', u'other'], [u'green_solid_ball.png', u'other']]	solid	blue	0	filler
2	ball	[u'green', u'spotted', u'red', u'solid']	[u'blue', u'striped']	6	[[u'red_solid_ball.png', u'other'], [u'red_solid_ball.png', u'other'], [u'green_solid_ball.png', u'other'], [u'blue_spotted_ball.png', u'other'], [u'green_spotted_ball.png', u'other'], [u'blue_spotted_ball.png', u'other'], [u'blue_spotted_ball.png', u'other'], [u'blue_striped_ball.png', u'target'], [u'green_striped_ball.png', u'other'], [u'green_solid_ball.png', u'other']]	blue	striped	0	second_informative
2	cup	[u'red', u'metal', u'blue', u'plastic']	[u'green', u'wooden']	7	[[u'blue_plastic_cup.png', u'other'], [u'green_metal_cup.png', u'other'], [u'red_wooden_cup.png', u'other'], [u'red_plastic_cup.png', u'other'], [u'red_plastic_cup.png', u'other'], [u'red_metal_cup.png', u'other'], [u'green_wooden_cup.png', u'target'], [u'blue_plastic_cup.png', u'other'], [u'green_metal_cup.png', u'other'], [u'green_metal_cup.png', u'other']]	green	wooden	0	second_informative
2	cup	[u'red', u'glass', u'green', u'metal']	[u'blue', u'plastic']	8	[[u'green_metal_cup.png', u'other'], [u'green_metal_cup.png', u'other'], [u'red_glass_cup.png', u'other'], [u'blue_glass_cup.png', u'other'], [u'blue_glass_cup.png', u'other'], [u'red_plastic_cup.png', u'other'], [u'blue_plastic_cup.png', u'target'], [u'red_metal_cup.png', u'other'], [u'red_metal_cup.png', u'other'], [u'blue_glass_cup.png', u'other']]	plastic	blue	1	second_informative
2	ball	[u'red', u'solid', u'blue', u'spotted']	[u'green', u'striped']	9	[[u'blue_spotted_ball.png', u'other'], [u'red_striped_ball.png', u'other'], [u'red_solid_ball.png', u'other'], [u'red_striped_ball.png', u'other'], [u'green_solid_ball.png', u'other'], [u'green_striped_ball.png', u'target'], [u'blue_solid_ball.png', u'other'], [u'blue_solid_ball.png', u'other'], [u'red_striped_ball.png', u'other'], [u'blue_spotted_ball.png', u'other']]	striped	green	1	first_informative
2	ball	[u'blue', u'spotted', u'red', u'striped']	[u'green', u'solid']	10	[[u'blue_striped_ball.png', u'other'], [u'green_spotted_ball.png', u'other'], [u'red_striped_ball.png', u'other'], [u'blue_solid_ball.png', u'other'], [u'red_solid_ball.png', u'other'], [u'blue_spotted_ball.png', u'other'], [u'blue_solid_ball.png', u'other'], [u'green_spotted_ball.png', u'other'], [u'green_solid_ball.png', u'target'], [u'green_spotted_ball.png', u'other']]	solid	green	0	filler
