workerid	adjective	quiz_response	relevant_adjective	adj2_subj	text	adj2_disagreement	order_questionnaires	adj1_disagreement	correct_response	adj1_subj	adj1_response	slide_number	predicate2	predicate1	response	adj2_response
0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	61	glab	green	1	NA
0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	62	blue	big	1	NA
0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	63	small	glab	0	NA
0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	64	thompsy	glab	1	NA
0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	65	small	green	0.04	NA
0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	66	big	glab	0.03	NA
0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	67	red	glab	1	NA
0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	68	thompsy	big	0.97	NA
0	NA	NA	glab	NA	Wow -- I like this...	NA	NA	NA	NA	NA	NA	70	blue	glab	0.05	NA
0	NA	NA	glab	NA	For long distances, I use this...	NA	NA	NA	NA	NA	NA	71	glab	thompsy	1	NA
0	NA	NA	thompsy	NA	I like ships that have this color, like this...	NA	NA	NA	NA	NA	NA	72	thompsy	blue	1	NA
0	NA	NA	NONE	NA	I like ships of this type. My favorite one is this...	NA	NA	NA	NA	NA	NA	73	glab	blue	0.96	NA
0	NA	NA	green	NA	My first ship had the same shape as this...	NA	NA	NA	NA	NA	NA	74	green	thompsy	0.98	NA
0	NA	NA	glab	NA	I really don&quotechart like ships like this...	NA	NA	NA	NA	NA	NA	75	glab	green	0.97	NA
0	NA	NA	NONE	NA	On our planet, many aliens fly ships like this...	NA	NA	NA	NA	NA	NA	76	red	thompsy	0.99	NA
0	NA	NA	glab	NA	Humans think all of our ships look like this...	NA	NA	NA	NA	NA	NA	77	glab	thompsy	0.98	NA
0	NA	NA	thompsy	NA	What a nice color. I like flying this...	NA	NA	NA	NA	NA	NA	78	thompsy	blue	0.99	NA
0	NA	NA	red	NA	Ugh, I hate flying this...	NA	NA	NA	NA	NA	NA	79	red	glab	0.99	NA
0	NA	NA	thompsy	NA	My friend used to fly this...	NA	NA	NA	NA	NA	NA	80	thompsy	green	0.97	NA
0	NA	NA	NA	NA	NA	1	[1, 0]	1	NA	NA	NA	81	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	NA	[1, 0]	NA	NA	NA	thin	82	NA	NA	NA	fat
0	NA	NA	NA	0.82	NA	NA	[1, 0]	NA	NA	0.77	NA	83	NA	NA	NA	NA
1	jaundy	second	NA	NA	NA	NA	NA	NA	second	NA	NA	6	NA	NA	NA	NA
1	glab	first	NA	NA	NA	NA	NA	NA	second	NA	NA	7	NA	NA	NA	NA
1	glab	first	NA	NA	NA	NA	NA	NA	first	NA	NA	8	NA	NA	NA	NA
1	jaundy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	9	NA	NA	NA	NA
1	jaundy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	10	NA	NA	NA	NA
1	jaundy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	11	NA	NA	NA	NA
1	glab	second	NA	NA	NA	NA	NA	NA	second	NA	NA	12	NA	NA	NA	NA
1	jaundy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	13	NA	NA	NA	NA
1	jaundy	second	NA	NA	NA	NA	NA	NA	second	NA	NA	14	NA	NA	NA	NA
1	glab	second	NA	NA	NA	NA	NA	NA	second	NA	NA	15	NA	NA	NA	NA
1	jaundy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	16	NA	NA	NA	NA
1	jaundy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	17	NA	NA	NA	NA
1	glab	first	NA	NA	NA	NA	NA	NA	first	NA	NA	18	NA	NA	NA	NA
1	glab	second	NA	NA	NA	NA	NA	NA	second	NA	NA	19	NA	NA	NA	NA
1	jaundy	second	NA	NA	NA	NA	NA	NA	second	NA	NA	20	NA	NA	NA	NA
1	glab	second	NA	NA	NA	NA	NA	NA	second	NA	NA	21	NA	NA	NA	NA
1	glab	second	NA	NA	NA	NA	NA	NA	second	NA	NA	22	NA	NA	NA	NA
1	glab	second	NA	NA	NA	NA	NA	NA	second	NA	NA	23	NA	NA	NA	NA
1	jaundy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	24	NA	NA	NA	NA
1	glab	first	NA	NA	NA	NA	NA	NA	first	NA	NA	25	NA	NA	NA	NA
1	jaundy	second	NA	NA	NA	NA	NA	NA	second	NA	NA	26	NA	NA	NA	NA
1	jaundy	second	NA	NA	NA	NA	NA	NA	second	NA	NA	27	NA	NA	NA	NA
1	glab	second	NA	NA	NA	NA	NA	NA	second	NA	NA	28	NA	NA	NA	NA
1	glab	second	NA	NA	NA	NA	NA	NA	second	NA	NA	29	NA	NA	NA	NA
1	jaundy	second	NA	NA	NA	NA	NA	NA	second	NA	NA	30	NA	NA	NA	NA
1	glab	second	NA	NA	NA	NA	NA	NA	second	NA	NA	31	NA	NA	NA	NA
1	glab	second	NA	NA	NA	NA	NA	NA	second	NA	NA	32	NA	NA	NA	NA
1	glab	second	NA	NA	NA	NA	NA	NA	second	NA	NA	33	NA	NA	NA	NA
1	glab	first	NA	NA	NA	NA	NA	NA	first	NA	NA	34	NA	NA	NA	NA
1	glab	first	NA	NA	NA	NA	NA	NA	first	NA	NA	35	NA	NA	NA	NA
1	jaundy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	36	NA	NA	NA	NA
1	jaundy	second	NA	NA	NA	NA	NA	NA	second	NA	NA	37	NA	NA	NA	NA
1	jaundy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	38	NA	NA	NA	NA
1	glab	second	NA	NA	NA	NA	NA	NA	second	NA	NA	39	NA	NA	NA	NA
1	jaundy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	40	NA	NA	NA	NA
1	jaundy	second	NA	NA	NA	NA	NA	NA	second	NA	NA	41	NA	NA	NA	NA
1	glab	second	NA	NA	NA	NA	NA	NA	second	NA	NA	42	NA	NA	NA	NA
1	jaundy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	43	NA	NA	NA	NA
1	glab	second	NA	NA	NA	NA	NA	NA	second	NA	NA	44	NA	NA	NA	NA
1	glab	first	NA	NA	NA	NA	NA	NA	second	NA	NA	45	NA	NA	NA	NA
1	glab	second	NA	NA	NA	NA	NA	NA	second	NA	NA	46	NA	NA	NA	NA
1	jaundy	first	NA	NA	NA	NA	NA	NA	second	NA	NA	47	NA	NA	NA	NA
1	jaundy	second	NA	NA	NA	NA	NA	NA	second	NA	NA	48	NA	NA	NA	NA
1	jaundy	second	NA	NA	NA	NA	NA	NA	second	NA	NA	49	NA	NA	NA	NA
1	glab	first	NA	NA	NA	NA	NA	NA	first	NA	NA	50	NA	NA	NA	NA
1	jaundy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	51	NA	NA	NA	NA
1	glab	second	NA	NA	NA	NA	NA	NA	second	NA	NA	52	NA	NA	NA	NA
1	jaundy	first	NA	NA	NA	NA	NA	NA	second	NA	NA	53	NA	NA	NA	NA
1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	55	small	green	0.09	NA
1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	56	blue	glab	0.9	NA
1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	57	glab	big	0.92	NA
1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	58	red	glab	0.07	NA
1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	59	jaundy	big	0.94	NA
1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	60	jaundy	green	0.88	NA
1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	61	glab	jaundy	0.11	NA
1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	62	small	glab	0.07	NA
1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	63	glab	green	0.92	NA
1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	64	jaundy	small	0.89	NA
1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	65	small	red	0.06	NA
1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	66	red	jaundy	0.1	NA
1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	67	jaundy	blue	0.92	NA
1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	68	green	big	0.94	NA
1	NA	NA	NONE	NA	My friend used to fly this...	NA	NA	NA	NA	NA	NA	70	red	glab	0.08	NA
1	NA	NA	red	NA	Wow -- I like this...	NA	NA	NA	NA	NA	NA	71	glab	red	0.93	NA
1	NA	NA	NONE	NA	I really don&quotechart like ships like this...	NA	NA	NA	NA	NA	NA	72	jaundy	green	0.01	NA
1	NA	NA	jaundy	NA	What a nice color. I like flying this...	NA	NA	NA	NA	NA	NA	73	red	jaundy	0.05	NA
1	NA	NA	glab	NA	For long distances, I use this...	NA	NA	NA	NA	NA	NA	74	glab	blue	0.07	NA
1	NA	NA	glab	NA	I like ships of this type. My favorite one is this...	NA	NA	NA	NA	NA	NA	75	jaundy	glab	0.06	NA
1	NA	NA	glab	NA	Ugh, I hate flying this...	NA	NA	NA	NA	NA	NA	76	jaundy	glab	0.04	NA
1	NA	NA	glab	NA	I like ships that have this color, like this...	NA	NA	NA	NA	NA	NA	77	green	glab	0.09	NA
1	NA	NA	red	NA	On our planet, many aliens fly ships like this...	NA	NA	NA	NA	NA	NA	78	red	jaundy	0.06	NA
1	NA	NA	jaundy	NA	My first ship had the same shape as this...	NA	NA	NA	NA	NA	NA	79	red	jaundy	0.02	NA
1	NA	NA	jaundy	NA	Humans think all of our ships look like this...	NA	NA	NA	NA	NA	NA	80	green	jaundy	0.06	NA
1	NA	NA	NA	NA	NA	0.04	[1, 0]	0.82	NA	NA	NA	81	NA	NA	NA	NA
1	NA	NA	NA	0.03	NA	NA	[1, 0]	NA	NA	0.87	NA	82	NA	NA	NA	NA
1	NA	NA	NA	NA	NA	NA	[1, 0]	NA	NA	NA	having no spikes	83	NA	NA	NA	thin
2	jaundy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	6	NA	NA	NA	NA
2	jaundy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	7	NA	NA	NA	NA
2	trunce	first	NA	NA	NA	NA	NA	NA	first	NA	NA	8	NA	NA	NA	NA
2	jaundy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	9	NA	NA	NA	NA
2	trunce	first	NA	NA	NA	NA	NA	NA	first	NA	NA	10	NA	NA	NA	NA
2	jaundy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	11	NA	NA	NA	NA
2	trunce	second	NA	NA	NA	NA	NA	NA	second	NA	NA	12	NA	NA	NA	NA
2	jaundy	second	NA	NA	NA	NA	NA	NA	second	NA	NA	13	NA	NA	NA	NA
2	jaundy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	14	NA	NA	NA	NA
2	trunce	second	NA	NA	NA	NA	NA	NA	second	NA	NA	15	NA	NA	NA	NA
2	trunce	second	NA	NA	NA	NA	NA	NA	second	NA	NA	16	NA	NA	NA	NA
2	jaundy	second	NA	NA	NA	NA	NA	NA	second	NA	NA	17	NA	NA	NA	NA
2	trunce	second	NA	NA	NA	NA	NA	NA	second	NA	NA	18	NA	NA	NA	NA
2	jaundy	second	NA	NA	NA	NA	NA	NA	second	NA	NA	19	NA	NA	NA	NA
2	trunce	second	NA	NA	NA	NA	NA	NA	second	NA	NA	20	NA	NA	NA	NA
2	trunce	second	NA	NA	NA	NA	NA	NA	second	NA	NA	21	NA	NA	NA	NA
2	trunce	first	NA	NA	NA	NA	NA	NA	first	NA	NA	22	NA	NA	NA	NA
2	jaundy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	23	NA	NA	NA	NA
2	jaundy	second	NA	NA	NA	NA	NA	NA	second	NA	NA	24	NA	NA	NA	NA
2	trunce	second	NA	NA	NA	NA	NA	NA	second	NA	NA	25	NA	NA	NA	NA
2	trunce	second	NA	NA	NA	NA	NA	NA	second	NA	NA	26	NA	NA	NA	NA
2	jaundy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	27	NA	NA	NA	NA
2	jaundy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	28	NA	NA	NA	NA
2	jaundy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	29	NA	NA	NA	NA
2	trunce	second	NA	NA	NA	NA	NA	NA	second	NA	NA	30	NA	NA	NA	NA
2	trunce	first	NA	NA	NA	NA	NA	NA	first	NA	NA	31	NA	NA	NA	NA
2	trunce	first	NA	NA	NA	NA	NA	NA	first	NA	NA	32	NA	NA	NA	NA
2	trunce	first	NA	NA	NA	NA	NA	NA	first	NA	NA	33	NA	NA	NA	NA
2	trunce	first	NA	NA	NA	NA	NA	NA	first	NA	NA	34	NA	NA	NA	NA
2	jaundy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	35	NA	NA	NA	NA
2	jaundy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	36	NA	NA	NA	NA
2	trunce	second	NA	NA	NA	NA	NA	NA	second	NA	NA	37	NA	NA	NA	NA
2	jaundy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	38	NA	NA	NA	NA
2	jaundy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	39	NA	NA	NA	NA
2	trunce	second	NA	NA	NA	NA	NA	NA	second	NA	NA	40	NA	NA	NA	NA
2	jaundy	second	NA	NA	NA	NA	NA	NA	second	NA	NA	41	NA	NA	NA	NA
2	trunce	first	NA	NA	NA	NA	NA	NA	first	NA	NA	42	NA	NA	NA	NA
2	trunce	second	NA	NA	NA	NA	NA	NA	second	NA	NA	43	NA	NA	NA	NA
2	trunce	second	NA	NA	NA	NA	NA	NA	second	NA	NA	44	NA	NA	NA	NA
2	jaundy	second	NA	NA	NA	NA	NA	NA	second	NA	NA	45	NA	NA	NA	NA
2	trunce	second	NA	NA	NA	NA	NA	NA	second	NA	NA	46	NA	NA	NA	NA
2	trunce	second	NA	NA	NA	NA	NA	NA	second	NA	NA	47	NA	NA	NA	NA
2	jaundy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	48	NA	NA	NA	NA
2	jaundy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	49	NA	NA	NA	NA
2	jaundy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	50	NA	NA	NA	NA
2	jaundy	second	NA	NA	NA	NA	NA	NA	second	NA	NA	51	NA	NA	NA	NA
2	jaundy	second	NA	NA	NA	NA	NA	NA	second	NA	NA	52	NA	NA	NA	NA
2	trunce	second	NA	NA	NA	NA	NA	NA	second	NA	NA	53	NA	NA	NA	NA
2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	55	red	small	1	NA
2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	56	jaundy	blue	1	NA
2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	57	jaundy	red	1	NA
2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	58	trunce	big	1	NA
2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	59	small	jaundy	0	NA
2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	60	small	green	0	NA
2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	61	big	jaundy	0	NA
2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	62	green	small	1	NA
2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	63	jaundy	green	1	NA
2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	64	green	trunce	0	NA
2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	65	trunce	jaundy	0	NA
2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	66	trunce	blue	1	NA
2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	67	trunce	small	1	NA
2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	68	red	trunce	0	NA
2	NA	NA	trunce	NA	I like ships that have this color, like this...	NA	NA	NA	NA	NA	NA	70	trunce	blue	1	NA
2	NA	NA	red	NA	My friend used to fly this...	NA	NA	NA	NA	NA	NA	71	trunce	red	1	NA
2	NA	NA	jaundy	NA	My first ship had the same shape as this...	NA	NA	NA	NA	NA	NA	72	trunce	jaundy	0	NA
2	NA	NA	jaundy	NA	I really don&quotechart like ships like this...	NA	NA	NA	NA	NA	NA	73	trunce	jaundy	0	NA
2	NA	NA	NONE	NA	I like ships of this type. My favorite one is this...	NA	NA	NA	NA	NA	NA	74	red	trunce	0	NA
2	NA	NA	NONE	NA	Ugh, I hate flying this...	NA	NA	NA	NA	NA	NA	75	jaundy	red	0	NA
2	NA	NA	jaundy	NA	Humans think all of our ships look like this...	NA	NA	NA	NA	NA	NA	76	jaundy	green	1	NA
2	NA	NA	trunce	NA	For long distances, I use this...	NA	NA	NA	NA	NA	NA	77	trunce	red	1	NA
2	NA	NA	blue	NA	Wow -- I like this...	NA	NA	NA	NA	NA	NA	78	jaundy	blue	0	NA
2	NA	NA	trunce	NA	What a nice color. I like flying this...	NA	NA	NA	NA	NA	NA	79	trunce	green	1	NA
2	NA	NA	jaundy	NA	On our planet, many aliens fly ships like this...	NA	NA	NA	NA	NA	NA	80	green	jaundy	0	NA
2	NA	NA	NA	0.78	NA	NA	[0, 1]	NA	NA	0.76	NA	81	NA	NA	NA	NA
2	NA	NA	NA	NA	NA	0	[0, 1]	1	NA	NA	NA	82	NA	NA	NA	NA
2	NA	NA	NA	NA	NA	NA	[0, 1]	NA	NA	NA	footless	83	NA	NA	NA	tall
3	jaundy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	6	NA	NA	NA	NA
3	glab	first	NA	NA	NA	NA	NA	NA	first	NA	NA	7	NA	NA	NA	NA
3	glab	first	NA	NA	NA	NA	NA	NA	first	NA	NA	8	NA	NA	NA	NA
3	jaundy	second	NA	NA	NA	NA	NA	NA	second	NA	NA	9	NA	NA	NA	NA
3	glab	second	NA	NA	NA	NA	NA	NA	second	NA	NA	10	NA	NA	NA	NA
3	jaundy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	11	NA	NA	NA	NA
3	jaundy	second	NA	NA	NA	NA	NA	NA	second	NA	NA	12	NA	NA	NA	NA
3	jaundy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	13	NA	NA	NA	NA
3	jaundy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	14	NA	NA	NA	NA
3	glab	first	NA	NA	NA	NA	NA	NA	first	NA	NA	15	NA	NA	NA	NA
3	glab	second	NA	NA	NA	NA	NA	NA	second	NA	NA	16	NA	NA	NA	NA
3	jaundy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	17	NA	NA	NA	NA
3	glab	second	NA	NA	NA	NA	NA	NA	second	NA	NA	18	NA	NA	NA	NA
3	glab	first	NA	NA	NA	NA	NA	NA	first	NA	NA	19	NA	NA	NA	NA
3	glab	first	NA	NA	NA	NA	NA	NA	first	NA	NA	20	NA	NA	NA	NA
3	jaundy	second	NA	NA	NA	NA	NA	NA	second	NA	NA	21	NA	NA	NA	NA
3	glab	second	NA	NA	NA	NA	NA	NA	second	NA	NA	22	NA	NA	NA	NA
3	glab	first	NA	NA	NA	NA	NA	NA	first	NA	NA	23	NA	NA	NA	NA
3	glab	second	NA	NA	NA	NA	NA	NA	second	NA	NA	24	NA	NA	NA	NA
3	jaundy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	25	NA	NA	NA	NA
3	jaundy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	26	NA	NA	NA	NA
3	glab	second	NA	NA	NA	NA	NA	NA	second	NA	NA	27	NA	NA	NA	NA
3	jaundy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	28	NA	NA	NA	NA
3	glab	first	NA	NA	NA	NA	NA	NA	first	NA	NA	29	NA	NA	NA	NA
3	glab	second	NA	NA	NA	NA	NA	NA	second	NA	NA	30	NA	NA	NA	NA
3	jaundy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	31	NA	NA	NA	NA
3	glab	second	NA	NA	NA	NA	NA	NA	second	NA	NA	32	NA	NA	NA	NA
3	glab	first	NA	NA	NA	NA	NA	NA	first	NA	NA	33	NA	NA	NA	NA
3	jaundy	second	NA	NA	NA	NA	NA	NA	second	NA	NA	34	NA	NA	NA	NA
3	glab	first	NA	NA	NA	NA	NA	NA	first	NA	NA	35	NA	NA	NA	NA
3	jaundy	second	NA	NA	NA	NA	NA	NA	second	NA	NA	36	NA	NA	NA	NA
3	glab	second	NA	NA	NA	NA	NA	NA	second	NA	NA	37	NA	NA	NA	NA
3	jaundy	second	NA	NA	NA	NA	NA	NA	second	NA	NA	38	NA	NA	NA	NA
3	jaundy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	39	NA	NA	NA	NA
3	glab	second	NA	NA	NA	NA	NA	NA	second	NA	NA	40	NA	NA	NA	NA
3	glab	second	NA	NA	NA	NA	NA	NA	second	NA	NA	41	NA	NA	NA	NA
3	glab	second	NA	NA	NA	NA	NA	NA	second	NA	NA	42	NA	NA	NA	NA
3	jaundy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	43	NA	NA	NA	NA
3	glab	second	NA	NA	NA	NA	NA	NA	second	NA	NA	44	NA	NA	NA	NA
3	jaundy	second	NA	NA	NA	NA	NA	NA	second	NA	NA	45	NA	NA	NA	NA
3	jaundy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	46	NA	NA	NA	NA
3	jaundy	second	NA	NA	NA	NA	NA	NA	second	NA	NA	47	NA	NA	NA	NA
3	jaundy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	48	NA	NA	NA	NA
3	glab	first	NA	NA	NA	NA	NA	NA	first	NA	NA	49	NA	NA	NA	NA
3	jaundy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	50	NA	NA	NA	NA
3	jaundy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	51	NA	NA	NA	NA
3	jaundy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	52	NA	NA	NA	NA
3	glab	second	NA	NA	NA	NA	NA	NA	second	NA	NA	53	NA	NA	NA	NA
