workerid	adjective	quiz_response	relevant_adjective	adj2_subj	text	adj2_disagreement	order_questionnaires	adj1_disagreement	correct_response	adj1_subj	adj1_response	slide_number	predicate2	predicate1	response	adj2_response
0	NA	NA	twell	NA	On our planet, many aliens fly ships like this...	NA	NA	NA	NA	NA	NA	76	twell	thompsy	0.77	NA
0	NA	NA	NONE	NA	For long distances, I use this...	NA	NA	NA	NA	NA	NA	77	twell	green	0.13	NA
0	NA	NA	green	NA	Ugh, I hate flying this...	NA	NA	NA	NA	NA	NA	78	thompsy	green	0.76	NA
0	NA	NA	thompsy	NA	Wow -- I like this...	NA	NA	NA	NA	NA	NA	79	green	thompsy	0.73	NA
0	NA	NA	twell	NA	Humans think all of our ships look like this...	NA	NA	NA	NA	NA	NA	80	twell	green	0.08	NA
0	NA	NA	NA	NA	NA	0.16	[1, 0]	0.71	NA	NA	NA	81	NA	NA	NA	NA
0	NA	NA	NA	0.14	NA	NA	[1, 0]	NA	NA	0.76	NA	82	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	NA	[1, 0]	NA	NA	NA	Legs	83	NA	NA	NA	Thin
1	thompsy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	6	NA	NA	NA	NA
1	thompsy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	7	NA	NA	NA	NA
1	glab	first	NA	NA	NA	NA	NA	NA	first	NA	NA	8	NA	NA	NA	NA
1	glab	second	NA	NA	NA	NA	NA	NA	second	NA	NA	9	NA	NA	NA	NA
1	thompsy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	10	NA	NA	NA	NA
1	thompsy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	11	NA	NA	NA	NA
1	thompsy	second	NA	NA	NA	NA	NA	NA	second	NA	NA	12	NA	NA	NA	NA
1	thompsy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	13	NA	NA	NA	NA
1	thompsy	second	NA	NA	NA	NA	NA	NA	second	NA	NA	14	NA	NA	NA	NA
1	thompsy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	15	NA	NA	NA	NA
1	glab	second	NA	NA	NA	NA	NA	NA	second	NA	NA	16	NA	NA	NA	NA
1	thompsy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	17	NA	NA	NA	NA
1	glab	first	NA	NA	NA	NA	NA	NA	second	NA	NA	18	NA	NA	NA	NA
1	glab	second	NA	NA	NA	NA	NA	NA	first	NA	NA	19	NA	NA	NA	NA
1	thompsy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	20	NA	NA	NA	NA
1	glab	second	NA	NA	NA	NA	NA	NA	second	NA	NA	21	NA	NA	NA	NA
1	thompsy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	22	NA	NA	NA	NA
1	thompsy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	23	NA	NA	NA	NA
1	glab	second	NA	NA	NA	NA	NA	NA	second	NA	NA	24	NA	NA	NA	NA
1	thompsy	second	NA	NA	NA	NA	NA	NA	second	NA	NA	25	NA	NA	NA	NA
1	glab	first	NA	NA	NA	NA	NA	NA	first	NA	NA	26	NA	NA	NA	NA
1	glab	second	NA	NA	NA	NA	NA	NA	second	NA	NA	27	NA	NA	NA	NA
1	thompsy	second	NA	NA	NA	NA	NA	NA	second	NA	NA	28	NA	NA	NA	NA
1	thompsy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	29	NA	NA	NA	NA
1	glab	first	NA	NA	NA	NA	NA	NA	first	NA	NA	30	NA	NA	NA	NA
1	glab	second	NA	NA	NA	NA	NA	NA	second	NA	NA	31	NA	NA	NA	NA
1	glab	first	NA	NA	NA	NA	NA	NA	first	NA	NA	32	NA	NA	NA	NA
1	thompsy	second	NA	NA	NA	NA	NA	NA	second	NA	NA	33	NA	NA	NA	NA
1	glab	first	NA	NA	NA	NA	NA	NA	first	NA	NA	34	NA	NA	NA	NA
1	glab	first	NA	NA	NA	NA	NA	NA	first	NA	NA	35	NA	NA	NA	NA
1	glab	second	NA	NA	NA	NA	NA	NA	second	NA	NA	36	NA	NA	NA	NA
1	thompsy	first	NA	NA	NA	NA	NA	NA	second	NA	NA	37	NA	NA	NA	NA
1	glab	second	NA	NA	NA	NA	NA	NA	second	NA	NA	38	NA	NA	NA	NA
1	glab	second	NA	NA	NA	NA	NA	NA	second	NA	NA	39	NA	NA	NA	NA
1	thompsy	second	NA	NA	NA	NA	NA	NA	second	NA	NA	40	NA	NA	NA	NA
1	glab	first	NA	NA	NA	NA	NA	NA	first	NA	NA	41	NA	NA	NA	NA
1	thompsy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	42	NA	NA	NA	NA
1	glab	second	NA	NA	NA	NA	NA	NA	second	NA	NA	43	NA	NA	NA	NA
1	thompsy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	44	NA	NA	NA	NA
1	glab	first	NA	NA	NA	NA	NA	NA	first	NA	NA	45	NA	NA	NA	NA
1	thompsy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	46	NA	NA	NA	NA
1	thompsy	second	NA	NA	NA	NA	NA	NA	second	NA	NA	47	NA	NA	NA	NA
1	glab	first	NA	NA	NA	NA	NA	NA	second	NA	NA	48	NA	NA	NA	NA
1	glab	second	NA	NA	NA	NA	NA	NA	second	NA	NA	49	NA	NA	NA	NA
1	glab	first	NA	NA	NA	NA	NA	NA	first	NA	NA	50	NA	NA	NA	NA
1	glab	second	NA	NA	NA	NA	NA	NA	second	NA	NA	51	NA	NA	NA	NA
1	thompsy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	52	NA	NA	NA	NA
1	thompsy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	53	NA	NA	NA	NA
1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	55	small	red	0.1	NA
1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	56	small	thompsy	0.11	NA
1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	57	glab	red	0.11	NA
1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	58	blue	thompsy	0.12	NA
1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	59	glab	big	0.8	NA
1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	60	red	small	0.9	NA
1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	61	glab	thompsy	0.15	NA
1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	62	thompsy	green	0.88	NA
1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	63	glab	green	0.84	NA
1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	64	glab	blue	0.84	NA
1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	65	small	blue	0.84	NA
1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	66	thompsy	big	0.82	NA
1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	67	small	glab	0.11	NA
1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	68	red	thompsy	0.17	NA
1	NA	NA	thompsy	NA	Ugh, I hate flying this...	NA	NA	NA	NA	NA	NA	70	thompsy	green	0.82	NA
1	NA	NA	blue	NA	What a nice color. I like flying this...	NA	NA	NA	NA	NA	NA	71	blue	thompsy	0.11	NA
1	NA	NA	thompsy	NA	I like ships of this type. My favorite one is this...	NA	NA	NA	NA	NA	NA	72	thompsy	glab	0.14	NA
1	NA	NA	glab	NA	On our planet, many aliens fly ships like this...	NA	NA	NA	NA	NA	NA	73	red	glab	0.14	NA
1	NA	NA	thompsy	NA	I really don&quotechart like ships like this...	NA	NA	NA	NA	NA	NA	74	thompsy	glab	0.14	NA
1	NA	NA	NONE	NA	My first ship had the same shape as this...	NA	NA	NA	NA	NA	NA	75	thompsy	green	0.83	NA
1	NA	NA	glab	NA	Wow -- I like this...	NA	NA	NA	NA	NA	NA	76	glab	green	0.91	NA
1	NA	NA	glab	NA	I like ships that have this color, like this...	NA	NA	NA	NA	NA	NA	77	glab	blue	0.8	NA
1	NA	NA	thompsy	NA	Humans think all of our ships look like this...	NA	NA	NA	NA	NA	NA	78	green	thompsy	0.14	NA
1	NA	NA	NONE	NA	For long distances, I use this...	NA	NA	NA	NA	NA	NA	79	glab	red	0.89	NA
1	NA	NA	green	NA	My friend used to fly this...	NA	NA	NA	NA	NA	NA	80	green	glab	0.09	NA
1	NA	NA	NA	NA	NA	NA	[1, 0]	NA	NA	NA	Plain	81	NA	NA	NA	Fancy
1	NA	NA	NA	0.4	NA	NA	[1, 0]	NA	NA	0.74	NA	82	NA	NA	NA	NA
1	NA	NA	NA	NA	NA	0.23	[1, 0]	0.23	NA	NA	NA	83	NA	NA	NA	NA
2	croochy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	6	NA	NA	NA	NA
2	croochy	second	NA	NA	NA	NA	NA	NA	second	NA	NA	7	NA	NA	NA	NA
2	glab	first	NA	NA	NA	NA	NA	NA	first	NA	NA	8	NA	NA	NA	NA
2	glab	first	NA	NA	NA	NA	NA	NA	first	NA	NA	9	NA	NA	NA	NA
2	glab	first	NA	NA	NA	NA	NA	NA	first	NA	NA	10	NA	NA	NA	NA
2	glab	second	NA	NA	NA	NA	NA	NA	second	NA	NA	11	NA	NA	NA	NA
2	glab	first	NA	NA	NA	NA	NA	NA	first	NA	NA	12	NA	NA	NA	NA
2	croochy	second	NA	NA	NA	NA	NA	NA	second	NA	NA	13	NA	NA	NA	NA
2	glab	first	NA	NA	NA	NA	NA	NA	first	NA	NA	14	NA	NA	NA	NA
2	glab	second	NA	NA	NA	NA	NA	NA	second	NA	NA	15	NA	NA	NA	NA
2	croochy	second	NA	NA	NA	NA	NA	NA	second	NA	NA	16	NA	NA	NA	NA
2	glab	first	NA	NA	NA	NA	NA	NA	first	NA	NA	17	NA	NA	NA	NA
2	croochy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	18	NA	NA	NA	NA
2	glab	second	NA	NA	NA	NA	NA	NA	second	NA	NA	19	NA	NA	NA	NA
2	glab	first	NA	NA	NA	NA	NA	NA	first	NA	NA	20	NA	NA	NA	NA
2	glab	first	NA	NA	NA	NA	NA	NA	first	NA	NA	21	NA	NA	NA	NA
2	croochy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	22	NA	NA	NA	NA
2	glab	second	NA	NA	NA	NA	NA	NA	second	NA	NA	23	NA	NA	NA	NA
2	glab	first	NA	NA	NA	NA	NA	NA	first	NA	NA	24	NA	NA	NA	NA
2	croochy	second	NA	NA	NA	NA	NA	NA	second	NA	NA	25	NA	NA	NA	NA
2	croochy	second	NA	NA	NA	NA	NA	NA	second	NA	NA	26	NA	NA	NA	NA
2	croochy	second	NA	NA	NA	NA	NA	NA	second	NA	NA	27	NA	NA	NA	NA
2	glab	first	NA	NA	NA	NA	NA	NA	first	NA	NA	28	NA	NA	NA	NA
2	glab	second	NA	NA	NA	NA	NA	NA	second	NA	NA	29	NA	NA	NA	NA
2	glab	first	NA	NA	NA	NA	NA	NA	first	NA	NA	30	NA	NA	NA	NA
2	croochy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	31	NA	NA	NA	NA
2	croochy	second	NA	NA	NA	NA	NA	NA	first	NA	NA	32	NA	NA	NA	NA
2	croochy	second	NA	NA	NA	NA	NA	NA	second	NA	NA	33	NA	NA	NA	NA
2	glab	first	NA	NA	NA	NA	NA	NA	first	NA	NA	34	NA	NA	NA	NA
2	croochy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	35	NA	NA	NA	NA
2	croochy	second	NA	NA	NA	NA	NA	NA	second	NA	NA	36	NA	NA	NA	NA
2	croochy	second	NA	NA	NA	NA	NA	NA	second	NA	NA	37	NA	NA	NA	NA
2	croochy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	38	NA	NA	NA	NA
2	glab	second	NA	NA	NA	NA	NA	NA	second	NA	NA	39	NA	NA	NA	NA
2	glab	second	NA	NA	NA	NA	NA	NA	second	NA	NA	40	NA	NA	NA	NA
2	croochy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	41	NA	NA	NA	NA
2	croochy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	42	NA	NA	NA	NA
2	glab	second	NA	NA	NA	NA	NA	NA	second	NA	NA	43	NA	NA	NA	NA
2	glab	first	NA	NA	NA	NA	NA	NA	first	NA	NA	44	NA	NA	NA	NA
2	croochy	second	NA	NA	NA	NA	NA	NA	second	NA	NA	45	NA	NA	NA	NA
2	croochy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	46	NA	NA	NA	NA
2	glab	first	NA	NA	NA	NA	NA	NA	first	NA	NA	47	NA	NA	NA	NA
2	glab	second	NA	NA	NA	NA	NA	NA	second	NA	NA	48	NA	NA	NA	NA
2	glab	second	NA	NA	NA	NA	NA	NA	second	NA	NA	49	NA	NA	NA	NA
2	croochy	second	NA	NA	NA	NA	NA	NA	second	NA	NA	50	NA	NA	NA	NA
2	croochy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	51	NA	NA	NA	NA
2	croochy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	52	NA	NA	NA	NA
2	croochy	second	NA	NA	NA	NA	NA	NA	second	NA	NA	53	NA	NA	NA	NA
2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	55	croochy	small	0.97	NA
2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	56	blue	big	0.93	NA
2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	57	glab	small	0.95	NA
2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	58	glab	blue	0.01	NA
2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	59	glab	big	0.99	NA
2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	60	small	red	0	NA
2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	61	red	croochy	0	NA
2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	62	red	big	0.96	NA
2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	63	glab	green	0	NA
2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	64	blue	croochy	0.99	NA
2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	65	glab	croochy	0.04	NA
2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	66	red	glab	0.05	NA
2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	67	croochy	green	0.02	NA
2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	68	big	croochy	0.03	NA
2	NA	NA	glab	NA	My friend used to fly this...	NA	NA	NA	NA	NA	NA	70	red	glab	0.96	NA
2	NA	NA	NONE	NA	Humans think all of our ships look like this...	NA	NA	NA	NA	NA	NA	71	glab	blue	0.05	NA
2	NA	NA	red	NA	For long distances, I use this...	NA	NA	NA	NA	NA	NA	72	red	glab	0.96	NA
2	NA	NA	croochy	NA	I like ships that have this color, like this...	NA	NA	NA	NA	NA	NA	73	glab	croochy	0.01	NA
2	NA	NA	croochy	NA	Wow -- I like this...	NA	NA	NA	NA	NA	NA	74	red	croochy	0.98	NA
2	NA	NA	NONE	NA	I really don&quotechart like ships like this...	NA	NA	NA	NA	NA	NA	75	red	croochy	0.96	NA
2	NA	NA	glab	NA	I like ships of this type. My favorite one is this...	NA	NA	NA	NA	NA	NA	76	glab	blue	0.04	NA
2	NA	NA	red	NA	On our planet, many aliens fly ships like this...	NA	NA	NA	NA	NA	NA	77	croochy	red	0.02	NA
2	NA	NA	croochy	NA	My first ship had the same shape as this...	NA	NA	NA	NA	NA	NA	78	croochy	blue	0.03	NA
2	NA	NA	croochy	NA	Ugh, I hate flying this...	NA	NA	NA	NA	NA	NA	79	croochy	glab	0.98	NA
2	NA	NA	glab	NA	What a nice color. I like flying this...	NA	NA	NA	NA	NA	NA	80	glab	red	0	NA
2	NA	NA	NA	0.04	NA	NA	[1, 0]	NA	NA	0.05	NA	81	NA	NA	NA	NA
2	NA	NA	NA	NA	NA	0.02	[1, 0]	1	NA	NA	NA	82	NA	NA	NA	NA
2	NA	NA	NA	NA	NA	NA	[1, 0]	NA	NA	NA	Spikey	83	NA	NA	NA	Thin
3	trunce	second	NA	NA	NA	NA	NA	NA	second	NA	NA	6	NA	NA	NA	NA
3	jaundy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	7	NA	NA	NA	NA
3	jaundy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	8	NA	NA	NA	NA
3	jaundy	second	NA	NA	NA	NA	NA	NA	second	NA	NA	9	NA	NA	NA	NA
3	jaundy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	10	NA	NA	NA	NA
3	trunce	first	NA	NA	NA	NA	NA	NA	first	NA	NA	11	NA	NA	NA	NA
3	jaundy	second	NA	NA	NA	NA	NA	NA	second	NA	NA	12	NA	NA	NA	NA
3	jaundy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	13	NA	NA	NA	NA
3	trunce	second	NA	NA	NA	NA	NA	NA	second	NA	NA	14	NA	NA	NA	NA
3	jaundy	first	NA	NA	NA	NA	NA	NA	second	NA	NA	15	NA	NA	NA	NA
3	trunce	first	NA	NA	NA	NA	NA	NA	first	NA	NA	16	NA	NA	NA	NA
3	trunce	first	NA	NA	NA	NA	NA	NA	first	NA	NA	17	NA	NA	NA	NA
3	jaundy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	18	NA	NA	NA	NA
3	jaundy	second	NA	NA	NA	NA	NA	NA	second	NA	NA	19	NA	NA	NA	NA
3	jaundy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	20	NA	NA	NA	NA
3	jaundy	second	NA	NA	NA	NA	NA	NA	second	NA	NA	21	NA	NA	NA	NA
3	jaundy	second	NA	NA	NA	NA	NA	NA	second	NA	NA	22	NA	NA	NA	NA
3	trunce	second	NA	NA	NA	NA	NA	NA	second	NA	NA	23	NA	NA	NA	NA
3	jaundy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	24	NA	NA	NA	NA
3	trunce	first	NA	NA	NA	NA	NA	NA	first	NA	NA	25	NA	NA	NA	NA
3	trunce	second	NA	NA	NA	NA	NA	NA	second	NA	NA	26	NA	NA	NA	NA
3	jaundy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	27	NA	NA	NA	NA
3	jaundy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	28	NA	NA	NA	NA
3	trunce	second	NA	NA	NA	NA	NA	NA	second	NA	NA	29	NA	NA	NA	NA
3	trunce	first	NA	NA	NA	NA	NA	NA	first	NA	NA	30	NA	NA	NA	NA
3	trunce	second	NA	NA	NA	NA	NA	NA	second	NA	NA	31	NA	NA	NA	NA
3	jaundy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	32	NA	NA	NA	NA
3	trunce	second	NA	NA	NA	NA	NA	NA	second	NA	NA	33	NA	NA	NA	NA
3	trunce	second	NA	NA	NA	NA	NA	NA	second	NA	NA	34	NA	NA	NA	NA
3	jaundy	second	NA	NA	NA	NA	NA	NA	second	NA	NA	35	NA	NA	NA	NA
3	trunce	second	NA	NA	NA	NA	NA	NA	second	NA	NA	36	NA	NA	NA	NA
3	trunce	second	NA	NA	NA	NA	NA	NA	second	NA	NA	37	NA	NA	NA	NA
3	jaundy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	38	NA	NA	NA	NA
3	jaundy	second	NA	NA	NA	NA	NA	NA	second	NA	NA	39	NA	NA	NA	NA
3	trunce	second	NA	NA	NA	NA	NA	NA	second	NA	NA	40	NA	NA	NA	NA
3	trunce	first	NA	NA	NA	NA	NA	NA	first	NA	NA	41	NA	NA	NA	NA
3	jaundy	second	NA	NA	NA	NA	NA	NA	first	NA	NA	42	NA	NA	NA	NA
3	jaundy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	43	NA	NA	NA	NA
3	trunce	second	NA	NA	NA	NA	NA	NA	second	NA	NA	44	NA	NA	NA	NA
3	jaundy	second	NA	NA	NA	NA	NA	NA	second	NA	NA	45	NA	NA	NA	NA
3	trunce	first	NA	NA	NA	NA	NA	NA	first	NA	NA	46	NA	NA	NA	NA
3	trunce	first	NA	NA	NA	NA	NA	NA	first	NA	NA	47	NA	NA	NA	NA
3	trunce	first	NA	NA	NA	NA	NA	NA	first	NA	NA	48	NA	NA	NA	NA
3	jaundy	second	NA	NA	NA	NA	NA	NA	second	NA	NA	49	NA	NA	NA	NA
3	trunce	first	NA	NA	NA	NA	NA	NA	first	NA	NA	50	NA	NA	NA	NA
3	trunce	second	NA	NA	NA	NA	NA	NA	second	NA	NA	51	NA	NA	NA	NA
3	jaundy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	52	NA	NA	NA	NA
3	trunce	second	NA	NA	NA	NA	NA	NA	second	NA	NA	53	NA	NA	NA	NA
