workerid	adjective	quiz_response	relevant_adjective	adj2_subj	text	adj2_disagreement	order_questionnaires	adj1_disagreement	correct_response	adj1_subj	adj1_response	slide_number	predicate2	predicate1	response	adj2_response
0	glab	second	NA	NA	NA	NA	NA	NA	second	NA	NA	26	NA	NA	NA	NA
0	glab	first	NA	NA	NA	NA	NA	NA	first	NA	NA	27	NA	NA	NA	NA
0	thompsy	second	NA	NA	NA	NA	NA	NA	second	NA	NA	28	NA	NA	NA	NA
0	thompsy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	29	NA	NA	NA	NA
0	glab	first	NA	NA	NA	NA	NA	NA	first	NA	NA	30	NA	NA	NA	NA
0	thompsy	second	NA	NA	NA	NA	NA	NA	second	NA	NA	31	NA	NA	NA	NA
0	glab	second	NA	NA	NA	NA	NA	NA	second	NA	NA	32	NA	NA	NA	NA
0	glab	first	NA	NA	NA	NA	NA	NA	first	NA	NA	33	NA	NA	NA	NA
0	thompsy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	34	NA	NA	NA	NA
0	thompsy	second	NA	NA	NA	NA	NA	NA	second	NA	NA	35	NA	NA	NA	NA
0	glab	second	NA	NA	NA	NA	NA	NA	second	NA	NA	36	NA	NA	NA	NA
0	glab	first	NA	NA	NA	NA	NA	NA	first	NA	NA	37	NA	NA	NA	NA
0	glab	second	NA	NA	NA	NA	NA	NA	second	NA	NA	38	NA	NA	NA	NA
0	glab	first	NA	NA	NA	NA	NA	NA	first	NA	NA	39	NA	NA	NA	NA
0	glab	first	NA	NA	NA	NA	NA	NA	first	NA	NA	40	NA	NA	NA	NA
0	thompsy	second	NA	NA	NA	NA	NA	NA	second	NA	NA	41	NA	NA	NA	NA
0	glab	first	NA	NA	NA	NA	NA	NA	first	NA	NA	42	NA	NA	NA	NA
0	thompsy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	43	NA	NA	NA	NA
0	glab	first	NA	NA	NA	NA	NA	NA	first	NA	NA	44	NA	NA	NA	NA
0	thompsy	second	NA	NA	NA	NA	NA	NA	second	NA	NA	45	NA	NA	NA	NA
0	thompsy	second	NA	NA	NA	NA	NA	NA	second	NA	NA	46	NA	NA	NA	NA
0	glab	second	NA	NA	NA	NA	NA	NA	second	NA	NA	47	NA	NA	NA	NA
0	thompsy	second	NA	NA	NA	NA	NA	NA	second	NA	NA	48	NA	NA	NA	NA
0	glab	second	NA	NA	NA	NA	NA	NA	second	NA	NA	49	NA	NA	NA	NA
0	thompsy	second	NA	NA	NA	NA	NA	NA	second	NA	NA	50	NA	NA	NA	NA
0	glab	second	NA	NA	NA	NA	NA	NA	second	NA	NA	51	NA	NA	NA	NA
0	glab	second	NA	NA	NA	NA	NA	NA	second	NA	NA	52	NA	NA	NA	NA
0	thompsy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	53	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	55	thompsy	small	1	NA
0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	56	glab	big	1	NA
0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	57	green	thompsy	0	NA
0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	58	red	big	1	NA
0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	59	thompsy	red	1	NA
0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	60	blue	glab	1	NA
0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	61	big	thompsy	0	NA
0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	62	small	green	0	NA
0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	63	big	green	0	NA
0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	64	glab	small	1	NA
0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	65	thompsy	glab	1	NA
0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	66	blue	thompsy	0	NA
0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	67	glab	red	1	NA
0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	68	glab	green	1	NA
0	NA	NA	thompsy	NA	Humans think all of our ships look like this...	NA	NA	NA	NA	NA	NA	70	green	thompsy	0	NA
0	NA	NA	NONE	NA	What a nice color. I like flying this...	NA	NA	NA	NA	NA	NA	71	glab	blue	0	NA
0	NA	NA	NONE	NA	For long distances, I use this...	NA	NA	NA	NA	NA	NA	72	green	thompsy	0	NA
0	NA	NA	glab	NA	My friend used to fly this...	NA	NA	NA	NA	NA	NA	73	glab	green	1	NA
0	NA	NA	thompsy	NA	On our planet, many aliens fly ships like this...	NA	NA	NA	NA	NA	NA	74	red	thompsy	0	NA
0	NA	NA	thompsy	NA	Ugh, I hate flying this...	NA	NA	NA	NA	NA	NA	75	thompsy	glab	0	NA
0	NA	NA	thompsy	NA	Wow -- I like this...	NA	NA	NA	NA	NA	NA	76	thompsy	glab	0	NA
0	NA	NA	blue	NA	I like ships of this type. My favorite one is this...	NA	NA	NA	NA	NA	NA	77	thompsy	blue	1	NA
0	NA	NA	glab	NA	I really don&quotechart like ships like this...	NA	NA	NA	NA	NA	NA	78	green	glab	0	NA
0	NA	NA	blue	NA	I like ships that have this color, like this...	NA	NA	NA	NA	NA	NA	79	glab	blue	1	NA
0	NA	NA	glab	NA	My first ship had the same shape as this...	NA	NA	NA	NA	NA	NA	80	glab	blue	1	NA
0	NA	NA	NA	0.69	NA	NA	[0, 1]	NA	NA	0.86	NA	81	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	0.02	[0, 1]	0	NA	NA	NA	82	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	NA	[0, 1]	NA	NA	NA	Clean borders	83	NA	NA	NA	Cone-like shape
1	twell	first	NA	NA	NA	NA	NA	NA	first	NA	NA	6	NA	NA	NA	NA
1	thompsy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	7	NA	NA	NA	NA
1	thompsy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	8	NA	NA	NA	NA
1	thompsy	second	NA	NA	NA	NA	NA	NA	second	NA	NA	9	NA	NA	NA	NA
1	thompsy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	10	NA	NA	NA	NA
1	thompsy	second	NA	NA	NA	NA	NA	NA	second	NA	NA	11	NA	NA	NA	NA
1	thompsy	second	NA	NA	NA	NA	NA	NA	second	NA	NA	12	NA	NA	NA	NA
1	twell	first	NA	NA	NA	NA	NA	NA	first	NA	NA	13	NA	NA	NA	NA
1	twell	first	NA	NA	NA	NA	NA	NA	first	NA	NA	14	NA	NA	NA	NA
1	twell	second	NA	NA	NA	NA	NA	NA	second	NA	NA	15	NA	NA	NA	NA
1	thompsy	second	NA	NA	NA	NA	NA	NA	second	NA	NA	16	NA	NA	NA	NA
1	twell	second	NA	NA	NA	NA	NA	NA	second	NA	NA	17	NA	NA	NA	NA
1	twell	second	NA	NA	NA	NA	NA	NA	second	NA	NA	18	NA	NA	NA	NA
1	twell	first	NA	NA	NA	NA	NA	NA	first	NA	NA	19	NA	NA	NA	NA
1	twell	first	NA	NA	NA	NA	NA	NA	first	NA	NA	20	NA	NA	NA	NA
1	thompsy	second	NA	NA	NA	NA	NA	NA	second	NA	NA	21	NA	NA	NA	NA
1	thompsy	second	NA	NA	NA	NA	NA	NA	second	NA	NA	22	NA	NA	NA	NA
1	twell	second	NA	NA	NA	NA	NA	NA	second	NA	NA	23	NA	NA	NA	NA
1	twell	second	NA	NA	NA	NA	NA	NA	second	NA	NA	24	NA	NA	NA	NA
1	thompsy	second	NA	NA	NA	NA	NA	NA	second	NA	NA	25	NA	NA	NA	NA
1	twell	second	NA	NA	NA	NA	NA	NA	second	NA	NA	26	NA	NA	NA	NA
1	thompsy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	27	NA	NA	NA	NA
1	twell	first	NA	NA	NA	NA	NA	NA	first	NA	NA	28	NA	NA	NA	NA
1	twell	first	NA	NA	NA	NA	NA	NA	first	NA	NA	29	NA	NA	NA	NA
1	twell	second	NA	NA	NA	NA	NA	NA	second	NA	NA	30	NA	NA	NA	NA
1	thompsy	second	NA	NA	NA	NA	NA	NA	second	NA	NA	31	NA	NA	NA	NA
1	thompsy	second	NA	NA	NA	NA	NA	NA	second	NA	NA	32	NA	NA	NA	NA
1	twell	second	NA	NA	NA	NA	NA	NA	second	NA	NA	33	NA	NA	NA	NA
1	thompsy	second	NA	NA	NA	NA	NA	NA	second	NA	NA	34	NA	NA	NA	NA
1	twell	first	NA	NA	NA	NA	NA	NA	first	NA	NA	35	NA	NA	NA	NA
1	thompsy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	36	NA	NA	NA	NA
1	twell	second	NA	NA	NA	NA	NA	NA	second	NA	NA	37	NA	NA	NA	NA
1	twell	second	NA	NA	NA	NA	NA	NA	second	NA	NA	38	NA	NA	NA	NA
1	thompsy	second	NA	NA	NA	NA	NA	NA	second	NA	NA	39	NA	NA	NA	NA
1	twell	second	NA	NA	NA	NA	NA	NA	second	NA	NA	40	NA	NA	NA	NA
1	thompsy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	41	NA	NA	NA	NA
1	twell	second	NA	NA	NA	NA	NA	NA	second	NA	NA	42	NA	NA	NA	NA
1	thompsy	second	NA	NA	NA	NA	NA	NA	second	NA	NA	43	NA	NA	NA	NA
1	thompsy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	44	NA	NA	NA	NA
1	twell	second	NA	NA	NA	NA	NA	NA	second	NA	NA	45	NA	NA	NA	NA
1	twell	first	NA	NA	NA	NA	NA	NA	first	NA	NA	46	NA	NA	NA	NA
1	twell	first	NA	NA	NA	NA	NA	NA	first	NA	NA	47	NA	NA	NA	NA
1	twell	second	NA	NA	NA	NA	NA	NA	second	NA	NA	48	NA	NA	NA	NA
1	thompsy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	49	NA	NA	NA	NA
1	thompsy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	50	NA	NA	NA	NA
1	thompsy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	51	NA	NA	NA	NA
1	thompsy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	52	NA	NA	NA	NA
1	thompsy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	53	NA	NA	NA	NA
1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	55	small	twell	0.07	NA
1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	56	green	small	0.93	NA
1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	57	green	twell	0.97	NA
1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	58	thompsy	blue	0.02	NA
1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	59	green	big	0.95	NA
1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	60	thompsy	big	0.97	NA
1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	61	thompsy	twell	0.95	NA
1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	62	twell	blue	0.02	NA
1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	63	big	green	0.02	NA
1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	64	small	thompsy	0.02	NA
1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	65	twell	big	0.95	NA
1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	66	thompsy	red	0.02	NA
1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	67	green	thompsy	0.98	NA
1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	68	red	twell	0.95	NA
1	NA	NA	twell	NA	I really don&quotechart like ships like this...	NA	NA	NA	NA	NA	NA	70	twell	red	0.01	NA
1	NA	NA	green	NA	I like ships of this type. My favorite one is this...	NA	NA	NA	NA	NA	NA	71	green	thompsy	0.97	NA
1	NA	NA	NONE	NA	My first ship had the same shape as this...	NA	NA	NA	NA	NA	NA	72	thompsy	blue	0.01	NA
1	NA	NA	thompsy	NA	My friend used to fly this...	NA	NA	NA	NA	NA	NA	73	twell	thompsy	0.02	NA
1	NA	NA	twell	NA	Ugh, I hate flying this...	NA	NA	NA	NA	NA	NA	74	green	twell	0.95	NA
1	NA	NA	blue	NA	On our planet, many aliens fly ships like this...	NA	NA	NA	NA	NA	NA	75	blue	twell	0.95	NA
1	NA	NA	NONE	NA	I like ships that have this color, like this...	NA	NA	NA	NA	NA	NA	76	twell	blue	0.06	NA
1	NA	NA	twell	NA	What a nice color. I like flying this...	NA	NA	NA	NA	NA	NA	77	red	twell	0.97	NA
1	NA	NA	thompsy	NA	For long distances, I use this...	NA	NA	NA	NA	NA	NA	78	thompsy	twell	0.05	NA
1	NA	NA	thompsy	NA	Humans think all of our ships look like this...	NA	NA	NA	NA	NA	NA	79	thompsy	green	0.05	NA
1	NA	NA	thompsy	NA	Wow -- I like this...	NA	NA	NA	NA	NA	NA	80	thompsy	red	0.03	NA
1	NA	NA	NA	NA	NA	NA	[0, 1]	NA	NA	NA	aerodynamic	81	NA	NA	NA	narrow
1	NA	NA	NA	NA	NA	0.2	[0, 1]	0.76	NA	NA	NA	82	NA	NA	NA	NA
1	NA	NA	NA	0.12	NA	NA	[0, 1]	NA	NA	0.84	NA	83	NA	NA	NA	NA
2	trunce	first	NA	NA	NA	NA	NA	NA	first	NA	NA	6	NA	NA	NA	NA
2	trunce	second	NA	NA	NA	NA	NA	NA	second	NA	NA	7	NA	NA	NA	NA
2	jaundy	second	NA	NA	NA	NA	NA	NA	second	NA	NA	8	NA	NA	NA	NA
2	trunce	second	NA	NA	NA	NA	NA	NA	second	NA	NA	9	NA	NA	NA	NA
2	jaundy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	10	NA	NA	NA	NA
2	jaundy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	11	NA	NA	NA	NA
2	trunce	first	NA	NA	NA	NA	NA	NA	first	NA	NA	12	NA	NA	NA	NA
2	trunce	first	NA	NA	NA	NA	NA	NA	first	NA	NA	13	NA	NA	NA	NA
2	jaundy	second	NA	NA	NA	NA	NA	NA	second	NA	NA	14	NA	NA	NA	NA
2	jaundy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	15	NA	NA	NA	NA
2	jaundy	second	NA	NA	NA	NA	NA	NA	second	NA	NA	16	NA	NA	NA	NA
2	jaundy	second	NA	NA	NA	NA	NA	NA	first	NA	NA	17	NA	NA	NA	NA
2	trunce	second	NA	NA	NA	NA	NA	NA	second	NA	NA	18	NA	NA	NA	NA
2	jaundy	first	NA	NA	NA	NA	NA	NA	second	NA	NA	19	NA	NA	NA	NA
2	jaundy	second	NA	NA	NA	NA	NA	NA	second	NA	NA	20	NA	NA	NA	NA
2	jaundy	first	NA	NA	NA	NA	NA	NA	second	NA	NA	21	NA	NA	NA	NA
2	trunce	second	NA	NA	NA	NA	NA	NA	second	NA	NA	22	NA	NA	NA	NA
2	trunce	first	NA	NA	NA	NA	NA	NA	first	NA	NA	23	NA	NA	NA	NA
2	trunce	first	NA	NA	NA	NA	NA	NA	first	NA	NA	24	NA	NA	NA	NA
2	trunce	first	NA	NA	NA	NA	NA	NA	first	NA	NA	25	NA	NA	NA	NA
2	jaundy	second	NA	NA	NA	NA	NA	NA	second	NA	NA	26	NA	NA	NA	NA
2	jaundy	second	NA	NA	NA	NA	NA	NA	second	NA	NA	27	NA	NA	NA	NA
2	jaundy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	28	NA	NA	NA	NA
2	jaundy	second	NA	NA	NA	NA	NA	NA	second	NA	NA	29	NA	NA	NA	NA
2	jaundy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	30	NA	NA	NA	NA
2	jaundy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	31	NA	NA	NA	NA
2	jaundy	second	NA	NA	NA	NA	NA	NA	second	NA	NA	32	NA	NA	NA	NA
2	trunce	second	NA	NA	NA	NA	NA	NA	second	NA	NA	33	NA	NA	NA	NA
2	jaundy	second	NA	NA	NA	NA	NA	NA	second	NA	NA	34	NA	NA	NA	NA
2	jaundy	second	NA	NA	NA	NA	NA	NA	second	NA	NA	35	NA	NA	NA	NA
2	trunce	first	NA	NA	NA	NA	NA	NA	first	NA	NA	36	NA	NA	NA	NA
2	trunce	first	NA	NA	NA	NA	NA	NA	first	NA	NA	37	NA	NA	NA	NA
2	trunce	second	NA	NA	NA	NA	NA	NA	second	NA	NA	38	NA	NA	NA	NA
2	jaundy	second	NA	NA	NA	NA	NA	NA	second	NA	NA	39	NA	NA	NA	NA
2	trunce	first	NA	NA	NA	NA	NA	NA	first	NA	NA	40	NA	NA	NA	NA
2	trunce	first	NA	NA	NA	NA	NA	NA	first	NA	NA	41	NA	NA	NA	NA
2	trunce	first	NA	NA	NA	NA	NA	NA	first	NA	NA	42	NA	NA	NA	NA
2	trunce	second	NA	NA	NA	NA	NA	NA	second	NA	NA	43	NA	NA	NA	NA
2	trunce	first	NA	NA	NA	NA	NA	NA	first	NA	NA	44	NA	NA	NA	NA
2	trunce	first	NA	NA	NA	NA	NA	NA	first	NA	NA	45	NA	NA	NA	NA
2	jaundy	second	NA	NA	NA	NA	NA	NA	second	NA	NA	46	NA	NA	NA	NA
2	jaundy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	47	NA	NA	NA	NA
2	jaundy	second	NA	NA	NA	NA	NA	NA	second	NA	NA	48	NA	NA	NA	NA
2	trunce	second	NA	NA	NA	NA	NA	NA	second	NA	NA	49	NA	NA	NA	NA
2	trunce	first	NA	NA	NA	NA	NA	NA	first	NA	NA	50	NA	NA	NA	NA
2	jaundy	second	NA	NA	NA	NA	NA	NA	second	NA	NA	51	NA	NA	NA	NA
2	trunce	second	NA	NA	NA	NA	NA	NA	second	NA	NA	52	NA	NA	NA	NA
2	trunce	first	NA	NA	NA	NA	NA	NA	second	NA	NA	53	NA	NA	NA	NA
2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	55	blue	trunce	0.02	NA
2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	56	green	jaundy	0.04	NA
2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	57	trunce	green	0.03	NA
2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	58	trunce	red	0	NA
2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	59	jaundy	trunce	0	NA
2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	60	red	jaundy	0	NA
2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	61	jaundy	big	1	NA
2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	62	jaundy	blue	0.16	NA
2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	63	small	green	0.11	NA
2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	64	trunce	small	0.95	NA
2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	65	small	jaundy	0.91	NA
2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	66	small	blue	0.16	NA
2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	67	trunce	big	0.04	NA
2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	68	green	small	0.63	NA
2	NA	NA	trunce	NA	I like ships of this type. My favorite one is this...	NA	NA	NA	NA	NA	NA	70	jaundy	trunce	0.1	NA
2	NA	NA	trunce	NA	On our planet, many aliens fly ships like this...	NA	NA	NA	NA	NA	NA	71	blue	trunce	0.06	NA
2	NA	NA	jaundy	NA	Wow -- I like this...	NA	NA	NA	NA	NA	NA	72	blue	jaundy	0.84	NA
2	NA	NA	NONE	NA	I really don&quotechart like ships like this...	NA	NA	NA	NA	NA	NA	73	jaundy	green	0.89	NA
2	NA	NA	jaundy	NA	What a nice color. I like flying this...	NA	NA	NA	NA	NA	NA	74	blue	jaundy	0.76	NA
2	NA	NA	green	NA	For long distances, I use this...	NA	NA	NA	NA	NA	NA	75	jaundy	green	0.93	NA
2	NA	NA	NONE	NA	I like ships that have this color, like this...	NA	NA	NA	NA	NA	NA	76	blue	trunce	0.83	NA
2	NA	NA	jaundy	NA	Ugh, I hate flying this...	NA	NA	NA	NA	NA	NA	77	jaundy	blue	0.18	NA
2	NA	NA	green	NA	Humans think all of our ships look like this...	NA	NA	NA	NA	NA	NA	78	trunce	green	0.78	NA
2	NA	NA	trunce	NA	My friend used to fly this...	NA	NA	NA	NA	NA	NA	79	red	trunce	0.34	NA
2	NA	NA	trunce	NA	My first ship had the same shape as this...	NA	NA	NA	NA	NA	NA	80	trunce	jaundy	0.56	NA
2	NA	NA	NA	0	NA	NA	[1, 0]	NA	NA	1	NA	81	NA	NA	NA	NA
2	NA	NA	NA	NA	NA	0	[1, 0]	1	NA	NA	NA	82	NA	NA	NA	NA
2	NA	NA	NA	NA	NA	NA	[1, 0]	NA	NA	NA	No extendors on the space ship	83	NA	NA	NA	Tall
3	croochy	second	NA	NA	NA	NA	NA	NA	second	NA	NA	6	NA	NA	NA	NA
3	croochy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	7	NA	NA	NA	NA
3	croochy	second	NA	NA	NA	NA	NA	NA	second	NA	NA	8	NA	NA	NA	NA
3	croochy	second	NA	NA	NA	NA	NA	NA	second	NA	NA	9	NA	NA	NA	NA
3	croochy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	10	NA	NA	NA	NA
3	croochy	second	NA	NA	NA	NA	NA	NA	second	NA	NA	11	NA	NA	NA	NA
3	glab	first	NA	NA	NA	NA	NA	NA	first	NA	NA	12	NA	NA	NA	NA
3	glab	second	NA	NA	NA	NA	NA	NA	second	NA	NA	13	NA	NA	NA	NA
3	croochy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	14	NA	NA	NA	NA
3	croochy	second	NA	NA	NA	NA	NA	NA	second	NA	NA	15	NA	NA	NA	NA
3	croochy	second	NA	NA	NA	NA	NA	NA	second	NA	NA	16	NA	NA	NA	NA
3	glab	first	NA	NA	NA	NA	NA	NA	first	NA	NA	17	NA	NA	NA	NA
3	croochy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	18	NA	NA	NA	NA
3	croochy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	19	NA	NA	NA	NA
3	glab	second	NA	NA	NA	NA	NA	NA	second	NA	NA	20	NA	NA	NA	NA
3	croochy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	21	NA	NA	NA	NA
3	glab	second	NA	NA	NA	NA	NA	NA	second	NA	NA	22	NA	NA	NA	NA
3	croochy	second	NA	NA	NA	NA	NA	NA	second	NA	NA	23	NA	NA	NA	NA
3	croochy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	24	NA	NA	NA	NA
3	glab	first	NA	NA	NA	NA	NA	NA	first	NA	NA	25	NA	NA	NA	NA
3	glab	second	NA	NA	NA	NA	NA	NA	second	NA	NA	26	NA	NA	NA	NA
3	glab	first	NA	NA	NA	NA	NA	NA	first	NA	NA	27	NA	NA	NA	NA
3	glab	second	NA	NA	NA	NA	NA	NA	second	NA	NA	28	NA	NA	NA	NA
3	glab	first	NA	NA	NA	NA	NA	NA	first	NA	NA	29	NA	NA	NA	NA
3	glab	second	NA	NA	NA	NA	NA	NA	second	NA	NA	30	NA	NA	NA	NA
3	glab	second	NA	NA	NA	NA	NA	NA	second	NA	NA	31	NA	NA	NA	NA
3	glab	first	NA	NA	NA	NA	NA	NA	first	NA	NA	32	NA	NA	NA	NA
3	glab	second	NA	NA	NA	NA	NA	NA	second	NA	NA	33	NA	NA	NA	NA
3	croochy	second	NA	NA	NA	NA	NA	NA	second	NA	NA	34	NA	NA	NA	NA
3	croochy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	35	NA	NA	NA	NA
3	croochy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	36	NA	NA	NA	NA
3	croochy	second	NA	NA	NA	NA	NA	NA	second	NA	NA	37	NA	NA	NA	NA
3	glab	first	NA	NA	NA	NA	NA	NA	first	NA	NA	38	NA	NA	NA	NA
3	glab	first	NA	NA	NA	NA	NA	NA	first	NA	NA	39	NA	NA	NA	NA
3	glab	first	NA	NA	NA	NA	NA	NA	first	NA	NA	40	NA	NA	NA	NA
3	croochy	second	NA	NA	NA	NA	NA	NA	second	NA	NA	41	NA	NA	NA	NA
3	glab	first	NA	NA	NA	NA	NA	NA	first	NA	NA	42	NA	NA	NA	NA
3	croochy	second	NA	NA	NA	NA	NA	NA	second	NA	NA	43	NA	NA	NA	NA
3	croochy	second	NA	NA	NA	NA	NA	NA	second	NA	NA	44	NA	NA	NA	NA
3	glab	first	NA	NA	NA	NA	NA	NA	first	NA	NA	45	NA	NA	NA	NA
3	croochy	second	NA	NA	NA	NA	NA	NA	second	NA	NA	46	NA	NA	NA	NA
3	glab	second	NA	NA	NA	NA	NA	NA	second	NA	NA	47	NA	NA	NA	NA
3	croochy	first	NA	NA	NA	NA	NA	NA	first	NA	NA	48	NA	NA	NA	NA
3	glab	first	NA	NA	NA	NA	NA	NA	first	NA	NA	49	NA	NA	NA	NA
3	glab	first	NA	NA	NA	NA	NA	NA	first	NA	NA	50	NA	NA	NA	NA
3	glab	first	NA	NA	NA	NA	NA	NA	first	NA	NA	51	NA	NA	NA	NA
3	glab	second	NA	NA	NA	NA	NA	NA	second	NA	NA	52	NA	NA	NA	NA
3	croochy	second	NA	NA	NA	NA	NA	NA	second	NA	NA	53	NA	NA	NA	NA
