workerid	adjective	quiz_response	adj2_disagreement	adj2_subj	enteredText	iteration	order_questionnaires	adj1_disagreement	response	correct_response	adj1_subj	adj1_response	slide_number	predicate2	predicate1	correct	adj2_response	ADJ2OrADJ1First	ADJ2OrColorFirst	ADJ1OrColorFirst
0	NA	NA	NA	NA	blue    	NA	NA	NA	NA	NA	NA	NA	78	NA	NA	correct	NA	Q_	R_COLOR	S_COLOR
0	NA	NA	NA	NA	green juints   	NA	NA	NA	NA	NA	NA	NA	79	NA	NA	correct	NA	Q_ADJ2	R_COLOR_ADJ2	S_COLOR
0	NA	NA	NA	NA	green phoys juints  	NA	NA	NA	NA	NA	NA	NA	80	NA	NA	correct	NA	Q_ADJ1_ADJ2	R_COLOR_ADJ2	S_COLOR_ADJ1
0	NA	NA	NA	NA	Blue phoys	NA	NA	NA	NA	NA	NA	NA	82	NA	NA	correct	NA	Q_ADJ1	R_	S_ADJ1
0	NA	NA	NA	NA	green phoys	NA	NA	NA	NA	NA	NA	NA	83	NA	NA	correct	NA	Q_ADJ1	R_COLOR	S_COLOR_ADJ1
0	NA	NA	NA	NA	green phoys juints	NA	NA	NA	NA	NA	NA	NA	84	NA	NA	correct	NA	Q_ADJ1_ADJ2	R_COLOR_ADJ2	S_COLOR_ADJ1
0	NA	NA	NA	NA	green juints	NA	NA	NA	NA	NA	NA	NA	85	NA	NA	correct	NA	Q_ADJ2	R_COLOR_ADJ2	S_COLOR
0	NA	NA	NA	NA	green phoys	NA	NA	NA	NA	NA	NA	NA	86	NA	NA	correct	NA	Q_ADJ1	R_COLOR	S_COLOR_ADJ1
0	NA	NA	NA	NA	blue phoys	NA	NA	NA	NA	NA	NA	NA	87	NA	NA	correct	NA	Q_ADJ1	R_COLOR	S_COLOR_ADJ1
0	NA	NA	NA	NA	red juints	NA	NA	NA	NA	NA	NA	NA	88	NA	NA	correct	NA	Q_ADJ2	R_COLOR_ADJ2	S_COLOR
0	NA	NA	NA	NA	blue juints	NA	NA	NA	NA	NA	NA	NA	89	NA	NA	correct	NA	Q_ADJ2	R_COLOR_ADJ2	S_COLOR
0	NA	NA	NA	NA	blue juints	NA	NA	NA	NA	NA	NA	NA	90	NA	NA	correct	NA	Q_ADJ2	R_COLOR_ADJ2	S_COLOR
0	NA	NA	NA	NA	red phoys	NA	NA	NA	NA	NA	NA	NA	91	NA	NA	correct	NA	Q_ADJ1	R_COLOR	S_COLOR_ADJ1
0	NA	NA	NA	NA	red juints	NA	NA	NA	NA	NA	NA	NA	92	NA	NA	correct	NA	Q_ADJ2	R_COLOR_ADJ2	S_COLOR
0	NA	NA	NA	NA	green juints	NA	NA	NA	NA	NA	NA	NA	93	NA	NA	correct	NA	Q_ADJ2	R_COLOR_ADJ2	S_COLOR
0	NA	NA	NA	NA	green juints	NA	NA	NA	NA	NA	NA	NA	94	NA	NA	correct	NA	Q_ADJ2	R_COLOR_ADJ2	S_COLOR
0	NA	NA	NA	NA	red phoys	NA	NA	NA	NA	NA	NA	NA	95	NA	NA	correct	NA	Q_ADJ1	R_COLOR	S_COLOR_ADJ1
0	NA	NA	NA	NA	green juints	NA	NA	NA	NA	NA	NA	NA	96	NA	NA	correct	NA	Q_ADJ2	R_COLOR_ADJ2	S_COLOR
0	NA	NA	NA	NA	red phoys juints	NA	NA	NA	NA	NA	NA	NA	97	NA	NA	correct	NA	Q_ADJ1_ADJ2	R_COLOR_ADJ2	S_COLOR_ADJ1
0	NA	NA	NA	NA	red phoys	NA	NA	NA	NA	NA	NA	NA	98	NA	NA	correct	NA	Q_ADJ1	R_COLOR	S_COLOR_ADJ1
0	NA	NA	NA	NA	red phoys juints 	NA	NA	NA	NA	NA	NA	NA	99	NA	NA	correct	NA	Q_ADJ1_ADJ2	R_COLOR_ADJ2	S_COLOR_ADJ1
0	NA	NA	NA	NA	green phoys juints	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	correct	NA	Q_ADJ1_ADJ2	R_COLOR_ADJ2	S_COLOR_ADJ1
0	NA	NA	NA	NA	red phoys	NA	NA	NA	NA	NA	NA	NA	101	NA	NA	correct	NA	Q_ADJ1	R_COLOR	S_COLOR_ADJ1
0	NA	NA	NA	NA	blue phoys	NA	NA	NA	NA	NA	NA	NA	102	NA	NA	correct	NA	Q_ADJ1	R_COLOR	S_COLOR_ADJ1
0	NA	NA	NA	NA	green phoys juints	NA	NA	NA	NA	NA	NA	NA	103	NA	NA	correct	NA	Q_ADJ1_ADJ2	R_COLOR_ADJ2	S_COLOR_ADJ1
0	NA	NA	NA	NA	red phoys juints	NA	NA	NA	NA	NA	NA	NA	104	NA	NA	correct	NA	Q_ADJ1_ADJ2	R_COLOR_ADJ2	S_COLOR_ADJ1
0	NA	NA	NA	NA	green phoys	NA	NA	NA	NA	NA	NA	NA	105	NA	NA	correct	NA	Q_ADJ1	R_COLOR	S_COLOR_ADJ1
0	NA	NA	NA	NA	blue	NA	NA	NA	NA	NA	NA	NA	106	NA	NA	correct	NA	Q_	R_COLOR	S_COLOR
0	NA	NA	NA	NA	blue juints	NA	NA	NA	NA	NA	NA	NA	107	NA	NA	correct	NA	Q_ADJ2	R_COLOR_ADJ2	S_COLOR
0	NA	NA	NA	NA	green phoys	NA	NA	NA	NA	NA	NA	NA	109	NA	NA	correct	NA	Q_ADJ1	R_COLOR	S_COLOR_ADJ1
0	NA	NA	NA	NA	NA	0	NA	NA	1	NA	NA	NA	136	blue	big	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	0	NA	NA	1	NA	NA	NA	137	juints	big	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	0	NA	NA	1	NA	NA	NA	138	phoys	red	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	0	NA	NA	1	NA	NA	NA	139	phoys	green	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	0	NA	NA	0	NA	NA	NA	140	blue	phoys	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	0	NA	NA	0	NA	NA	NA	141	red	juints	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	0	NA	NA	0.48	NA	NA	NA	142	juints	phoys	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	0	NA	NA	1	NA	NA	NA	143	phoys	small	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	0	NA	NA	0.48	NA	NA	NA	144	juints	phoys	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	0	NA	NA	1	NA	NA	NA	145	juints	small	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	0	NA	NA	0	NA	NA	NA	146	blue	juints	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	0	NA	NA	0	NA	NA	NA	147	big	phoys	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	0	NA	NA	1	NA	NA	NA	148	juints	green	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	0	NA	NA	1	NA	NA	NA	149	blue	big	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	0	NA	NA	1	NA	NA	NA	150	green	small	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	1	NA	NA	0.49	NA	NA	NA	151	phoys	juints	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	1	NA	NA	0	NA	NA	NA	152	green	juints	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	1	NA	NA	0	NA	NA	NA	153	red	juints	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	1	NA	NA	0	NA	NA	NA	154	small	green	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	1	NA	NA	0	NA	NA	NA	155	big	green	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	1	NA	NA	0	NA	NA	NA	156	blue	juints	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	1	NA	NA	0	NA	NA	NA	157	small	red	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	1	NA	NA	1	NA	NA	NA	158	phoys	big	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	1	NA	NA	1	NA	NA	NA	159	juints	small	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	1	NA	NA	0	NA	NA	NA	160	small	phoys	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	1	NA	NA	0.49	NA	NA	NA	161	juints	phoys	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	1	NA	NA	0.98	NA	NA	NA	162	phoys	red	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	1	NA	NA	0	NA	NA	NA	163	green	phoys	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	1	NA	NA	1	NA	NA	NA	164	juints	big	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	1	NA	NA	1	NA	NA	NA	165	phoys	blue	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	2	NA	NA	0	NA	NA	NA	166	big	red	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	2	NA	NA	1	NA	NA	NA	167	phoys	small	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	2	NA	NA	1	NA	NA	NA	168	phoys	green	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	2	NA	NA	1	NA	NA	NA	169	red	small	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	2	NA	NA	1	NA	NA	NA	170	red	big	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	2	NA	NA	0.48	NA	NA	NA	171	juints	phoys	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	2	NA	NA	1	NA	NA	NA	172	phoys	red	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	2	NA	NA	0	NA	NA	NA	173	big	phoys	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	2	NA	NA	0	NA	NA	NA	174	blue	juints	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	2	NA	NA	0	NA	NA	NA	175	green	juints	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	2	NA	NA	0.47	NA	NA	NA	176	phoys	juints	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	2	NA	NA	1	NA	NA	NA	177	juints	small	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	2	NA	NA	1	NA	NA	NA	178	phoys	blue	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	2	NA	NA	1	NA	NA	NA	179	juints	big	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	2	NA	NA	0	NA	NA	NA	180	red	juints	NA	NA	NA	NA	NA
0	NA	NA	NA	0.06	NA	NA	[0, 1]	NA	NA	NA	0.06	NA	181	NA	NA	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	NA	[0, 1]	NA	NA	NA	NA	Legless	182	NA	NA	NA	Skinny	NA	NA	NA
0	NA	NA	0	NA	NA	NA	[0, 1]	0.26	NA	NA	NA	NA	183	NA	NA	NA	NA	NA	NA	NA
1	milbed	second	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	6	NA	NA	NA	NA	NA	NA	NA
1	milbed	first	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	7	NA	NA	NA	NA	NA	NA	NA
1	milbed	first	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	8	NA	NA	NA	NA	NA	NA	NA
1	jite	second	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	9	NA	NA	NA	NA	NA	NA	NA
1	jite	first	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	10	NA	NA	NA	NA	NA	NA	NA
1	jite	first	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	11	NA	NA	NA	NA	NA	NA	NA
1	milbed	first	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	12	NA	NA	NA	NA	NA	NA	NA
1	milbed	second	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	13	NA	NA	NA	NA	NA	NA	NA
1	jite	first	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	14	NA	NA	NA	NA	NA	NA	NA
1	milbed	second	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	15	NA	NA	NA	NA	NA	NA	NA
1	milbed	first	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	16	NA	NA	NA	NA	NA	NA	NA
1	jite	second	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	17	NA	NA	NA	NA	NA	NA	NA
1	milbed	second	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	18	NA	NA	NA	NA	NA	NA	NA
1	jite	first	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	19	NA	NA	NA	NA	NA	NA	NA
1	milbed	first	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	20	NA	NA	NA	NA	NA	NA	NA
1	milbed	second	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	21	NA	NA	NA	NA	NA	NA	NA
1	jite	second	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	22	NA	NA	NA	NA	NA	NA	NA
1	jite	first	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	23	NA	NA	NA	NA	NA	NA	NA
1	milbed	first	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	24	NA	NA	NA	NA	NA	NA	NA
1	jite	first	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	25	NA	NA	NA	NA	NA	NA	NA
1	jite	first	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	26	NA	NA	NA	NA	NA	NA	NA
1	jite	first	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	27	NA	NA	NA	NA	NA	NA	NA
1	milbed	second	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	28	NA	NA	NA	NA	NA	NA	NA
1	jite	first	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	29	NA	NA	NA	NA	NA	NA	NA
1	milbed	first	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	30	NA	NA	NA	NA	NA	NA	NA
1	jite	first	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	31	NA	NA	NA	NA	NA	NA	NA
1	jite	first	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	32	NA	NA	NA	NA	NA	NA	NA
1	milbed	first	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	33	NA	NA	NA	NA	NA	NA	NA
1	milbed	first	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	34	NA	NA	NA	NA	NA	NA	NA
1	jite	first	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	35	NA	NA	NA	NA	NA	NA	NA
1	jite	first	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	36	NA	NA	NA	NA	NA	NA	NA
1	milbed	second	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	37	NA	NA	NA	NA	NA	NA	NA
1	milbed	second	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	38	NA	NA	NA	NA	NA	NA	NA
1	milbed	first	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	39	NA	NA	NA	NA	NA	NA	NA
1	jite	first	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	40	NA	NA	NA	NA	NA	NA	NA
1	milbed	second	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	41	NA	NA	NA	NA	NA	NA	NA
1	milbed	second	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	42	NA	NA	NA	NA	NA	NA	NA
1	jite	second	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	43	NA	NA	NA	NA	NA	NA	NA
1	milbed	first	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	44	NA	NA	NA	NA	NA	NA	NA
1	jite	second	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	45	NA	NA	NA	NA	NA	NA	NA
1	jite	second	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	46	NA	NA	NA	NA	NA	NA	NA
1	jite	second	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	47	NA	NA	NA	NA	NA	NA	NA
1	milbed	second	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	48	NA	NA	NA	NA	NA	NA	NA
1	milbed	first	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	49	NA	NA	NA	NA	NA	NA	NA
1	milbed	second	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	50	NA	NA	NA	NA	NA	NA	NA
1	jite	first	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	51	NA	NA	NA	NA	NA	NA	NA
1	jite	first	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	52	NA	NA	NA	NA	NA	NA	NA
1	jite	second	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	53	NA	NA	NA	NA	NA	NA	NA
1	NA	NA	NA	NA	the milbed spaceship  	NA	NA	NA	NA	NA	NA	NA	55	NA	NA	correct	NA	Q_ADJ2	R_ADJ2	S_
1	NA	NA	NA	NA	the milbed spaceship  	NA	NA	NA	NA	NA	NA	NA	56	NA	NA	correct	NA	Q_ADJ2	R_ADJ2	S_
1	NA	NA	NA	NA	the jite spaceship  	NA	NA	NA	NA	NA	NA	NA	57	NA	NA	correct	NA	Q_ADJ1	R_	S_ADJ1
1	NA	NA	NA	NA	the jite spaceship  	NA	NA	NA	NA	NA	NA	NA	58	NA	NA	correct	NA	Q_ADJ1	R_	S_ADJ1
1	NA	NA	NA	NA	the green spaceship  	NA	NA	NA	NA	NA	NA	NA	59	NA	NA	correct	NA	Q_	R_COLOR	S_COLOR
1	NA	NA	NA	NA	the green spaceship  	NA	NA	NA	NA	NA	NA	NA	60	NA	NA	correct	NA	Q_	R_COLOR	S_COLOR
1	NA	NA	NA	NA	the blue spaceship  	NA	NA	NA	NA	NA	NA	NA	61	NA	NA	correct	NA	Q_	R_COLOR	S_COLOR
