workerid	adjective	quiz_response	adj2_disagreement	adj2_subj	enteredText	iteration	order_questionnaires	adj1_disagreement	response	correct_response	adj1_subj	adj1_response	slide_number	predicate2	predicate1	correct	adj2_response	ADJ2OrADJ1First	ADJ2OrColorFirst	ADJ1OrColorFirst
0	NA	NA	NA	NA	NA	1	NA	NA	1	NA	NA	NA	159	clou	blue	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	1	NA	NA	1	NA	NA	NA	160	blue	small	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	1	NA	NA	0	NA	NA	NA	161	red	clou	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	1	NA	NA	1	NA	NA	NA	162	anns	green	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	1	NA	NA	1	NA	NA	NA	163	red	small	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	1	NA	NA	1	NA	NA	NA	164	clou	green	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	1	NA	NA	0	NA	NA	NA	165	blue	anns	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	2	NA	NA	0	NA	NA	NA	166	clou	anns	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	2	NA	NA	1	NA	NA	NA	167	clou	blue	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	2	NA	NA	1	NA	NA	NA	168	anns	red	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	2	NA	NA	1	NA	NA	NA	169	clou	red	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	2	NA	NA	1	NA	NA	NA	170	clou	big	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	2	NA	NA	1	NA	NA	NA	171	anns	green	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	2	NA	NA	0	NA	NA	NA	172	small	red	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	2	NA	NA	0	NA	NA	NA	173	blue	anns	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	2	NA	NA	1	NA	NA	NA	174	anns	big	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	2	NA	NA	0	NA	NA	NA	175	small	blue	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	2	NA	NA	0	NA	NA	NA	176	green	clou	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	2	NA	NA	1	NA	NA	NA	177	clou	small	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	2	NA	NA	0	NA	NA	NA	178	small	blue	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	2	NA	NA	1	NA	NA	NA	179	anns	clou	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	2	NA	NA	1	NA	NA	NA	180	anns	small	NA	NA	NA	NA	NA
0	NA	NA	0	NA	NA	NA	[0, 1]	1	NA	NA	NA	NA	181	NA	NA	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	NA	[0, 1]	NA	NA	NA	NA	Spiky	182	NA	NA	NA	Long	NA	NA	NA
0	NA	NA	NA	0	NA	NA	[0, 1]	NA	NA	NA	1	NA	183	NA	NA	NA	NA	NA	NA	NA
1	grirped	second	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	6	NA	NA	NA	NA	NA	NA	NA
1	grirped	first	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	7	NA	NA	NA	NA	NA	NA	NA
1	muic	first	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	8	NA	NA	NA	NA	NA	NA	NA
1	grirped	second	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	9	NA	NA	NA	NA	NA	NA	NA
1	grirped	first	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	10	NA	NA	NA	NA	NA	NA	NA
1	grirped	second	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	11	NA	NA	NA	NA	NA	NA	NA
1	grirped	first	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	12	NA	NA	NA	NA	NA	NA	NA
1	grirped	second	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	13	NA	NA	NA	NA	NA	NA	NA
1	muic	first	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	14	NA	NA	NA	NA	NA	NA	NA
1	muic	first	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	15	NA	NA	NA	NA	NA	NA	NA
1	muic	first	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	16	NA	NA	NA	NA	NA	NA	NA
1	grirped	second	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	17	NA	NA	NA	NA	NA	NA	NA
1	grirped	first	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	18	NA	NA	NA	NA	NA	NA	NA
1	grirped	second	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	19	NA	NA	NA	NA	NA	NA	NA
1	grirped	second	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	20	NA	NA	NA	NA	NA	NA	NA
1	muic	first	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	21	NA	NA	NA	NA	NA	NA	NA
1	muic	first	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	22	NA	NA	NA	NA	NA	NA	NA
1	muic	first	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	23	NA	NA	NA	NA	NA	NA	NA
1	muic	first	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	24	NA	NA	NA	NA	NA	NA	NA
1	muic	first	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	25	NA	NA	NA	NA	NA	NA	NA
1	muic	second	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	26	NA	NA	NA	NA	NA	NA	NA
1	grirped	first	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	27	NA	NA	NA	NA	NA	NA	NA
1	muic	first	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	28	NA	NA	NA	NA	NA	NA	NA
1	muic	second	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	29	NA	NA	NA	NA	NA	NA	NA
1	grirped	second	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	30	NA	NA	NA	NA	NA	NA	NA
1	muic	first	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	31	NA	NA	NA	NA	NA	NA	NA
1	grirped	second	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	32	NA	NA	NA	NA	NA	NA	NA
1	grirped	second	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	33	NA	NA	NA	NA	NA	NA	NA
1	muic	first	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	34	NA	NA	NA	NA	NA	NA	NA
1	grirped	second	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	35	NA	NA	NA	NA	NA	NA	NA
1	muic	second	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	36	NA	NA	NA	NA	NA	NA	NA
1	grirped	second	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	37	NA	NA	NA	NA	NA	NA	NA
1	grirped	first	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	38	NA	NA	NA	NA	NA	NA	NA
1	muic	first	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	39	NA	NA	NA	NA	NA	NA	NA
1	muic	first	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	40	NA	NA	NA	NA	NA	NA	NA
1	grirped	second	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	41	NA	NA	NA	NA	NA	NA	NA
1	muic	first	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	42	NA	NA	NA	NA	NA	NA	NA
1	muic	first	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	43	NA	NA	NA	NA	NA	NA	NA
1	muic	first	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	44	NA	NA	NA	NA	NA	NA	NA
1	muic	first	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	45	NA	NA	NA	NA	NA	NA	NA
1	grirped	second	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	46	NA	NA	NA	NA	NA	NA	NA
1	grirped	second	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	47	NA	NA	NA	NA	NA	NA	NA
1	muic	second	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	48	NA	NA	NA	NA	NA	NA	NA
1	muic	second	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	49	NA	NA	NA	NA	NA	NA	NA
1	grirped	first	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	50	NA	NA	NA	NA	NA	NA	NA
1	grirped	second	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	51	NA	NA	NA	NA	NA	NA	NA
1	grirped	first	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	52	NA	NA	NA	NA	NA	NA	NA
1	muic	first	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	53	NA	NA	NA	NA	NA	NA	NA
1	NA	NA	NA	NA	the spaceship muic grirped green	NA	NA	NA	NA	NA	NA	NA	55	NA	NA	inconsistent	NA	Q_ADJ1_ADJ2	R_ADJ2_COLOR	S_ADJ1_COLOR
1	NA	NA	NA	NA	the red spaceship grirped blue	NA	NA	NA	NA	NA	NA	NA	56	NA	NA	inconsistent	NA	Q_ADJ2	R_COLOR_ADJ2_COLOR	S_COLOR_COLOR
1	NA	NA	NA	NA	    	NA	NA	NA	NA	NA	NA	NA	57	NA	NA	inconsistent	NA	Q_	R_	S_
1	NA	NA	NA	NA	    	NA	NA	NA	NA	NA	NA	NA	58	NA	NA	inconsistent	NA	Q_	R_	S_
1	NA	NA	NA	NA	    	NA	NA	NA	NA	NA	NA	NA	59	NA	NA	inconsistent	NA	Q_	R_	S_
