workerid	adjective	quiz_response	adj2_disagreement	adj2_subj	enteredText	iteration	order_questionnaires	adj1_disagreement	response	correct_response	adj1_subj	adj1_response	slide_number	predicate2	predicate1	correct	adj2_response	ADJ2OrADJ1First	ADJ2OrColorFirst	ADJ1OrColorFirst
0	thomps	second	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	32	NA	NA	NA	NA	NA	NA	NA
0	hafs	first	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	33	NA	NA	NA	NA	NA	NA	NA
0	hafs	second	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	34	NA	NA	NA	NA	NA	NA	NA
0	thomps	first	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	35	NA	NA	NA	NA	NA	NA	NA
0	hafs	second	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	36	NA	NA	NA	NA	NA	NA	NA
0	thomps	first	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	37	NA	NA	NA	NA	NA	NA	NA
0	thomps	second	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	38	NA	NA	NA	NA	NA	NA	NA
0	thomps	first	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	39	NA	NA	NA	NA	NA	NA	NA
0	hafs	first	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	40	NA	NA	NA	NA	NA	NA	NA
0	hafs	first	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	41	NA	NA	NA	NA	NA	NA	NA
0	hafs	first	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	42	NA	NA	NA	NA	NA	NA	NA
0	thomps	first	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	43	NA	NA	NA	NA	NA	NA	NA
0	hafs	first	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	44	NA	NA	NA	NA	NA	NA	NA
0	hafs	second	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	45	NA	NA	NA	NA	NA	NA	NA
0	hafs	second	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	46	NA	NA	NA	NA	NA	NA	NA
0	thomps	first	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	47	NA	NA	NA	NA	NA	NA	NA
0	hafs	first	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	48	NA	NA	NA	NA	NA	NA	NA
0	thomps	first	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	49	NA	NA	NA	NA	NA	NA	NA
0	thomps	first	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	50	NA	NA	NA	NA	NA	NA	NA
0	thomps	first	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	51	NA	NA	NA	NA	NA	NA	NA
0	hafs	second	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	52	NA	NA	NA	NA	NA	NA	NA
0	thomps	first	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	53	NA	NA	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	red hafs   	NA	NA	NA	NA	NA	NA	NA	55	NA	NA	correct	NA	Q_ADJ1	R_COLOR	S_COLOR_ADJ1
0	NA	NA	NA	NA	blue hafs   	NA	NA	NA	NA	NA	NA	NA	56	NA	NA	correct	NA	Q_ADJ1	R_COLOR	S_COLOR_ADJ1
0	NA	NA	NA	NA	red hafs spaceship  	NA	NA	NA	NA	NA	NA	NA	57	NA	NA	correct	NA	Q_ADJ1	R_COLOR	S_COLOR_ADJ1
0	NA	NA	NA	NA	red hafs spaceship  	NA	NA	NA	NA	NA	NA	NA	58	NA	NA	underspecified	NA	Q_ADJ1	R_COLOR	S_COLOR_ADJ1
0	NA	NA	NA	NA	red hafs spaceship  	NA	NA	NA	NA	NA	NA	NA	59	NA	NA	correct	NA	Q_ADJ1	R_COLOR	S_COLOR_ADJ1
0	NA	NA	NA	NA	blue thomps hafs  	NA	NA	NA	NA	NA	NA	NA	60	NA	NA	inconsistent	NA	Q_ADJ2_ADJ1	R_COLOR_ADJ2	S_COLOR_ADJ1
0	NA	NA	NA	NA	green hafs spaceship  	NA	NA	NA	NA	NA	NA	NA	61	NA	NA	underspecified	NA	Q_ADJ1	R_COLOR	S_COLOR_ADJ1
0	NA	NA	NA	NA	red hafs   	NA	NA	NA	NA	NA	NA	NA	62	NA	NA	correct	NA	Q_ADJ1	R_COLOR	S_COLOR_ADJ1
0	NA	NA	NA	NA	blue hafs   	NA	NA	NA	NA	NA	NA	NA	63	NA	NA	inconsistent	NA	Q_ADJ1	R_COLOR	S_COLOR_ADJ1
0	NA	NA	NA	NA	red thomps   	NA	NA	NA	NA	NA	NA	NA	64	NA	NA	correct	NA	Q_ADJ2	R_COLOR_ADJ2	S_COLOR
0	NA	NA	NA	NA	green hafs   	NA	NA	NA	NA	NA	NA	NA	65	NA	NA	correct	NA	Q_ADJ1	R_COLOR	S_COLOR_ADJ1
0	NA	NA	NA	NA	red hafs   	NA	NA	NA	NA	NA	NA	NA	66	NA	NA	correct	NA	Q_ADJ1	R_COLOR	S_COLOR_ADJ1
0	NA	NA	NA	NA	green hafs   	NA	NA	NA	NA	NA	NA	NA	67	NA	NA	correct	NA	Q_ADJ1	R_COLOR	S_COLOR_ADJ1
0	NA	NA	NA	NA	blue hafs spaceship  	NA	NA	NA	NA	NA	NA	NA	68	NA	NA	underspecified	NA	Q_ADJ1	R_COLOR	S_COLOR_ADJ1
0	NA	NA	NA	NA	green hafs   	NA	NA	NA	NA	NA	NA	NA	69	NA	NA	correct	NA	Q_ADJ1	R_COLOR	S_COLOR_ADJ1
0	NA	NA	NA	NA	green hafs   	NA	NA	NA	NA	NA	NA	NA	70	NA	NA	correct	NA	Q_ADJ1	R_COLOR	S_COLOR_ADJ1
0	NA	NA	NA	NA	blue thomps   	NA	NA	NA	NA	NA	NA	NA	71	NA	NA	correct	NA	Q_ADJ2	R_COLOR_ADJ2	S_COLOR
0	NA	NA	NA	NA	blue hafs   	NA	NA	NA	NA	NA	NA	NA	72	NA	NA	correct	NA	Q_ADJ1	R_COLOR	S_COLOR_ADJ1
0	NA	NA	NA	NA	blue thomps   	NA	NA	NA	NA	NA	NA	NA	73	NA	NA	correct	NA	Q_ADJ2	R_COLOR_ADJ2	S_COLOR
0	NA	NA	NA	NA	green hafs   	NA	NA	NA	NA	NA	NA	NA	74	NA	NA	underspecified	NA	Q_ADJ1	R_COLOR	S_COLOR_ADJ1
0	NA	NA	NA	NA	green thomps   	NA	NA	NA	NA	NA	NA	NA	75	NA	NA	correct	NA	Q_ADJ2	R_COLOR_ADJ2	S_COLOR
0	NA	NA	NA	NA	blue hafs   	NA	NA	NA	NA	NA	NA	NA	76	NA	NA	underspecified	NA	Q_ADJ1	R_COLOR	S_COLOR_ADJ1
0	NA	NA	NA	NA	red hafs   	NA	NA	NA	NA	NA	NA	NA	77	NA	NA	correct	NA	Q_ADJ1	R_COLOR	S_COLOR_ADJ1
0	NA	NA	NA	NA	blue hafs   	NA	NA	NA	NA	NA	NA	NA	78	NA	NA	correct	NA	Q_ADJ1	R_COLOR	S_COLOR_ADJ1
0	NA	NA	NA	NA	green hafs   	NA	NA	NA	NA	NA	NA	NA	79	NA	NA	correct	NA	Q_ADJ1	R_COLOR	S_COLOR_ADJ1
0	NA	NA	NA	NA	green thomps   	NA	NA	NA	NA	NA	NA	NA	80	NA	NA	correct	NA	Q_ADJ2	R_COLOR_ADJ2	S_COLOR
0	NA	NA	NA	NA	the blue hafs 	NA	NA	NA	NA	NA	NA	NA	82	NA	NA	correct	NA	Q_ADJ1	R_COLOR	S_COLOR_ADJ1
0	NA	NA	NA	NA	red hafs	NA	NA	NA	NA	NA	NA	NA	83	NA	NA	correct	NA	Q_ADJ1	R_COLOR	S_COLOR_ADJ1
0	NA	NA	NA	NA	red hafs	NA	NA	NA	NA	NA	NA	NA	84	NA	NA	correct	NA	Q_ADJ1	R_COLOR	S_COLOR_ADJ1
0	NA	NA	NA	NA	blue hafs	NA	NA	NA	NA	NA	NA	NA	85	NA	NA	correct	NA	Q_ADJ1	R_COLOR	S_COLOR_ADJ1
0	NA	NA	NA	NA	blue hafs	NA	NA	NA	NA	NA	NA	NA	86	NA	NA	underspecified	NA	Q_ADJ1	R_COLOR	S_COLOR_ADJ1
0	NA	NA	NA	NA	red hafs	NA	NA	NA	NA	NA	NA	NA	87	NA	NA	underspecified	NA	Q_ADJ1	R_COLOR	S_COLOR_ADJ1
0	NA	NA	NA	NA	green hafs	NA	NA	NA	NA	NA	NA	NA	88	NA	NA	underspecified	NA	Q_ADJ1	R_COLOR	S_COLOR_ADJ1
0	NA	NA	NA	NA	blue hafs	NA	NA	NA	NA	NA	NA	NA	89	NA	NA	underspecified	NA	Q_ADJ1	R_COLOR	S_COLOR_ADJ1
0	NA	NA	NA	NA	blue hafs spaceship	NA	NA	NA	NA	NA	NA	NA	90	NA	NA	wrong	NA	Q_ADJ1	R_COLOR	S_COLOR_ADJ1
0	NA	NA	NA	NA	Blue thomps hafs	NA	NA	NA	NA	NA	NA	NA	109	NA	NA	correct	NA	Q_ADJ2_ADJ1	R_ADJ2	S_ADJ1
0	NA	NA	NA	NA	Red thomps hafs	NA	NA	NA	NA	NA	NA	NA	110	NA	NA	correct	NA	Q_ADJ2_ADJ1	R_ADJ2	S_ADJ1
0	NA	NA	NA	NA	red hafs	NA	NA	NA	NA	NA	NA	NA	111	NA	NA	correct	NA	Q_ADJ1	R_COLOR	S_COLOR_ADJ1
0	NA	NA	NA	NA	green hafs	NA	NA	NA	NA	NA	NA	NA	112	NA	NA	correct	NA	Q_ADJ1	R_COLOR	S_COLOR_ADJ1
0	NA	NA	NA	NA	blue hafs	NA	NA	NA	NA	NA	NA	NA	113	NA	NA	correct	NA	Q_ADJ1	R_COLOR	S_COLOR_ADJ1
0	NA	NA	NA	NA	blue hafs thomps	NA	NA	NA	NA	NA	NA	NA	114	NA	NA	inconsistent	NA	Q_ADJ1_ADJ2	R_COLOR_ADJ2	S_COLOR_ADJ1
0	NA	NA	NA	NA	blue thomps	NA	NA	NA	NA	NA	NA	NA	115	NA	NA	correct	NA	Q_ADJ2	R_COLOR_ADJ2	S_COLOR
0	NA	NA	NA	NA	green hafs	NA	NA	NA	NA	NA	NA	NA	116	NA	NA	correct	NA	Q_ADJ1	R_COLOR	S_COLOR_ADJ1
0	NA	NA	NA	NA	green thomps hafs	NA	NA	NA	NA	NA	NA	NA	117	NA	NA	correct	NA	Q_ADJ2_ADJ1	R_COLOR_ADJ2	S_COLOR_ADJ1
0	NA	NA	NA	NA	blue thomps hafs	NA	NA	NA	NA	NA	NA	NA	118	NA	NA	correct	NA	Q_ADJ2_ADJ1	R_COLOR_ADJ2	S_COLOR_ADJ1
0	NA	NA	NA	NA	red hafs	NA	NA	NA	NA	NA	NA	NA	119	NA	NA	correct	NA	Q_ADJ1	R_COLOR	S_COLOR_ADJ1
0	NA	NA	NA	NA	blue thomps	NA	NA	NA	NA	NA	NA	NA	120	NA	NA	correct	NA	Q_ADJ2	R_COLOR_ADJ2	S_COLOR
0	NA	NA	NA	NA	green hafs	NA	NA	NA	NA	NA	NA	NA	121	NA	NA	correct	NA	Q_ADJ1	R_COLOR	S_COLOR_ADJ1
0	NA	NA	NA	NA	green thomps	NA	NA	NA	NA	NA	NA	NA	122	NA	NA	correct	NA	Q_ADJ2	R_COLOR_ADJ2	S_COLOR
0	NA	NA	NA	NA	green hafs	NA	NA	NA	NA	NA	NA	NA	123	NA	NA	correct	NA	Q_ADJ1	R_COLOR	S_COLOR_ADJ1
0	NA	NA	NA	NA	green hafs	NA	NA	NA	NA	NA	NA	NA	124	NA	NA	correct	NA	Q_ADJ1	R_COLOR	S_COLOR_ADJ1
0	NA	NA	NA	NA	red hafs	NA	NA	NA	NA	NA	NA	NA	125	NA	NA	correct	NA	Q_ADJ1	R_COLOR	S_COLOR_ADJ1
0	NA	NA	NA	NA	blue thomps hafs	NA	NA	NA	NA	NA	NA	NA	126	NA	NA	correct	NA	Q_ADJ2_ADJ1	R_COLOR_ADJ2	S_COLOR_ADJ1
0	NA	NA	NA	NA	blue hafs	NA	NA	NA	NA	NA	NA	NA	127	NA	NA	correct	NA	Q_ADJ1	R_COLOR	S_COLOR_ADJ1
0	NA	NA	NA	NA	red hafs	NA	NA	NA	NA	NA	NA	NA	128	NA	NA	correct	NA	Q_ADJ1	R_COLOR	S_COLOR_ADJ1
0	NA	NA	NA	NA	red thomps hafs	NA	NA	NA	NA	NA	NA	NA	129	NA	NA	correct	NA	Q_ADJ2_ADJ1	R_COLOR_ADJ2	S_COLOR_ADJ1
0	NA	NA	NA	NA	red hafs	NA	NA	NA	NA	NA	NA	NA	130	NA	NA	correct	NA	Q_ADJ1	R_COLOR	S_COLOR_ADJ1
0	NA	NA	NA	NA	green thomps hafs	NA	NA	NA	NA	NA	NA	NA	131	NA	NA	correct	NA	Q_ADJ2_ADJ1	R_COLOR_ADJ2	S_COLOR_ADJ1
0	NA	NA	NA	NA	blue thomps hafs	NA	NA	NA	NA	NA	NA	NA	132	NA	NA	inconsistent	NA	Q_ADJ2_ADJ1	R_COLOR_ADJ2	S_COLOR_ADJ1
0	NA	NA	NA	NA	green thomps	NA	NA	NA	NA	NA	NA	NA	133	NA	NA	correct	NA	Q_ADJ2	R_COLOR_ADJ2	S_COLOR
0	NA	NA	NA	NA	red thomps	NA	NA	NA	NA	NA	NA	NA	134	NA	NA	correct	NA	Q_ADJ2	R_COLOR_ADJ2	S_COLOR
0	NA	NA	NA	NA	NA	0	NA	NA	0.88	NA	NA	NA	136	red	small	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	0	NA	NA	0.26	NA	NA	NA	137	hafs	thomps	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	0	NA	NA	0.68	NA	NA	NA	138	thomps	small	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	0	NA	NA	0.23	NA	NA	NA	139	red	hafs	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	0	NA	NA	0.25	NA	NA	NA	140	thomps	hafs	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	0	NA	NA	0.99	NA	NA	NA	141	red	big	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	0	NA	NA	0.8	NA	NA	NA	142	hafs	green	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	0	NA	NA	0.21	NA	NA	NA	143	red	thomps	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	0	NA	NA	0.19	NA	NA	NA	144	small	hafs	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	0	NA	NA	0.27	NA	NA	NA	145	blue	hafs	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	0	NA	NA	0.91	NA	NA	NA	146	green	big	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	0	NA	NA	0.12	NA	NA	NA	147	green	thomps	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	0	NA	NA	0.86	NA	NA	NA	148	thomps	big	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	0	NA	NA	0.07	NA	NA	NA	149	blue	thomps	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	0	NA	NA	0.18	NA	NA	NA	150	big	hafs	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	1	NA	NA	0.88	NA	NA	NA	151	hafs	blue	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	1	NA	NA	0.86	NA	NA	NA	152	red	small	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	1	NA	NA	0.14	NA	NA	NA	153	green	thomps	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	1	NA	NA	0.88	NA	NA	NA	154	thomps	hafs	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	1	NA	NA	0.87	NA	NA	NA	155	hafs	big	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	1	NA	NA	0.84	NA	NA	NA	156	thomps	small	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	1	NA	NA	0.13	NA	NA	NA	157	small	hafs	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	1	NA	NA	0.16	NA	NA	NA	158	red	thomps	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	1	NA	NA	0.19	NA	NA	NA	159	green	hafs	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	1	NA	NA	0.19	NA	NA	NA	160	thomps	hafs	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	1	NA	NA	0.09	NA	NA	NA	161	big	thomps	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	1	NA	NA	0.22	NA	NA	NA	162	blue	thomps	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	1	NA	NA	0.93	NA	NA	NA	163	blue	small	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	1	NA	NA	0.89	NA	NA	NA	164	hafs	red	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	1	NA	NA	0.09	NA	NA	NA	165	small	green	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	2	NA	NA	0.06	NA	NA	NA	166	big	thomps	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	2	NA	NA	0.03	NA	NA	NA	167	small	blue	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	2	NA	NA	0.09	NA	NA	NA	168	green	thomps	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	2	NA	NA	0.06	NA	NA	NA	169	blue	hafs	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	2	NA	NA	0.12	NA	NA	NA	170	small	thomps	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	2	NA	NA	0.91	NA	NA	NA	171	hafs	green	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	2	NA	NA	0.88	NA	NA	NA	172	green	small	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	2	NA	NA	0.12	NA	NA	NA	173	small	hafs	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	2	NA	NA	0.09	NA	NA	NA	174	hafs	thomps	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	2	NA	NA	0.07	NA	NA	NA	175	red	thomps	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	2	NA	NA	0.87	NA	NA	NA	176	hafs	big	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	2	NA	NA	0.09	NA	NA	NA	177	hafs	thomps	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	2	NA	NA	0.17	NA	NA	NA	178	blue	thomps	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	2	NA	NA	0.93	NA	NA	NA	179	blue	small	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	2	NA	NA	0.06	NA	NA	NA	180	red	hafs	NA	NA	NA	NA	NA
0	NA	NA	0.77	NA	NA	NA	[1, 0]	0.39	NA	NA	NA	NA	181	NA	NA	NA	NA	NA	NA	NA
0	NA	NA	NA	NA	NA	NA	[1, 0]	NA	NA	NA	NA	wide	182	NA	NA	NA	narrow	NA	NA	NA
0	NA	NA	NA	0.26	NA	NA	[1, 0]	NA	NA	NA	0.51	NA	183	NA	NA	NA	NA	NA	NA	NA
1	dwake	first	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	6	NA	NA	NA	NA	NA	NA	NA
1	dwake	first	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	7	NA	NA	NA	NA	NA	NA	NA
1	dwake	first	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	8	NA	NA	NA	NA	NA	NA	NA
1	grirped	second	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	9	NA	NA	NA	NA	NA	NA	NA
1	dwake	second	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	10	NA	NA	NA	NA	NA	NA	NA
1	dwake	first	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	11	NA	NA	NA	NA	NA	NA	NA
1	grirped	second	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	12	NA	NA	NA	NA	NA	NA	NA
1	grirped	first	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	13	NA	NA	NA	NA	NA	NA	NA
1	grirped	second	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	14	NA	NA	NA	NA	NA	NA	NA
1	grirped	second	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	15	NA	NA	NA	NA	NA	NA	NA
1	dwake	second	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	16	NA	NA	NA	NA	NA	NA	NA
1	grirped	first	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	17	NA	NA	NA	NA	NA	NA	NA
1	dwake	first	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	18	NA	NA	NA	NA	NA	NA	NA
1	grirped	second	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	19	NA	NA	NA	NA	NA	NA	NA
1	dwake	first	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	20	NA	NA	NA	NA	NA	NA	NA
1	grirped	second	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	21	NA	NA	NA	NA	NA	NA	NA
1	grirped	second	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	22	NA	NA	NA	NA	NA	NA	NA
1	grirped	first	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	23	NA	NA	NA	NA	NA	NA	NA
1	grirped	second	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	24	NA	NA	NA	NA	NA	NA	NA
1	grirped	second	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	25	NA	NA	NA	NA	NA	NA	NA
1	dwake	first	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	26	NA	NA	NA	NA	NA	NA	NA
1	grirped	first	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	27	NA	NA	NA	NA	NA	NA	NA
1	grirped	second	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	28	NA	NA	NA	NA	NA	NA	NA
1	dwake	first	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	29	NA	NA	NA	NA	NA	NA	NA
1	grirped	second	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	30	NA	NA	NA	NA	NA	NA	NA
1	dwake	first	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	31	NA	NA	NA	NA	NA	NA	NA
1	dwake	second	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	32	NA	NA	NA	NA	NA	NA	NA
1	grirped	first	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	33	NA	NA	NA	NA	NA	NA	NA
1	dwake	first	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	34	NA	NA	NA	NA	NA	NA	NA
1	dwake	first	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	35	NA	NA	NA	NA	NA	NA	NA
1	grirped	second	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	36	NA	NA	NA	NA	NA	NA	NA
1	grirped	first	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	37	NA	NA	NA	NA	NA	NA	NA
1	dwake	first	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	38	NA	NA	NA	NA	NA	NA	NA
1	grirped	second	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	39	NA	NA	NA	NA	NA	NA	NA
1	dwake	first	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	40	NA	NA	NA	NA	NA	NA	NA
1	dwake	second	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	41	NA	NA	NA	NA	NA	NA	NA
1	dwake	first	NA	NA	NA	NA	NA	NA	NA	first	NA	NA	42	NA	NA	NA	NA	NA	NA	NA
1	dwake	second	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	43	NA	NA	NA	NA	NA	NA	NA
1	dwake	second	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	44	NA	NA	NA	NA	NA	NA	NA
1	grirped	second	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	45	NA	NA	NA	NA	NA	NA	NA
1	grirped	second	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	46	NA	NA	NA	NA	NA	NA	NA
1	grirped	second	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	47	NA	NA	NA	NA	NA	NA	NA
1	dwake	second	NA	NA	NA	NA	NA	NA	NA	second	NA	NA	48	NA	NA	NA	NA	NA	NA	NA
