workerid	adjective	quiz_response	relevant_adjective	text	enteredText	response	correct_response	adj1_response	slide_number	predicate2	predicate1	correct	adj2_response
0	NA	NA	broff	For long distances, I use rockets. The best one is this...	NA	0.02	NA	NA	139	green	broff	NA	NA
0	NA	NA	broff	My first ship had the same shape as this...	NA	0.95	NA	NA	140	broff	red	NA	NA
0	NA	NA	glab	I really don&quotechart like ships with many spikes, like this...	NA	0.16	NA	NA	141	glab	broff	NA	NA
0	NA	NA	glab	Ugh, too many fins &#8210; I hate flying this...	NA	0.94	NA	NA	142	glab	red	NA	NA
0	NA	NA	glab	The more spikes, the better. My favorite one is this...	NA	0.89	NA	NA	143	broff	glab	NA	NA
0	NA	NA	NONE	On our planet, many aliens fly ships like this...	NA	0.91	NA	NA	144	glab	green	NA	NA
0	NA	NA	red	What a nice color. I like flying this...	NA	0.04	NA	NA	145	red	glab	NA	NA
0	NA	NA	glab	Wow, so many fins &#8210; I like this...	NA	0.94	NA	NA	146	glab	green	NA	NA
0	NA	NA	NA	NA	NA	1	NA	NA	148	green	small	NA	NA
0	NA	NA	NA	NA	NA	1	NA	NA	149	broff	small	NA	NA
0	NA	NA	NA	NA	NA	0	NA	NA	150	green	glab	NA	NA
0	NA	NA	NA	NA	NA	0	NA	NA	151	small	red	NA	NA
0	NA	NA	NA	NA	NA	0.06	NA	NA	152	blue	glab	NA	NA
0	NA	NA	NA	NA	NA	1	NA	NA	153	glab	big	NA	NA
0	NA	NA	NA	NA	NA	1	NA	NA	154	broff	big	NA	NA
0	NA	NA	NA	NA	NA	0	NA	NA	155	big	blue	NA	NA
0	NA	NA	NA	NA	NA	0	NA	NA	156	red	broff	NA	NA
0	NA	NA	NA	NA	NA	0	NA	NA	157	glab	broff	NA	NA
0	NA	NA	NA	NA	NA	0	NA	NA	158	blue	broff	NA	NA
0	NA	NA	NA	NA	NA	1	NA	NA	159	glab	small	NA	NA
0	NA	NA	NA	NA	NA	1	NA	NA	160	glab	red	NA	NA
0	NA	NA	NA	NA	NA	0	NA	NA	161	green	broff	NA	NA
0	NA	NA	NA	NA	NA	NA	NA	buff	162	NA	NA	NA	glamorous
1	yunt	first	NA	NA	NA	NA	first	NA	6	NA	NA	NA	NA
1	yunt	first	NA	NA	NA	NA	first	NA	7	NA	NA	NA	NA
1	yunt	first	NA	NA	NA	NA	first	NA	8	NA	NA	NA	NA
1	scrib	first	NA	NA	NA	NA	first	NA	9	NA	NA	NA	NA
1	yunt	first	NA	NA	NA	NA	first	NA	10	NA	NA	NA	NA
1	scrib	second	NA	NA	NA	NA	second	NA	11	NA	NA	NA	NA
1	scrib	second	NA	NA	NA	NA	second	NA	12	NA	NA	NA	NA
1	yunt	second	NA	NA	NA	NA	second	NA	13	NA	NA	NA	NA
1	yunt	first	NA	NA	NA	NA	first	NA	14	NA	NA	NA	NA
1	scrib	first	NA	NA	NA	NA	first	NA	15	NA	NA	NA	NA
1	yunt	second	NA	NA	NA	NA	second	NA	16	NA	NA	NA	NA
1	yunt	second	NA	NA	NA	NA	second	NA	17	NA	NA	NA	NA
1	scrib	first	NA	NA	NA	NA	first	NA	18	NA	NA	NA	NA
1	scrib	second	NA	NA	NA	NA	second	NA	19	NA	NA	NA	NA
1	yunt	second	NA	NA	NA	NA	second	NA	20	NA	NA	NA	NA
1	yunt	first	NA	NA	NA	NA	first	NA	21	NA	NA	NA	NA
1	scrib	first	NA	NA	NA	NA	first	NA	22	NA	NA	NA	NA
1	scrib	first	NA	NA	NA	NA	first	NA	23	NA	NA	NA	NA
1	yunt	second	NA	NA	NA	NA	second	NA	24	NA	NA	NA	NA
1	scrib	first	NA	NA	NA	NA	first	NA	25	NA	NA	NA	NA
1	scrib	second	NA	NA	NA	NA	second	NA	26	NA	NA	NA	NA
1	scrib	first	NA	NA	NA	NA	first	NA	27	NA	NA	NA	NA
1	yunt	second	NA	NA	NA	NA	second	NA	28	NA	NA	NA	NA
1	scrib	first	NA	NA	NA	NA	first	NA	29	NA	NA	NA	NA
1	yunt	first	NA	NA	NA	NA	first	NA	30	NA	NA	NA	NA
1	scrib	first	NA	NA	NA	NA	first	NA	31	NA	NA	NA	NA
1	yunt	first	NA	NA	NA	NA	first	NA	32	NA	NA	NA	NA
1	yunt	first	NA	NA	NA	NA	first	NA	33	NA	NA	NA	NA
1	scrib	second	NA	NA	NA	NA	second	NA	34	NA	NA	NA	NA
1	yunt	second	NA	NA	NA	NA	second	NA	35	NA	NA	NA	NA
1	scrib	first	NA	NA	NA	NA	first	NA	36	NA	NA	NA	NA
1	scrib	first	NA	NA	NA	NA	first	NA	37	NA	NA	NA	NA
1	yunt	first	NA	NA	NA	NA	first	NA	38	NA	NA	NA	NA
1	yunt	second	NA	NA	NA	NA	second	NA	39	NA	NA	NA	NA
1	scrib	first	NA	NA	NA	NA	first	NA	40	NA	NA	NA	NA
1	yunt	first	NA	NA	NA	NA	first	NA	41	NA	NA	NA	NA
1	scrib	first	NA	NA	NA	NA	first	NA	42	NA	NA	NA	NA
1	yunt	first	NA	NA	NA	NA	first	NA	43	NA	NA	NA	NA
1	scrib	second	NA	NA	NA	NA	second	NA	44	NA	NA	NA	NA
1	yunt	second	NA	NA	NA	NA	second	NA	45	NA	NA	NA	NA
1	yunt	second	NA	NA	NA	NA	second	NA	46	NA	NA	NA	NA
1	scrib	second	NA	NA	NA	NA	second	NA	47	NA	NA	NA	NA
1	scrib	first	NA	NA	NA	NA	first	NA	48	NA	NA	NA	NA
1	scrib	second	NA	NA	NA	NA	second	NA	49	NA	NA	NA	NA
1	yunt	first	NA	NA	NA	NA	first	NA	50	NA	NA	NA	NA
1	scrib	second	NA	NA	NA	NA	second	NA	51	NA	NA	NA	NA
1	yunt	first	NA	NA	NA	NA	first	NA	52	NA	NA	NA	NA
1	scrib	second	NA	NA	NA	NA	second	NA	53	NA	NA	NA	NA
1	NA	NA	NA	NA	the scrib spaceship  	NA	NA	NA	55	NA	NA	correct	NA
1	NA	NA	NA	NA	the scrib spaceship  	NA	NA	NA	56	NA	NA	correct	NA
1	NA	NA	NA	NA	the green scrib spaceship 	NA	NA	NA	57	NA	NA	correct	NA
1	NA	NA	NA	NA	the red scrib spaceship 	NA	NA	NA	58	NA	NA	correct	NA
1	NA	NA	NA	NA	the red spaceship  	NA	NA	NA	59	NA	NA	correct	NA
1	NA	NA	NA	NA	the yunt blue scrib spaceship	NA	NA	NA	60	NA	NA	correct	NA
1	NA	NA	NA	NA	the blue scrib spaceship 	NA	NA	NA	61	NA	NA	correct	NA
1	NA	NA	NA	NA	the green yunt spaceship 	NA	NA	NA	62	NA	NA	correct	NA
1	NA	NA	NA	NA	the yunt scrib spaceship 	NA	NA	NA	63	NA	NA	correct	NA
1	NA	NA	NA	NA	the yunt scrib spaceship 	NA	NA	NA	64	NA	NA	correct	NA
1	NA	NA	NA	NA	the yunt scrib spaceship 	NA	NA	NA	65	NA	NA	correct	NA
1	NA	NA	NA	NA	the yunt spaceship  	NA	NA	NA	66	NA	NA	correct	NA
1	NA	NA	NA	NA	the yunt spaceship  	NA	NA	NA	67	NA	NA	correct	NA
1	NA	NA	NA	NA	the yunt spaceship  	NA	NA	NA	68	NA	NA	correct	NA
1	NA	NA	NA	NA	the yunt scrib spaceship 	NA	NA	NA	69	NA	NA	correct	NA
1	NA	NA	NA	NA	the yunt scrib spaceship 	NA	NA	NA	70	NA	NA	correct	NA
1	NA	NA	NA	NA	the red scrib spaceship 	NA	NA	NA	71	NA	NA	correct	NA
1	NA	NA	NA	NA	the blue yunt spaceship 	NA	NA	NA	72	NA	NA	correct	NA
1	NA	NA	NA	NA	the scrib spaceship  	NA	NA	NA	73	NA	NA	correct	NA
1	NA	NA	NA	NA	the yunt scrib spaceship 	NA	NA	NA	74	NA	NA	correct	NA
1	NA	NA	NA	NA	the green scrib spaceship 	NA	NA	NA	75	NA	NA	correct	NA
1	NA	NA	NA	NA	the green scrib spaceship 	NA	NA	NA	76	NA	NA	correct	NA
1	NA	NA	NA	NA	the blue spaceship  	NA	NA	NA	77	NA	NA	correct	NA
1	NA	NA	NA	NA	the red yunt spaceship 	NA	NA	NA	78	NA	NA	correct	NA
1	NA	NA	NA	NA	the green scrib spaceship 	NA	NA	NA	79	NA	NA	correct	NA
1	NA	NA	NA	NA	the yunt scrib spaceship 	NA	NA	NA	80	NA	NA	correct	NA
1	NA	NA	NA	NA	the green scrib spaceship	NA	NA	NA	82	NA	NA	correct	NA
1	NA	NA	NA	NA	the scrib spaceship	NA	NA	NA	83	NA	NA	correct	NA
1	NA	NA	NA	NA	the scrib spaceship	NA	NA	NA	84	NA	NA	correct	NA
1	NA	NA	NA	NA	the green scrib spaceship	NA	NA	NA	85	NA	NA	correct	NA
1	NA	NA	NA	NA	the blue yunt spaceship	NA	NA	NA	86	NA	NA	correct	NA
1	NA	NA	NA	NA	the green yunt spaceship	NA	NA	NA	87	NA	NA	correct	NA
1	NA	NA	NA	NA	the yunt scrib spaceship	NA	NA	NA	88	NA	NA	correct	NA
1	NA	NA	NA	NA	the red scrib spaceship	NA	NA	NA	89	NA	NA	correct	NA
1	NA	NA	NA	NA	the yunt scrib spaceship	NA	NA	NA	90	NA	NA	correct	NA
1	NA	NA	NA	NA	the yunt scrib spaceship	NA	NA	NA	91	NA	NA	correct	NA
1	NA	NA	NA	NA	the red scrib spaceship	NA	NA	NA	92	NA	NA	correct	NA
1	NA	NA	NA	NA	the blue yunt spaceship	NA	NA	NA	93	NA	NA	correct	NA
1	NA	NA	NA	NA	the red yunt spaceship	NA	NA	NA	94	NA	NA	correct	NA
1	NA	NA	NA	NA	the scrib spaceship	NA	NA	NA	95	NA	NA	correct	NA
1	NA	NA	NA	NA	the yunt scrib spaceship	NA	NA	NA	96	NA	NA	correct	NA
1	NA	NA	NA	NA	the green scrib spaceship	NA	NA	NA	97	NA	NA	correct	NA
1	NA	NA	NA	NA	the yunt scrib spaceship	NA	NA	NA	98	NA	NA	correct	NA
1	NA	NA	NA	NA	the red spaceship	NA	NA	NA	99	NA	NA	correct	NA
1	NA	NA	NA	NA	the green scrib spaceship	NA	NA	NA	100	NA	NA	correct	NA
1	NA	NA	NA	NA	the yunt scrib spaceship	NA	NA	NA	101	NA	NA	correct	NA
1	NA	NA	NA	NA	the yunt scrib spaceship	NA	NA	NA	102	NA	NA	correct	NA
1	NA	NA	NA	NA	the blue scrib spaceship	NA	NA	NA	103	NA	NA	correct	NA
1	NA	NA	NA	NA	the red scrib spaceship	NA	NA	NA	104	NA	NA	correct	NA
1	NA	NA	NA	NA	the yunt spaceship	NA	NA	NA	105	NA	NA	correct	NA
1	NA	NA	NA	NA	the scrib spaceship	NA	NA	NA	106	NA	NA	correct	NA
1	NA	NA	NA	NA	the blue scrib spaceship	NA	NA	NA	107	NA	NA	correct	NA
1	NA	NA	NA	NA	the green scrib spaceship	NA	NA	NA	109	NA	NA	correct	NA
1	NA	NA	yunt	The more spikes, the better. My favorite one is this...	NA	0	NA	NA	136	yunt	scrib	NA	NA
1	NA	NA	yunt	Wow, so many fins &#8210; I like this...	NA	0.71	NA	NA	137	yunt	green	NA	NA
1	NA	NA	NONE	My friend used to fly this...	NA	0.86	NA	NA	138	scrib	red	NA	NA
1	NA	NA	yunt	Ugh, too many fins &#8210; I hate flying this...	NA	0.82	NA	NA	139	yunt	green	NA	NA
1	NA	NA	yunt	I really don&quotechart like ships with many spikes, like this...	NA	0.1	NA	NA	140	yunt	scrib	NA	NA
1	NA	NA	scrib	Humans think all our ships look like saucers, like this...	NA	0	NA	NA	141	green	scrib	NA	NA
1	NA	NA	blue	What a nice color. I like flying this...	NA	0.35	NA	NA	142	blue	yunt	NA	NA
1	NA	NA	NONE	On our planet, many aliens fly ships like this...	NA	0.67	NA	NA	143	yunt	blue	NA	NA
1	NA	NA	green	I like ships that have the same color as I have, like this...	NA	0.87	NA	NA	144	scrib	green	NA	NA
1	NA	NA	scrib	My first ship had the same shape as this...	NA	0.11	NA	NA	145	green	scrib	NA	NA
1	NA	NA	scrib	For long distances, I use saucers. The best one is this...	NA	1	NA	NA	146	scrib	red	NA	NA
1	NA	NA	NA	NA	NA	0.1	NA	NA	148	green	scrib	NA	NA
1	NA	NA	NA	NA	NA	0.89	NA	NA	149	yunt	small	NA	NA
1	NA	NA	NA	NA	NA	0.92	NA	NA	150	yunt	big	NA	NA
1	NA	NA	NA	NA	NA	1	NA	NA	151	red	small	NA	NA
1	NA	NA	NA	NA	NA	0.04	NA	NA	152	green	yunt	NA	NA
1	NA	NA	NA	NA	NA	1	NA	NA	153	red	small	NA	NA
1	NA	NA	NA	NA	NA	0.06	NA	NA	154	blue	yunt	NA	NA
1	NA	NA	NA	NA	NA	1	NA	NA	155	scrib	big	NA	NA
1	NA	NA	NA	NA	NA	0.98	NA	NA	156	yunt	red	NA	NA
1	NA	NA	NA	NA	NA	0.94	NA	NA	157	scrib	yunt	NA	NA
1	NA	NA	NA	NA	NA	0.92	NA	NA	158	scrib	small	NA	NA
1	NA	NA	NA	NA	NA	0	NA	NA	159	small	blue	NA	NA
1	NA	NA	NA	NA	NA	0	NA	NA	160	blue	scrib	NA	NA
1	NA	NA	NA	NA	NA	0	NA	NA	161	red	scrib	NA	NA
1	NA	NA	NA	NA	NA	NA	NA	disc	162	NA	NA	NA	fancy
2	plach	second	NA	NA	NA	NA	second	NA	6	NA	NA	NA	NA
2	plach	second	NA	NA	NA	NA	second	NA	7	NA	NA	NA	NA
2	yunt	second	NA	NA	NA	NA	second	NA	8	NA	NA	NA	NA
2	plach	second	NA	NA	NA	NA	second	NA	9	NA	NA	NA	NA
2	plach	second	NA	NA	NA	NA	second	NA	10	NA	NA	NA	NA
2	plach	second	NA	NA	NA	NA	second	NA	11	NA	NA	NA	NA
2	yunt	first	NA	NA	NA	NA	first	NA	12	NA	NA	NA	NA
2	plach	first	NA	NA	NA	NA	first	NA	13	NA	NA	NA	NA
2	yunt	second	NA	NA	NA	NA	second	NA	14	NA	NA	NA	NA
2	yunt	first	NA	NA	NA	NA	first	NA	15	NA	NA	NA	NA
2	plach	first	NA	NA	NA	NA	first	NA	16	NA	NA	NA	NA
2	yunt	second	NA	NA	NA	NA	second	NA	17	NA	NA	NA	NA
2	yunt	second	NA	NA	NA	NA	second	NA	18	NA	NA	NA	NA
2	plach	second	NA	NA	NA	NA	second	NA	19	NA	NA	NA	NA
2	plach	second	NA	NA	NA	NA	second	NA	20	NA	NA	NA	NA
2	yunt	second	NA	NA	NA	NA	second	NA	21	NA	NA	NA	NA
2	plach	second	NA	NA	NA	NA	second	NA	22	NA	NA	NA	NA
2	plach	second	NA	NA	NA	NA	second	NA	23	NA	NA	NA	NA
2	plach	second	NA	NA	NA	NA	second	NA	24	NA	NA	NA	NA
2	yunt	first	NA	NA	NA	NA	first	NA	25	NA	NA	NA	NA
2	yunt	first	NA	NA	NA	NA	first	NA	26	NA	NA	NA	NA
2	plach	second	NA	NA	NA	NA	second	NA	27	NA	NA	NA	NA
2	yunt	second	NA	NA	NA	NA	first	NA	28	NA	NA	NA	NA
2	plach	second	NA	NA	NA	NA	second	NA	29	NA	NA	NA	NA
2	yunt	first	NA	NA	NA	NA	first	NA	30	NA	NA	NA	NA
2	yunt	second	NA	NA	NA	NA	second	NA	31	NA	NA	NA	NA
2	plach	first	NA	NA	NA	NA	first	NA	32	NA	NA	NA	NA
2	yunt	first	NA	NA	NA	NA	first	NA	33	NA	NA	NA	NA
2	yunt	first	NA	NA	NA	NA	first	NA	34	NA	NA	NA	NA
2	yunt	first	NA	NA	NA	NA	first	NA	35	NA	NA	NA	NA
2	plach	first	NA	NA	NA	NA	first	NA	36	NA	NA	NA	NA
2	yunt	second	NA	NA	NA	NA	second	NA	37	NA	NA	NA	NA
2	yunt	first	NA	NA	NA	NA	first	NA	38	NA	NA	NA	NA
2	plach	second	NA	NA	NA	NA	second	NA	39	NA	NA	NA	NA
2	yunt	second	NA	NA	NA	NA	second	NA	40	NA	NA	NA	NA
2	plach	second	NA	NA	NA	NA	second	NA	41	NA	NA	NA	NA
2	plach	first	NA	NA	NA	NA	first	NA	42	NA	NA	NA	NA
2	plach	second	NA	NA	NA	NA	second	NA	43	NA	NA	NA	NA
2	yunt	second	NA	NA	NA	NA	second	NA	44	NA	NA	NA	NA
2	plach	first	NA	NA	NA	NA	first	NA	45	NA	NA	NA	NA
2	plach	second	NA	NA	NA	NA	second	NA	46	NA	NA	NA	NA
2	yunt	second	NA	NA	NA	NA	second	NA	47	NA	NA	NA	NA
2	yunt	second	NA	NA	NA	NA	second	NA	48	NA	NA	NA	NA
2	yunt	second	NA	NA	NA	NA	second	NA	49	NA	NA	NA	NA
2	plach	second	NA	NA	NA	NA	second	NA	50	NA	NA	NA	NA
2	yunt	first	NA	NA	NA	NA	first	NA	51	NA	NA	NA	NA
2	plach	second	NA	NA	NA	NA	second	NA	52	NA	NA	NA	NA
2	yunt	first	NA	NA	NA	NA	first	NA	53	NA	NA	NA	NA
2	NA	NA	NA	NA	    	NA	NA	NA	55	NA	NA	underspecified	NA
2	NA	NA	NA	NA	plach yunt blue  	NA	NA	NA	56	NA	NA	inconsistent	NA
2	NA	NA	NA	NA	the yunt green spaceship 	NA	NA	NA	57	NA	NA	correct	NA
2	NA	NA	NA	NA	the red spaceship  	NA	NA	NA	58	NA	NA	correct	NA
2	NA	NA	NA	NA	the yunt plach red spaceship	NA	NA	NA	59	NA	NA	correct	NA
2	NA	NA	NA	NA	the yunt plach blue spaceship	NA	NA	NA	60	NA	NA	inconsistent	NA
2	NA	NA	NA	NA	the yunt plach red spaceship	NA	NA	NA	61	NA	NA	correct	NA
2	NA	NA	NA	NA	the yunt plach red spaceship	NA	NA	NA	62	NA	NA	correct	NA
2	NA	NA	NA	NA	the green yunt spaceship 	NA	NA	NA	63	NA	NA	correct	NA
2	NA	NA	NA	NA	the yunt red spaceship 	NA	NA	NA	64	NA	NA	correct	NA
2	NA	NA	NA	NA	the yunt red spaceship 	NA	NA	NA	65	NA	NA	correct	NA
2	NA	NA	NA	NA	the yunt plach red spaceship	NA	NA	NA	66	NA	NA	correct	NA
2	NA	NA	NA	NA	the yunt plach blue spaceship	NA	NA	NA	67	NA	NA	correct	NA
2	NA	NA	NA	NA	the yunt blue spaceship 	NA	NA	NA	68	NA	NA	correct	NA
2	NA	NA	NA	NA	the yunt plach green spaceship	NA	NA	NA	69	NA	NA	correct	NA
2	NA	NA	NA	NA	the plach green spaceship 	NA	NA	NA	70	NA	NA	correct	NA
2	NA	NA	NA	NA	the yunt green spaceship 	NA	NA	NA	71	NA	NA	correct	NA
2	NA	NA	NA	NA	the yunt green spaceship 	NA	NA	NA	72	NA	NA	inconsistent	NA
2	NA	NA	NA	NA	the yunt plach blue spaceship	NA	NA	NA	73	NA	NA	inconsistent	NA
