workerid	adjective	quiz_response	relevant_adjective	text	enteredText	response	correct_response	adj1_response	slide_number	predicate2	predicate1	correct	adj2_response
0	NA	NA	NA	NA	green muic   	NA	NA	NA	71	NA	NA	correct	NA
0	NA	NA	NA	NA	blue muic   	NA	NA	NA	72	NA	NA	correct	NA
0	NA	NA	NA	NA	red muic kolch  	NA	NA	NA	73	NA	NA	correct	NA
0	NA	NA	NA	NA	red muic kolch  	NA	NA	NA	74	NA	NA	correct	NA
0	NA	NA	NA	NA	green kolch   	NA	NA	NA	75	NA	NA	correct	NA
0	NA	NA	NA	NA	green kolch   	NA	NA	NA	76	NA	NA	correct	NA
0	NA	NA	NA	NA	green muic   	NA	NA	NA	77	NA	NA	correct	NA
0	NA	NA	NA	NA	green muic   	NA	NA	NA	78	NA	NA	correct	NA
0	NA	NA	NA	NA	blue muic kolch  	NA	NA	NA	79	NA	NA	correct	NA
0	NA	NA	NA	NA	red kolch   	NA	NA	NA	80	NA	NA	correct	NA
0	NA	NA	NA	NA	green	NA	NA	NA	82	NA	NA	correct	NA
0	NA	NA	NA	NA	red muic	NA	NA	NA	83	NA	NA	correct	NA
0	NA	NA	NA	NA	blue kolch	NA	NA	NA	84	NA	NA	correct	NA
0	NA	NA	NA	NA	blue muic	NA	NA	NA	85	NA	NA	correct	NA
0	NA	NA	NA	NA	blue muic	NA	NA	NA	86	NA	NA	correct	NA
0	NA	NA	NA	NA	green muic kolch	NA	NA	NA	87	NA	NA	correct	NA
0	NA	NA	NA	NA	blue muic kolch	NA	NA	NA	88	NA	NA	correct	NA
0	NA	NA	NA	NA	blue muic kolch	NA	NA	NA	89	NA	NA	correct	NA
0	NA	NA	NA	NA	green kolch	NA	NA	NA	90	NA	NA	correct	NA
0	NA	NA	NA	NA	red kolch	NA	NA	NA	91	NA	NA	correct	NA
0	NA	NA	NA	NA	green muic	NA	NA	NA	92	NA	NA	correct	NA
0	NA	NA	NA	NA	green kolch	NA	NA	NA	93	NA	NA	correct	NA
0	NA	NA	NA	NA	blue muic	NA	NA	NA	94	NA	NA	correct	NA
0	NA	NA	NA	NA	blue kolch	NA	NA	NA	95	NA	NA	correct	NA
0	NA	NA	NA	NA	red	NA	NA	NA	96	NA	NA	correct	NA
0	NA	NA	NA	NA	red muic kolch	NA	NA	NA	97	NA	NA	correct	NA
0	NA	NA	NA	NA	blue kolch muic	NA	NA	NA	98	NA	NA	correct	NA
0	NA	NA	NA	NA	green muic	NA	NA	NA	99	NA	NA	correct	NA
0	NA	NA	NA	NA	red muic	NA	NA	NA	100	NA	NA	correct	NA
0	NA	NA	NA	NA	red muic	NA	NA	NA	101	NA	NA	correct	NA
0	NA	NA	NA	NA	blue muic	NA	NA	NA	102	NA	NA	correct	NA
0	NA	NA	NA	NA	red kolch	NA	NA	NA	103	NA	NA	correct	NA
0	NA	NA	NA	NA	red muic kolch	NA	NA	NA	104	NA	NA	correct	NA
0	NA	NA	NA	NA	red muic	NA	NA	NA	105	NA	NA	correct	NA
0	NA	NA	NA	NA	green muic	NA	NA	NA	106	NA	NA	correct	NA
0	NA	NA	NA	NA	green kolch	NA	NA	NA	107	NA	NA	correct	NA
0	NA	NA	NA	NA	red muic	NA	NA	NA	109	NA	NA	correct	NA
0	NA	NA	kolch	Wow, so many fins &#8210; I like this...	NA	1	NA	NA	136	kolch	blue	NA	NA
0	NA	NA	blue	I like ships that have the same color as I have, like this...	NA	1	NA	NA	137	muic	blue	NA	NA
0	NA	NA	NONE	On our planet, many aliens fly ships like this...	NA	0	NA	NA	138	green	kolch	NA	NA
0	NA	NA	kolch	Ugh, too many fins &#8210; I hate flying this...	NA	1	NA	NA	139	kolch	blue	NA	NA
0	NA	NA	green	What a nice color. I like flying this...	NA	1	NA	NA	140	kolch	green	NA	NA
0	NA	NA	muic	Humans think all our ships look like saucers, like this...	NA	0	NA	NA	141	green	muic	NA	NA
0	NA	NA	muic	My first ship had the same shape as this...	NA	0	NA	NA	142	red	muic	NA	NA
0	NA	NA	NONE	My friend used to fly this...	NA	1	NA	NA	143	muic	blue	NA	NA
0	NA	NA	muic	For long distances, I use saucers. The best one is this...	NA	0	NA	NA	144	green	muic	NA	NA
0	NA	NA	kolch	I really don&quotechart like ships with many spikes, like this...	NA	1	NA	NA	145	kolch	muic	NA	NA
0	NA	NA	kolch	The more spikes, the better. My favorite one is this...	NA	1	NA	NA	146	kolch	muic	NA	NA
0	NA	NA	NA	NA	NA	1	NA	NA	148	kolch	small	NA	NA
0	NA	NA	NA	NA	NA	0	NA	NA	149	green	kolch	NA	NA
0	NA	NA	NA	NA	NA	1	NA	NA	150	kolch	blue	NA	NA
0	NA	NA	NA	NA	NA	1	NA	NA	151	muic	big	NA	NA
0	NA	NA	NA	NA	NA	0	NA	NA	152	muic	kolch	NA	NA
0	NA	NA	NA	NA	NA	1	NA	NA	153	green	big	NA	NA
0	NA	NA	NA	NA	NA	1	NA	NA	154	blue	small	NA	NA
0	NA	NA	NA	NA	NA	1	NA	NA	155	blue	muic	NA	NA
0	NA	NA	NA	NA	NA	1	NA	NA	156	blue	small	NA	NA
0	NA	NA	NA	NA	NA	0	NA	NA	157	red	kolch	NA	NA
0	NA	NA	NA	NA	NA	1	NA	NA	158	kolch	big	NA	NA
0	NA	NA	NA	NA	NA	0	NA	NA	159	small	muic	NA	NA
0	NA	NA	NA	NA	NA	0	NA	NA	160	green	muic	NA	NA
0	NA	NA	NA	NA	NA	1	NA	NA	161	muic	red	NA	NA
0	NA	NA	NA	NA	NA	NA	NA	round	162	NA	NA	NA	More fins
1	yunt	first	NA	NA	NA	NA	first	NA	6	NA	NA	NA	NA
1	yunt	first	NA	NA	NA	NA	first	NA	7	NA	NA	NA	NA
1	physs	first	NA	NA	NA	NA	second	NA	8	NA	NA	NA	NA
1	yunt	first	NA	NA	NA	NA	first	NA	9	NA	NA	NA	NA
1	yunt	first	NA	NA	NA	NA	first	NA	10	NA	NA	NA	NA
1	physs	first	NA	NA	NA	NA	first	NA	11	NA	NA	NA	NA
1	yunt	second	NA	NA	NA	NA	second	NA	12	NA	NA	NA	NA
1	yunt	second	NA	NA	NA	NA	second	NA	13	NA	NA	NA	NA
1	physs	second	NA	NA	NA	NA	second	NA	14	NA	NA	NA	NA
1	physs	second	NA	NA	NA	NA	second	NA	15	NA	NA	NA	NA
1	physs	first	NA	NA	NA	NA	first	NA	16	NA	NA	NA	NA
1	physs	first	NA	NA	NA	NA	first	NA	17	NA	NA	NA	NA
1	physs	first	NA	NA	NA	NA	first	NA	18	NA	NA	NA	NA
1	physs	second	NA	NA	NA	NA	second	NA	19	NA	NA	NA	NA
1	physs	second	NA	NA	NA	NA	second	NA	20	NA	NA	NA	NA
1	yunt	second	NA	NA	NA	NA	second	NA	21	NA	NA	NA	NA
1	physs	first	NA	NA	NA	NA	first	NA	22	NA	NA	NA	NA
1	yunt	first	NA	NA	NA	NA	first	NA	23	NA	NA	NA	NA
1	physs	second	NA	NA	NA	NA	second	NA	24	NA	NA	NA	NA
1	yunt	first	NA	NA	NA	NA	first	NA	25	NA	NA	NA	NA
1	yunt	first	NA	NA	NA	NA	first	NA	26	NA	NA	NA	NA
1	yunt	first	NA	NA	NA	NA	first	NA	27	NA	NA	NA	NA
1	yunt	second	NA	NA	NA	NA	second	NA	28	NA	NA	NA	NA
1	physs	second	NA	NA	NA	NA	second	NA	29	NA	NA	NA	NA
1	physs	second	NA	NA	NA	NA	second	NA	30	NA	NA	NA	NA
1	physs	first	NA	NA	NA	NA	first	NA	31	NA	NA	NA	NA
1	yunt	second	NA	NA	NA	NA	second	NA	32	NA	NA	NA	NA
1	yunt	first	NA	NA	NA	NA	first	NA	33	NA	NA	NA	NA
1	yunt	second	NA	NA	NA	NA	second	NA	34	NA	NA	NA	NA
1	yunt	first	NA	NA	NA	NA	first	NA	35	NA	NA	NA	NA
1	physs	second	NA	NA	NA	NA	second	NA	36	NA	NA	NA	NA
1	yunt	first	NA	NA	NA	NA	first	NA	37	NA	NA	NA	NA
1	physs	second	NA	NA	NA	NA	second	NA	38	NA	NA	NA	NA
1	physs	first	NA	NA	NA	NA	first	NA	39	NA	NA	NA	NA
1	physs	first	NA	NA	NA	NA	first	NA	40	NA	NA	NA	NA
1	physs	second	NA	NA	NA	NA	second	NA	41	NA	NA	NA	NA
1	yunt	first	NA	NA	NA	NA	first	NA	42	NA	NA	NA	NA
1	physs	first	NA	NA	NA	NA	first	NA	43	NA	NA	NA	NA
1	yunt	first	NA	NA	NA	NA	first	NA	44	NA	NA	NA	NA
1	physs	first	NA	NA	NA	NA	first	NA	45	NA	NA	NA	NA
1	physs	second	NA	NA	NA	NA	second	NA	46	NA	NA	NA	NA
1	yunt	first	NA	NA	NA	NA	first	NA	47	NA	NA	NA	NA
1	yunt	second	NA	NA	NA	NA	second	NA	48	NA	NA	NA	NA
1	yunt	first	NA	NA	NA	NA	first	NA	49	NA	NA	NA	NA
1	yunt	first	NA	NA	NA	NA	first	NA	50	NA	NA	NA	NA
1	physs	second	NA	NA	NA	NA	second	NA	51	NA	NA	NA	NA
1	physs	second	NA	NA	NA	NA	second	NA	52	NA	NA	NA	NA
1	yunt	second	NA	NA	NA	NA	second	NA	53	NA	NA	NA	NA
1	NA	NA	NA	NA	the spaceship physs yunt red	NA	NA	NA	55	NA	NA	correct	NA
1	NA	NA	NA	NA	physs blue   	NA	NA	NA	56	NA	NA	correct	NA
1	NA	NA	NA	NA	green yunt physs  	NA	NA	NA	57	NA	NA	correct	NA
1	NA	NA	NA	NA	red spaceship physs  	NA	NA	NA	58	NA	NA	correct	NA
1	NA	NA	NA	NA	the green physs yunt spaceship	NA	NA	NA	59	NA	NA	inconsistent	NA
1	NA	NA	NA	NA	the red spaceship  	NA	NA	NA	60	NA	NA	correct	NA
1	NA	NA	NA	NA	the red physs spaceship 	NA	NA	NA	61	NA	NA	underspecified	NA
1	NA	NA	NA	NA	the red yunt spaceship 	NA	NA	NA	62	NA	NA	correct	NA
1	NA	NA	NA	NA	the green physs spaceship 	NA	NA	NA	63	NA	NA	correct	NA
1	NA	NA	NA	NA	the blue yunt spaceship 	NA	NA	NA	64	NA	NA	correct	NA
1	NA	NA	NA	NA	the green physs spaceship 	NA	NA	NA	65	NA	NA	correct	NA
1	NA	NA	NA	NA	the green yunt physs spaceship	NA	NA	NA	66	NA	NA	correct	NA
1	NA	NA	NA	NA	the blue physs spaceship 	NA	NA	NA	67	NA	NA	correct	NA
1	NA	NA	NA	NA	the red yunt physs spaceship	NA	NA	NA	68	NA	NA	correct	NA
1	NA	NA	NA	NA	the green yunt physs spaceship	NA	NA	NA	69	NA	NA	correct	NA
1	NA	NA	NA	NA	the blue yunt physs spaceship	NA	NA	NA	70	NA	NA	correct	NA
1	NA	NA	NA	NA	the blue yunt physs spaceship	NA	NA	NA	71	NA	NA	correct	NA
1	NA	NA	NA	NA	the blue physs spaceship 	NA	NA	NA	72	NA	NA	correct	NA
1	NA	NA	NA	NA	the red physs spaceship 	NA	NA	NA	73	NA	NA	correct	NA
1	NA	NA	NA	NA	the green yunt spaceship 	NA	NA	NA	74	NA	NA	correct	NA
1	NA	NA	NA	NA	the green yunt physs spaceship	NA	NA	NA	75	NA	NA	correct	NA
1	NA	NA	NA	NA	the red physs spaceship 	NA	NA	NA	76	NA	NA	correct	NA
1	NA	NA	NA	NA	the blue yunt spaceship 	NA	NA	NA	77	NA	NA	correct	NA
1	NA	NA	NA	NA	the green physs yunt spaceship	NA	NA	NA	78	NA	NA	correct	NA
1	NA	NA	NA	NA	the green physs yunt spaceship	NA	NA	NA	79	NA	NA	correct	NA
1	NA	NA	NA	NA	the blue physs yunt spaceship	NA	NA	NA	80	NA	NA	correct	NA
1	NA	NA	NA	NA	the red physs spaceship	NA	NA	NA	82	NA	NA	correct	NA
1	NA	NA	NA	NA	the green yunt physs spaceship	NA	NA	NA	83	NA	NA	correct	NA
1	NA	NA	NA	NA	the green physs spaceship	NA	NA	NA	84	NA	NA	correct	NA
1	NA	NA	NA	NA	the red spaceship	NA	NA	NA	85	NA	NA	correct	NA
1	NA	NA	NA	NA	the blue physs ship	NA	NA	NA	86	NA	NA	correct	NA
1	NA	NA	NA	NA	the red yunt physs spaceship	NA	NA	NA	87	NA	NA	correct	NA
1	NA	NA	NA	NA	the green physs spaceship	NA	NA	NA	88	NA	NA	correct	NA
1	NA	NA	NA	NA	the blue physs yunt spaceship	NA	NA	NA	89	NA	NA	correct	NA
1	NA	NA	NA	NA	the green yunt physs spaceship	NA	NA	NA	90	NA	NA	correct	NA
1	NA	NA	NA	NA	the green physs spaceship	NA	NA	NA	91	NA	NA	correct	NA
1	NA	NA	NA	NA	the green physs spaceship	NA	NA	NA	92	NA	NA	correct	NA
1	NA	NA	NA	NA	the red physs yunt spaceship	NA	NA	NA	93	NA	NA	correct	NA
1	NA	NA	NA	NA	the red physs spaceship	NA	NA	NA	94	NA	NA	correct	NA
1	NA	NA	NA	NA	the red yunt spaceship	NA	NA	NA	95	NA	NA	correct	NA
1	NA	NA	NA	NA	the green yunt physs spaceship	NA	NA	NA	96	NA	NA	correct	NA
1	NA	NA	NA	NA	the green yunt spaceship	NA	NA	NA	97	NA	NA	correct	NA
1	NA	NA	NA	NA	the blue yunt spaceship	NA	NA	NA	98	NA	NA	correct	NA
1	NA	NA	NA	NA	the blue yunt spaceship	NA	NA	NA	99	NA	NA	correct	NA
1	NA	NA	NA	NA	the blue physs spaceship	NA	NA	NA	100	NA	NA	correct	NA
1	NA	NA	NA	NA	the green yunt physs spaceship	NA	NA	NA	101	NA	NA	correct	NA
1	NA	NA	NA	NA	the blue physs spaceship	NA	NA	NA	102	NA	NA	correct	NA
1	NA	NA	NA	NA	the green yunt physs spaceship	NA	NA	NA	103	NA	NA	correct	NA
1	NA	NA	NA	NA	the red physs spaceship	NA	NA	NA	104	NA	NA	correct	NA
1	NA	NA	NA	NA	the blue physs spaceship	NA	NA	NA	105	NA	NA	correct	NA
1	NA	NA	NA	NA	the blue physs spaceship	NA	NA	NA	106	NA	NA	correct	NA
1	NA	NA	NA	NA	the red physs spaceship	NA	NA	NA	107	NA	NA	correct	NA
1	NA	NA	NA	NA	the green physs spaceship	NA	NA	NA	109	NA	NA	correct	NA
1	NA	NA	NONE	My friend used to fly this...	NA	0	NA	NA	136	blue	physs	NA	NA
1	NA	NA	green	I like ships that have the same color as I have, like this...	NA	0	NA	NA	137	green	physs	NA	NA
1	NA	NA	NONE	On our planet, many aliens fly ships like this...	NA	1	NA	NA	138	yunt	green	NA	NA
1	NA	NA	yunt	Wow, so many fins &#8210; I like this...	NA	1	NA	NA	139	yunt	blue	NA	NA
1	NA	NA	physs	My first ship had the same shape as this...	NA	0	NA	NA	140	red	physs	NA	NA
1	NA	NA	yunt	The more spikes, the better. My favorite one is this...	NA	1	NA	NA	141	physs	yunt	NA	NA
1	NA	NA	yunt	Ugh, too many fins &#8210; I hate flying this...	NA	0	NA	NA	142	blue	yunt	NA	NA
1	NA	NA	yunt	I really don&quotechart like ships with many spikes, like this...	NA	0	NA	NA	143	yunt	physs	NA	NA
1	NA	NA	red	What a nice color. I like flying this...	NA	0	NA	NA	144	red	yunt	NA	NA
1	NA	NA	physs	For long distances, I use saucers. The best one is this...	NA	0	NA	NA	145	blue	physs	NA	NA
1	NA	NA	physs	Humans think all our ships look like saucers, like this...	NA	0	NA	NA	146	red	physs	NA	NA
1	NA	NA	NA	NA	NA	0	NA	NA	148	small	yunt	NA	NA
1	NA	NA	NA	NA	NA	0	NA	NA	149	small	physs	NA	NA
1	NA	NA	NA	NA	NA	0	NA	NA	150	green	physs	NA	NA
1	NA	NA	NA	NA	NA	0	NA	NA	151	blue	yunt	NA	NA
1	NA	NA	NA	NA	NA	1	NA	NA	152	physs	big	NA	NA
1	NA	NA	NA	NA	NA	0	NA	NA	153	big	yunt	NA	NA
1	NA	NA	NA	NA	NA	0	NA	NA	154	red	yunt	NA	NA
1	NA	NA	NA	NA	NA	0	NA	NA	155	small	blue	NA	NA
1	NA	NA	NA	NA	NA	0	NA	NA	156	yunt	physs	NA	NA
1	NA	NA	NA	NA	NA	0	NA	NA	157	small	red	NA	NA
1	NA	NA	NA	NA	NA	1	NA	NA	158	physs	blue	NA	NA
1	NA	NA	NA	NA	NA	1	NA	NA	159	physs	red	NA	NA
1	NA	NA	NA	NA	NA	1	NA	NA	160	yunt	green	NA	NA
1	NA	NA	NA	NA	NA	1	NA	NA	161	blue	big	NA	NA
1	NA	NA	NA	NA	NA	NA	NA	Small	162	NA	NA	NA	Spike
2	muic	first	NA	NA	NA	NA	first	NA	6	NA	NA	NA	NA
2	scrib	second	NA	NA	NA	NA	second	NA	7	NA	NA	NA	NA
2	scrib	first	NA	NA	NA	NA	first	NA	8	NA	NA	NA	NA
2	scrib	first	NA	NA	NA	NA	first	NA	9	NA	NA	NA	NA
2	muic	second	NA	NA	NA	NA	first	NA	10	NA	NA	NA	NA
2	muic	first	NA	NA	NA	NA	first	NA	11	NA	NA	NA	NA
2	muic	second	NA	NA	NA	NA	first	NA	12	NA	NA	NA	NA
2	scrib	first	NA	NA	NA	NA	first	NA	13	NA	NA	NA	NA
2	scrib	second	NA	NA	NA	NA	second	NA	14	NA	NA	NA	NA
2	scrib	first	NA	NA	NA	NA	first	NA	15	NA	NA	NA	NA
2	muic	second	NA	NA	NA	NA	first	NA	16	NA	NA	NA	NA
2	muic	first	NA	NA	NA	NA	first	NA	17	NA	NA	NA	NA
2	muic	first	NA	NA	NA	NA	first	NA	18	NA	NA	NA	NA
2	scrib	second	NA	NA	NA	NA	second	NA	19	NA	NA	NA	NA
2	scrib	second	NA	NA	NA	NA	second	NA	20	NA	NA	NA	NA
2	muic	second	NA	NA	NA	NA	second	NA	21	NA	NA	NA	NA
2	scrib	second	NA	NA	NA	NA	second	NA	22	NA	NA	NA	NA
2	scrib	first	NA	NA	NA	NA	first	NA	23	NA	NA	NA	NA
2	scrib	second	NA	NA	NA	NA	second	NA	24	NA	NA	NA	NA
2	muic	first	NA	NA	NA	NA	first	NA	25	NA	NA	NA	NA
2	muic	second	NA	NA	NA	NA	second	NA	26	NA	NA	NA	NA
2	scrib	first	NA	NA	NA	NA	first	NA	27	NA	NA	NA	NA
2	muic	second	NA	NA	NA	NA	second	NA	28	NA	NA	NA	NA
2	muic	first	NA	NA	NA	NA	first	NA	29	NA	NA	NA	NA
2	scrib	second	NA	NA	NA	NA	second	NA	30	NA	NA	NA	NA
2	scrib	second	NA	NA	NA	NA	second	NA	31	NA	NA	NA	NA
2	muic	first	NA	NA	NA	NA	first	NA	32	NA	NA	NA	NA
2	muic	second	NA	NA	NA	NA	second	NA	33	NA	NA	NA	NA
2	scrib	second	NA	NA	NA	NA	second	NA	34	NA	NA	NA	NA
2	scrib	second	NA	NA	NA	NA	second	NA	35	NA	NA	NA	NA
2	scrib	first	NA	NA	NA	NA	first	NA	36	NA	NA	NA	NA
2	scrib	first	NA	NA	NA	NA	first	NA	37	NA	NA	NA	NA
2	muic	first	NA	NA	NA	NA	first	NA	38	NA	NA	NA	NA
2	scrib	first	NA	NA	NA	NA	first	NA	39	NA	NA	NA	NA
2	muic	first	NA	NA	NA	NA	first	NA	40	NA	NA	NA	NA
2	muic	first	NA	NA	NA	NA	first	NA	41	NA	NA	NA	NA
2	scrib	first	NA	NA	NA	NA	first	NA	42	NA	NA	NA	NA
2	scrib	first	NA	NA	NA	NA	first	NA	43	NA	NA	NA	NA
2	muic	second	NA	NA	NA	NA	second	NA	44	NA	NA	NA	NA
2	muic	first	NA	NA	NA	NA	first	NA	45	NA	NA	NA	NA
2	muic	first	NA	NA	NA	NA	first	NA	46	NA	NA	NA	NA
2	scrib	first	NA	NA	NA	NA	first	NA	47	NA	NA	NA	NA
2	muic	second	NA	NA	NA	NA	first	NA	48	NA	NA	NA	NA
2	muic	second	NA	NA	NA	NA	second	NA	49	NA	NA	NA	NA
2	scrib	second	NA	NA	NA	NA	second	NA	50	NA	NA	NA	NA
2	scrib	second	NA	NA	NA	NA	second	NA	51	NA	NA	NA	NA
2	muic	first	NA	NA	NA	NA	first	NA	52	NA	NA	NA	NA
2	muic	first	NA	NA	NA	NA	first	NA	53	NA	NA	NA	NA
2	NA	NA	NA	NA	the spaceship green muic 	NA	NA	NA	55	NA	NA	inconsistent	NA
2	NA	NA	NA	NA	the green spaceship  	NA	NA	NA	56	NA	NA	underspecified	NA
2	NA	NA	NA	NA	the green scrib spaceship 	NA	NA	NA	57	NA	NA	correct	NA
2	NA	NA	NA	NA	the blue scrib spaceship 	NA	NA	NA	58	NA	NA	correct	NA
2	NA	NA	NA	NA	the green scrib spaceship muic	NA	NA	NA	59	NA	NA	correct	NA
2	NA	NA	NA	NA	the green scrib spaceship muic	NA	NA	NA	60	NA	NA	correct	NA
2	NA	NA	NA	NA	the blue scrib spaceship muic	NA	NA	NA	61	NA	NA	correct	NA
2	NA	NA	NA	NA	the blue scrib spaceship muic	NA	NA	NA	62	NA	NA	correct	NA
2	NA	NA	NA	NA	the green scrib spaceship muic	NA	NA	NA	63	NA	NA	correct	NA
2	NA	NA	NA	NA	the red scrib spaceship muic	NA	NA	NA	64	NA	NA	correct	NA
2	NA	NA	NA	NA	the red scrib spaceship muic	NA	NA	NA	65	NA	NA	correct	NA
2	NA	NA	NA	NA	the red scrib spaceship muic	NA	NA	NA	66	NA	NA	correct	NA
2	NA	NA	NA	NA	the red scrib spaceship muic	NA	NA	NA	67	NA	NA	correct	NA
2	NA	NA	NA	NA	the red scrib spaceship muic	NA	NA	NA	68	NA	NA	correct	NA
2	NA	NA	NA	NA	the blue scrib spaceship 	NA	NA	NA	69	NA	NA	correct	NA
2	NA	NA	NA	NA	the red scrib spaceship 	NA	NA	NA	70	NA	NA	inconsistent	NA
2	NA	NA	NA	NA	the green scrib spaceship muic	NA	NA	NA	71	NA	NA	correct	NA
2	NA	NA	NA	NA	the red scrib spaceship muic	NA	NA	NA	72	NA	NA	correct	NA
2	NA	NA	NA	NA	the green scrib spaceship muic	NA	NA	NA	73	NA	NA	correct	NA
2	NA	NA	NA	NA	the blue scrib spaceship muic	NA	NA	NA	74	NA	NA	correct	NA
2	NA	NA	NA	NA	the red scrib spaceship muic	NA	NA	NA	75	NA	NA	correct	NA
2	NA	NA	NA	NA	the blue spaceship  	NA	NA	NA	76	NA	NA	correct	NA
2	NA	NA	NA	NA	the blue spaceship muic 	NA	NA	NA	77	NA	NA	inconsistent	NA
2	NA	NA	NA	NA	the green scrib spaceship 	NA	NA	NA	78	NA	NA	inconsistent	NA
